ORB_detection_left_height,ORB_kalman_left_height,ORB_detection_right_height,ORB_kalman_right_height,ORB_detection_top_width,ORB_kalman_top_width,ORB_detection_bottom_width,ORB_kalman_bottom_width,ORB_detection_angle,ORB_kalman_angle,ORB_detection_center_x,ORB_kalman_center_x,ORB_detection_center_y,ORB_kalman_center_y,SIFT_detection_left_height,SIFT_kalman_left_height,SIFT_detection_right_height,SIFT_kalman_right_height,SIFT_detection_top_width,SIFT_kalman_top_width,SIFT_detection_bottom_width,SIFT_kalman_bottom_width,SIFT_detection_angle,SIFT_kalman_angle,SIFT_detection_center_x,SIFT_kalman_center_x,SIFT_detection_center_y,SIFT_kalman_center_y,SURF_detection_left_height,SURF_kalman_left_height,SURF_detection_right_height,SURF_kalman_right_height,SURF_detection_top_width,SURF_kalman_top_width,SURF_detection_bottom_width,SURF_kalman_bottom_width,SURF_detection_angle,SURF_kalman_angle,SURF_detection_center_x,SURF_kalman_center_x,SURF_detection_center_y,SURF_kalman_center_y
17.0529,19.1076,10.2445,18.3879,16.9605,16.1846,2.3884,16.1642,3.1954,2.5135,0.4525,0.4375,0.3682,0.6042,16.4554,5.1746,3.5278,4.4147,5.3494,3.1915,16.3286,3.6951,4.3877,0.5277,0.4818,0.5904,0.6069,0.0693,86.5133,5.9693,87.2278,5.2548,88.2844,5.2415,86.4638,7.0621,1.3453,1.3514,328.92,1.8365,236.5025,0.0012
12.0303,16.6218,14.0542,20.2431,5.8039,15.0552,13.678,14.4363,1.0588,1.6858,0.6405,1.1242,0.4024,0.1673,78.5604,6.1442,79.5804,5.1242,79.8316,4.5634,79.3216,5.0734,0.3684,1.5276,336.1025,0.6163,246.74,1.4214,18.1784,7.9578,1.4228,7.1899,4.5146,5.3544,8.0761,5.1229,10.5079,0.7873,2.6833,2.7243,0.0971,0.3768
15.9994,19.0463,15.8303,19.0941,9.0544,16.1822,13.277,14.743,1.1551,1.3914,0.8795,0.8626,1.1874,0.5633,4.8227,6.2122,1.3466,5.1906,2.4998,4.2124,7.556,4.7224,1.6427,1.4344,0.4952,0.7561,0.3578,1.0523,89.2062,10.2534,89.2162,10.2435,89.6023,7.1268,89.6019,7.1272,2.2962,5.9634,316.58,0.4296,232.6325,0.558
13.2019,19.888,15.7904,19.1587,9.5114,14.3123,10.8835,14.2821,1.3001,0.8625,1.1011,1.1446,0.3315,0.2838,8.7702,6.4755,11.6324,13.1788,0.1658,3.7232,5.0121,4.1513,4.2406,4.3622,2.6008,0.5857,1.8867,1.322,10.7703,9.1702,22.7889,8.7719,2.7439,8.3387,17.0366,7.6379,6.4708,7.08,0.9766,0.706,0.7846,0.4455
25.1457,17.9873,5.2362,20.1461,18.7038,16.7039,14.7014,16.7643,4.805,0.6478,0.9656,1.4278,0.965,0.1115,10.0801,6.9787,4.986,4.8124,4.0402,3.8344,3.3326,2.3945,1.2895,1.8797,2.2956,1.5712,0.1512,0.689,90.3218,9.8734,91.0053,9.1899,91.4316,8.4226,90.6715,9.1828,2.2755,6.9533,305.4325,2.7428,230.4775,0.6433
24.5828,19.2817,4.2211,17.1322,14.397,15.6727,10.1652,15.6148,5.0263,1.9842,1.1831,1.1362,0.8974,0.1329,10.0271,7.3709,6.5174,6.859,5.6342,3.8268,7.719,4.0705,1.1067,3.4051,2.1375,1.209,0.3569,0.7633,93.2142,8.4141,92.4449,9.1834,92.8294,7.0765,91.7817,8.1242,2.6978,5.1058,299.77,1.8993,229.3975,0.8764
15.203,15.639,8.3554,17.8256,14.6899,14.4275,10.4205,13.0576,2.9084,1.6991,2.8129,1.6731,1.0214,0.2547,9.4822,8.0849,4.3829,7.835,0.5734,4.2938,1.8223,4.2904,1.4473,2.6263,1.897,1.2189,0.4367,0.7677,92.8294,14.098,94.6429,12.2846,93.5971,8.4123,93.8942,8.1152,1.7577,2.1497,294.9175,0.0412,227.51,0.318
18.8029,12.9848,3.5996,12.2901,10.2146,13.3127,18.4962,12.5658,4.6164,2.8544,1.7281,1.0872,0.1354,0.7406,10.2563,9.0391,1.6242,7.01,0.7291,4.2905,2.3652,3.5081,1.7459,2.6962,2.4796,1.1487,0.2233,0.4564,92.8775,14.2468,93.5793,13.545,93.9752,8.9827,93.5798,9.3782,2.6459,1.6792,290.425,2.4264,227.06,0.954
14.556,7.2222,1.9285,7.2012,5.9214,5.3748,5.5122,6.0844,3.7553,2.7286,0.8067,0.5012,1.3565,0.3984,10.0525,7.3136,2.9049,5.7806,0.46,2.9924,2.6375,3.9835,1.6355,2.5568,2.7734,1.6724,0.0958,1.2619,4.4722,10.1024,5.0632,8.6782,3.5039,6.5989,0.9955,6.9644,0.7291,0.8619,0.6357,0.2758,0.68,0.528
15.623,5.9829,6.3277,7.4221,4.9797,3.9264,4.0645,3.9696,3.0312,3.6264,1.5309,1.0191,0.9799,0.0929,2.6203,5.7719,4.8603,6.2865,2.1736,2.7992,10.2187,2.2939,1.6687,1.6396,1.1973,2.1227,1.5819,0.0547,9.9796,9.3897,2.097,8.6559,7.3093,5.233,6.8272,4.9032,2.9437,1.7548,1.9998,0.6989,0.5336,0.927
7.033,5.7065,13.1911,6.3628,0.7659,1.4432,17.7948,3.6265,1.126,3.8337,1.5378,1.077,1.4645,0.7599,9.3715,6.0596,2.7236,4.7959,1.1933,3.1228,2.304,2.8493,1.6932,1.5874,2.4809,0.0695,0.1048,0.5098,1.6528,10.8463,35.3006,9.3646,6.976,6.9563,10.3916,5.9469,9.2285,0.8184,0.1975,0.9102,0.643,0.4972
9.3425,8.5419,13.5897,7.1478,5.8533,7.3011,9.7876,5.8076,1.1831,4.7112,3.1905,1.4954,1.2288,0.2725,10.8459,7.6309,1.8493,5.8472,0.0786,3.2042,1.507,2.149,2.3368,2.341,2.3233,1.2344,0.4301,0.5276,7.9186,15.3472,78.4699,16.6591,14.6153,11.3993,15.7942,8.0412,23.0319,4.66,2.8668,1.7259,1.3542,0.8868
12.9045,11.3552,12.407,12.822,2.9958,8.5944,21.7851,7.9283,1.5008,2.6589,2.6824,1.658,0.8607,0.309,2.0071,7.299,4.3311,6.0271,2.7655,2.1824,9.1397,1.6412,1.284,1.8944,1.2387,1.0097,1.3536,0.2541,8.8228,16.248,32.9114,17.2802,7.6895,11.2098,4.5722,10.0802,10.0658,7.1569,1.5083,2.6136,0.311,0.346
19.9033,15.2572,11.9201,13.266,3.0468,9.2532,15.9577,8.1469,2.4301,2.0242,2.7965,2.5052,0.2636,0.9187,9.728,6.3718,6.167,5.8574,1.9424,2.3823,4.2807,2.8677,0.5867,0.7867,1.9999,1.4445,0.3588,0.6786,94.6937,15.9249,95.7918,14.8269,95.0348,10.8467,95.3476,10.5339,2.1578,4.31,274.425,2.2076,223.555,0
239.2065,18.4784,237.3038,20.3811,239.1694,12.1976,238.3949,12.9721,1.6995,0.0256,315.1375,3.3387,231.5475,0.0405,82.6304,6.9579,82.6263,6.9619,83.6535,2.7542,82.8835,3.5243,0.5254,0.644,317.0975,1.0515,256.7775,0.2428,9.4933,13.3749,4.3292,15.1523,7.9912,8.6113,5.3825,8.1671,2.657,3.3813,0.7572,1.8793,0.3336,0.5034
18.8432,24.6106,14.0784,23.6326,2.2202,18.0069,25.1751,16.9467,2.452,0.306,2.2835,1.6615,1.5035,1.4773,0.648,3.1821,5.0922,6.5603,1.5854,2.8317,2.5058,2.1973,5.4249,5.2568,2.1916,1.3111,2.6067,2.978,9.6081,10.6895,9.5911,12.4756,15.6453,9.1527,1.3343,8.7671,0.4199,2.2273,2.0599,1.3909,0.3065,0.218
0.0237,27.1269,47.7855,23.0235,1.7494,16.9125,37.4867,17.7854,5.2687,0.8034,3.5195,2.5878,2.2029,2.3121,83.1499,7.5455,83.6516,7.0438,83.8996,3.483,84.6787,2.7039,1.2045,1.4722,314.8075,1.6529,257.9225,0.079,95.0348,11.5553,94.3753,12.2148,94.6582,9.2847,95.7722,8.1707,3.0106,3.4393,271.365,3.1855,223.105,0.7262
17.2686,24.1363,19.9435,26.2316,9.2222,18.9445,16.8671,17.573,1.0417,1.6117,1.8261,1.0583,1.4607,2.2152,8.5365,7.4084,6.3923,6.8943,2.0533,3.1448,3.4446,3.3855,0.4803,1.1677,2.6506,2.7456,0.0568,0.2494,94.3157,11.3435,94.6937,10.9655,94.3342,7.6516,94.6752,7.3106,2.8273,2.7785,271.365,2.5889,223.015,1.0148
26.0759,26.9462,16.3793,26.9465,15.2309,20.0069,19.2893,19.9969,2.5503,0.8518,0.4551,0.2531,0.3782,0.5217,82.8863,8.48,82.8816,8.4847,83.6416,3.6648,84.1515,3.1548,0.3472,0.0944,314.2375,2.5265,257.545,0.4329,93.2197,11.806,92.8569,12.1688,94.3157,7.0202,94.2643,7.0716,3.0588,2.5411,271.4375,4.3799,223.195,1.0819
27.9077,25.9613,7.3975,23.9219,10.8194,18.9919,18.1474,18.9516,4.2466,0.2932,1.8033,1.8003,1.0287,1.0718,7.8602,8.1833,6.6207,7.3665,3.047,4.7195,9.9368,3.9885,0.0352,0.5369,2.1719,2.7903,0.2123,1.3336,13.7302,10.4283,3.7364,9.7814,9.135,6.2391,3.6615,8.065,2.8122,0.3865,3.0415,3.3937,0.7111,0.6647
248.215,24.8222,249.202,23.8352,249.202,18.3491,250.2344,17.3167,1.3968,0.2831,326.1875,1.932,228.5575,0.7459,9.1112,6.6646,3.4491,5.9139,3.8851,4.764,4.063,4.246,1.6763,0.3466,2.421,2.3075,0.3431,0.3454,93.9231,9.093,92.8705,10.1456,92.8445,8.3733,93.2657,7.952,3.0916,0.6807,271.3675,3.8752,224.0925,1.2108
19.4181,22.0619,11.5001,21.1405,10.6331,15.6624,6.5488,12.5676,1.9376,0.7564,1.927,1.8222,0.0183,0.5828,5.4515,1.694,4.7997,5.8839,1.9175,3.9296,29.956,30.6795,1.9156,1.8312,8.7962,8.0386,0.6198,0.3903,92.05,10.6764,93.4712,9.2553,92.9595,8.1641,93.7707,7.3529,2.3775,1.9098,271.22,4.7492,224.55,1.7668
25.5621,17.4005,2.844,18.3857,17.9039,9.7194,8.9731,10.7512,4.7494,1.3693,0.619,0.6127,0.5893,0.093,3.2191,4.6014,6.145,4.5843,5.3,3.2136,8.3784,4.4835,1.0565,1.359,0.1704,2.2408,0.0252,0.5393,92.1247,12.1373,92.1204,12.1417,92.4848,8.7914,92.1347,9.1416,2.4571,0.5817,271.7275,3.7099,224.1825,0.0986
6.8144,15.9486,39.3393,16.9583,0.5666,10.3446,33.8462,10.3561,2.2685,1.1192,1.3946,1.2476,0.4924,1.3838,85.6935,4.6965,85.6804,4.7096,85.9394,3.5023,87.7192,1.7225,0.8296,1.793,313.41,2.2944,252.965,0.5885,92.0967,11.7681,91.3754,12.4894,92.8166,6.5999,92.4944,6.9221,2.4476,0.2985,271.9075,3.0829,225.0825,0.365
30.9784,14.8662,1.9806,15.9153,16.1008,10.2546,7.1995,9.254,5.8654,2.8134,0.2263,0.069,0.3764,0.3598,11.1433,4.4857,5.4737,5.0098,1.243,1.01,7.8949,0.7575,0.6421,1.4798,2.4943,2.418,0.4323,0.7251,91.268,12.5345,91.0321,12.7704,91.8689,7.3562,91.9977,7.2273,2.199,0.6814,272.495,3.8159,226.205,1.3138
3.6992,14.6576,36.1087,13.6913,1.0459,11.7073,32.6933,9.6395,2.3867,2.3906,0.999,0.9483,1.3718,0.9309,6.3589,4.41,7.2737,4.6697,4.161,0.8939,7.9772,0.9094,1.0554,0.901,0.3883,0.9543,0.0394,0.1286,92.0847,11.6244,92.8047,10.9044,91.7252,7.2128,91.7154,7.2226,1.3495,1.7325,272.7175,4.2567,226.7,1.5482
24.9247,16.2336,13.5427,13.1989,7.6866,10.6533,16.1012,9.5492,2.9155,2.8068,0.3712,0.3691,0.3194,0.436,10.3639,4.2738,6.6623,5.025,1.3733,0.5038,3.4446,1.0232,0.6367,0.3885,2.3152,0.7993,0.0819,0.5153,0.7789,9.4848,16.3149,10.5621,14.519,7.8504,0.7622,7.4626,2.6088,0.34,2.9446,3.0533,0.8926,0.9096
23.7982,18.5257,14.6499,14.4328,3.3706,12.3469,30.0654,13.2496,2.8018,3.3074,0.0837,0.0568,0.3441,0.7936,5.9112,4.582,9.6056,5.2998,5.2076,2.2966,8.8234,2.668,0.5338,0.442,0.3062,0.3559,0.3011,0.0228,6.2095,8.7083,8.7074,9.7983,1.002,6.2346,8.5468,6.2169,0.6508,0.4791,1.1595,1.2922,1.6297,1.2708
39.8111,17.3766,15.2963,13.2507,8.568,10.7215,4.1325,12.6465,8.3463,4.5351,0.4824,0.0292,0.2854,0.1744,9.8335,5.1549,1.117,6.6674,2.3268,3.2125,2.4966,4.002,2.4884,0.5081,3.1452,0.8082,0.4377,0.4358,91.3555,8.3999,91.7152,8.0403,91.3648,6.3494,91.3455,6.3686,1.355,0.9648,274.3325,1.3969,230.385,1.9103
88.8873,76.1736,0.8317,5.6061,82.241,92.0188,20.39,5.5153,4.4579,4.309,10.1461,10.0399,20.723,21.0676,4.8148,5.6712,0.4377,4.2348,4.4631,3.399,4.2715,3.0167,1.0233,1.0699,0.6199,2.4911,0.051,0.5245,90.4771,8.9852,90.5348,8.9274,90.607,6.5682,90.1362,7.039,0.6738,2.0211,274.4275,2.7437,231.6425,1.5992
12.8612,6.1114,19.0831,2.9684,15.9377,0.6976,48.7776,2.2568,2.0972,4.3656,0.5269,0.7763,1.5427,1.4971,12.7204,4.0944,2.2046,4.4816,0.0349,5.3921,0.0291,3.5973,2.0135,0.4156,2.3869,0.809,0.9574,1.3204,90.7864,11.3419,90.5539,11.5744,90.9673,6.6352,91.6036,5.9989,1.5514,1.1808,275.7525,3.334,233.3325,1.1729
1.6917,7.7122,61.0446,5.6509,5.9077,1.1404,52.4774,2.0666,4.5815,2.477,0.0401,0.2949,0.6734,1.1094,93.5073,5.1423,94.56,4.0896,93.851,3.3485,95.6729,1.5267,1.5033,1.4915,316.13,2.9861,247.2825,0.4862,89.908,10.3553,89.9153,10.348,90.2656,5.6839,90.9856,4.9639,1.3603,0.126,276.67,2.0409,235.1475,1.6604
332.6955,8.7995,335.7765,5.7185,337.754,0.9132,336.831,1.8362,2.0757,2.0775,316.015,0.7955,215.3375,3.134,7.0872,4.6023,7.5809,4.2471,3.4832,2.0609,6.861,1.6935,1.6446,1.3607,0.4113,4.0556,0.6715,0.5612,90.2677,9.8174,89.898,10.1872,90.2513,5.3952,90.2679,5.3785,1.1426,0.3221,279.0075,3.8273,235.9575,1.679
37.9559,11.3914,11.0429,15.4592,29.2718,4.6913,27.2924,4.8012,4.8966,2.4711,0.3014,0.5428,2.1838,2.373,8.1263,5.3645,6.137,3.5699,5.5563,2.4829,8.6998,2.8196,1.7957,0.8774,0.2858,0.4777,0.5697,0.5943,88.4836,11.3343,89.5763,10.2417,89.1962,5.9957,89.6165,5.5753,0.6905,0.7418,281.415,5.4082,237.215,1.7494
353.0265,13.7352,348.0139,18.7478,352.0714,7.5309,349.9024,9.6999,1.166,2.0244,311.6975,0.68,217.88,1.2957,9.2946,3.8256,5.7544,3.8417,3.0934,3.4793,4.1952,3.1096,0.9707,0.739,2.6653,0.6865,0.0094,0.3159,89.9159,9.5458,88.828,10.6337,90.2615,4.3242,89.9153,4.6704,1.606,0.2168,283.7725,6.6635,239.195,2.1465
33.4213,15.0607,0.0177,23.2333,19.5353,9.6538,3.6969,10.8963,4.4662,2.562,0.2479,0.9159,3.8073,3.6818,9.0036,4.5008,6.336,3.431,6.8954,3.3688,5.3828,3.3437,3.3615,1.3595,0.5735,2.2433,0.2716,0.6613,88.4535,11.904,88.4483,11.9092,89.1629,4.9431,90.173,3.933,0.4702,1.2021,286.4875,1.9814,240.9,1.4717
363.7082,18.1072,361.0446,20.7708,366.5606,6.9155,363.7082,9.7679,1.7426,4.2584,306.87,0.2785,225.66,3.7957,11.8183,3.9025,2.6533,1.051,3.2948,3.3316,3.9221,2.5415,3.0839,3.2518,2.2688,0.3077,0.0109,1.1393,87.6541,9.2019,86.3963,10.4597,89.6938,4.1917,89.1843,4.7013,1.3364,2.215,289.6275,1.4851,242.2825,0.6429
28.3335,28.14,89.3276,89.3077,20.8149,18.3008,315.779,316.9565,10.9823,13.4644,73.6225,72.7867,1.7399,1.4058,5.9538,1.5982,1.9103,2.3281,4.5808,0.5129,7.3926,0.5228,0.2878,2.0663,9.5582,3.1413,4.4932,1.3268,89.2433,7.264,88.7292,7.7781,88.2293,5.3699,87.4781,6.1211,1.1659,2.2271,291.8,2.094,243.435,0.7434
56.3833,29.8608,0.5164,28.3118,28.9303,20.2117,11.6497,23.021,4.4806,4.2609,0.5788,1.2354,3.2519,2.7531,7.8271,0.7607,8.3825,1.0955,6.3477,0.5895,7.4827,1.2886,0.6936,1.8559,0.2057,3.8694,0.0128,0.1087,88.2331,8.2878,87.7332,8.7877,88.2436,5.7752,88.2566,5.7622,1.6492,1.7555,293.77,3.4826,243.815,0.6065
372.5554,41.7325,376.539,37.749,376.4677,28.9183,378.6597,26.7263,2.4626,4.0434,306.61,0.1451,233.8975,2.9248,7.7999,0.3915,7.7777,0.014,6.127,0.2392,4.4567,1.6729,2.0385,3.4634,1.0135,3.8764,0.6123,1.5747,88.1018,8.4043,87.7418,8.7642,88.1018,5.4905,88.1084,5.4838,1.1706,1.6117,297.165,5.1288,245.305,0.8784
380.0821,35.7653,381.3912,34.4562,379.9526,28.3957,382.887,25.4613,2.368,2.5275,307.05,0.6635,235.8675,2.7352,9.7637,0.5078,8.7011,1.1865,7.5005,1.2837,7.3362,3.0864,1.5428,3.1837,0.2106,1.4,0.5432,1.4573,11.1232,9.2996,3.7607,8.9504,10.3824,6.1018,2.0849,7.1054,3.5805,2.7474,4.7093,3.1785,1.9118,0.9636
17.8163,34.8645,31.6627,34.9928,1.6306,34.407,69.1827,31.5295,0.8319,1.9425,0.3104,0.0863,3.9986,2.3839,12.2411,1.2062,11.8166,0.8429,5.8463,0.5779,4.8495,0.9348,0.3698,1.9921,3.4083,2.9599,0.9192,1.8362,87.7366,8.3412,87.0465,9.0313,87.3819,6.5904,88.8363,5.136,1.3932,2.0707,302.375,4.6349,247.915,1.1014
395.886,34.0503,394.3774,35.5589,391.5102,35.3737,392.8833,34.0006,2.0976,1.4908,302.3775,2.4342,238.0275,1.505,0.3719,2.0987,53.5528,51.6425,2.3,0.0046,131.2511,127.9169,27.4045,26.4592,31.7989,30.5343,0.6118,1.3674,85.9364,11.0115,88.1084,8.8395,86.6866,7.9807,87.4007,7.2665,0.236,2.026,304.3475,2.802,248.995,0.0771
398.8783,35.9386,400.0197,34.7972,394.4478,39.0419,401.6855,31.8042,2.6683,2.2614,303.815,1.2375,239.465,2.7266,9.9339,0.3917,11.5434,0.6282,9.0834,0.4013,9.5673,0.3819,1.0123,0.5166,0.3253,1.4024,0.4076,0.1959,15.5045,10.7806,3.1734,9.3495,3.922,6.5885,8.7119,7.3204,6.1557,2.704,4.7734,3.756,1.3517,1.5812
410.2532,29.4651,407.3173,32.401,408.8679,29.9188,410.1852,28.6014,2.2103,1.7027,300.94,0.9535,239.105,1.296,12.6302,4.9539,15.3611,2.9468,7.8531,1.317,3.934,0.2526,1.0362,0.7325,4.167,3.4449,0.1466,0.9395,8.1924,10.8138,6.157,9.7338,1.6217,6.9885,11.5289,6.9997,2.9077,1.8103,2.6088,2.9052,0.533,0.4275
430.6252,18.896,429.0525,20.4687,433.2933,16.0873,436.1117,13.2689,2.2682,1.559,300.58,0.0545,239.4625,0.4877,10.2056,8.9,9.1581,7.4021,8.9358,4.3977,7.7424,3.3631,1.3748,0.0409,0.2213,3.504,0.0457,1.9557,14.6127,7.9172,1.4207,6.5579,8.3524,15.1955,12.3256,4.9344,7.0501,0.1144,0.5782,1.696,0.6609,0.2829
,,,,,,,,,,,,,,5.9728,13.5447,4.214,13.5449,5.538,6.964,0.5365,6.4439,1.2394,0.7193,1.523,4.2631,2.2621,1.3011,9.1475,9.4606,31.8453,9.0841,4.3274,7.7068,16.0108,6.5491,13.3973,2.9725,3.4853,2.3151,0.7041,0.3294
,,,,,,,,,,,,,,13.109,15.005,12.3576,14.531,10.4693,9.0657,8.4395,7.5277,1.4469,0.2351,0.5874,0.682,0.6611,0.325,2.9015,7.2907,5.0903,8.0206,5.1207,5.5186,0.2759,5.5096,0.0078,3.0449,3.1144,2.5185,0.4247,0.1486
,,,,,,,,,,,,,,16.4476,18.3855,3.7615,17.9054,14.3586,15.6878,12.1759,15.1782,0.4827,0.6333,4.6951,0.0416,2.0924,0.1493,5.6494,7.5771,12.5924,8.6468,4.9448,8.4238,6.9333,8.4082,3.0667,3.9056,4.382,3.8314,0.3573,0.8084
,,,,,,,,,,,,,,21.6555,19.366,3.7686,17.8563,4.742,16.641,1.9858,16.1065,3.1398,0.9167,4.5405,0.3828,0.7024,0.3603,86.6567,6.844,85.93,7.5707,87.0166,6.0962,85.9486,7.1641,1.1934,2.8433,318.825,4.0978,250.43,0.0307
,,,,,,,,,,,,,,11.0599,19.779,11.2241,20.3009,10.7267,17.2937,9.5608,16.2819,1.233,0.3364,0.0652,2.3572,0.3443,1.1323,88.8363,4.2697,89.1862,3.9198,87.7563,5.242,87.7485,5.2499,1.1754,2.954,321.435,4.9153,250.5175,0.2853
,,,,,,,,,,,,,,6.4427,18.7984,0.5178,18.8069,4.5384,15.3751,4.6478,14.8552,1.7955,0.3311,1.3939,0.4021,2.1739,0.1661,89.8829,3.3588,89.915,3.3266,88.8166,2.9691,90.6064,1.1792,0.683,0.0723,323.8625,4.9472,249.71,0.7613
,,,,,,,,,,,,,,11.406,20.7957,11.3023,21.3175,8.8285,10.1743,7.0597,9.6763,2.0951,2.4898,0.1689,0.3637,0.8201,1.0205,7.1016,2.9462,9.4683,5.3026,1.6478,0.7035,6.229,1.3789,1.3353,0.0515,5.1294,4.2513,0.8407,0.6489
,,,,,,,,,,,,,,25.5728,15.2927,18.7052,17.7377,107.2674,110.3769,6.3267,9.3624,2.5649,2.243,29.538,24.9671,0.2931,1.2734,89.5229,4.2399,90.2615,3.5013,90.6357,1.1972,91.3412,0.4918,0.897,1.0655,328.445,4.0321,249.5325,0.231
,,,,,,,,,,,,,,11.5885,17.0392,8.1817,18.5384,8.8803,10.308,5.9849,11.8681,2.313,1.0182,3.8818,0.1786,0.255,0.8181,1.1912,13.1373,23.6169,13.5086,12.1003,0.7174,1.34,1.4323,5.1308,8.2371,5.1144,0.6217,0.9613,1.9788
,,,,,,,,,,,,,,10.4733,14.4873,9.7843,14.4974,9.0391,8.5006,8.0483,7.9907,1.5621,1.9033,0.4038,2.6285,1.0226,0.5967,91.3307,11.9815,91.3329,11.9793,92.0407,0.4097,92.4107,0.0397,0.2232,8.5011,331.7725,0.5126,247.195,1.4316
,,,,,,,,,,,,,,11.2756,12.3672,9.2609,11.3372,7.7589,8.8825,9.1574,9.3701,1.8116,1.6929,0.6969,0.9353,0.6215,1.2853,91.33,11.936,90.9706,12.2954,91.3228,2.3024,90.9907,2.6345,0.2267,7.5278,333.9375,2.6496,245.845,0.6547
,,,,,,,,,,,,,,9.9887,11.4356,23.6018,11.4195,15.0922,8.8299,2.719,9.8499,1.3437,1.5543,4.4633,0.0429,0.0713,0.7753,91.2864,9.7814,91.6928,9.375,91.6958,1.8785,92.0613,1.513,0.8962,6.3833,335.905,2.0951,245.8575,1.057
,,,,,,,,,,,,,,13.6843,10.955,4.3092,11.965,7.294,8.7742,3.4897,8.7827,1.7797,0.8216,3.879,2.3951,0.2909,0.8329,93.1311,8.1658,92.0751,9.2218,92.7773,0.849,92.0528,1.5734,0.4481,6.1191,337.7925,2.7583,245.3075,1.1463
,,,,,,,,,,,,,,1.8477,11.7241,5.2715,11.7328,5.4686,9.6162,0.7974,8.5961,0.1108,0.6421,1.4226,2.9856,1.9347,0.951,91.7054,9.9352,92.7875,8.8531,92.7773,0.927,93.1645,0.5397,1.7715,7.7183,339.86,2.9892,245.4875,2.2852
,,,,,,,,,,,,,,25.9523,9.3245,5.9518,9.8366,27.3031,7.3506,6.1242,6.8489,4.3494,0.0574,1.7671,2.094,1.0033,1.5785,91.6977,11.486,91.3555,11.8281,92.4564,6.8338,92.085,7.2052,1.7922,4.5011,341.48,3.0951,245.8475,1.7692
,,,,,,,,,,,,,,14.1825,5.7647,7.6055,8.2615,10.8905,5.5792,0.4762,7.1509,1.9677,0.1963,3.8509,1.9795,0.1317,2.7263,91.0053,9.0023,90.9956,9.0119,92.0947,4.6826,92.8047,3.9727,1.7783,1.7957,342.8275,1.9537,245.7575,1.5387
,,,,,,,,,,,,,,4.1868,5.796,1.7673,5.786,8.2948,4.7741,3.2487,4.7739,1.179,0.8467,1.6668,3.7151,2.2413,1.5701,89.9477,9.1637,91.9444,7.1669,92.2665,3.6147,93.4363,2.4449,2.6009,2.2002,344.285,2.0062,245.7475,1.5106
,,,,,,,,,,,,,,14.359,2.3901,5.3919,3.392,3.5746,0.5983,6.5381,1.6332,0.1751,1.1341,4.1772,0.9812,0.6044,1.3936,91.3775,7.2535,91.0153,7.6157,92.4341,4.6169,92.7951,4.2558,1.3338,0.0236,345.2525,1.0955,245.6675,0.1056
,,,,,,,,,,,,,,0.4761,2.4884,3.428,5.0461,14.5177,1.1738,18.0715,0.713,0.9124,0.0992,6.137,3.9866,2.5181,0.2782,4.7684,6.5239,7.961,7.2338,0.1293,3.3813,0.7796,3.3933,0.5214,0.1637,2.7296,1.7996,1.2741,1.0279
,,,,,,,,,,,,,,9.5704,3.0946,26.4401,5.6422,10.3771,2.3781,15.4198,1.9165,5.5709,0.1938,4.2437,2.3449,1.6133,0.224,92.0653,7.8086,91.7246,8.1494,92.4446,4.7277,92.0745,5.0978,1.5683,0.639,348.13,3.1255,244.7675,0.6978
,,,,,,,,,,,,,,10.7025,8.3041,12.3006,9.3141,7.2202,3.1227,8.0093,3.6598,0.9901,0.7907,0.6556,1.6026,0.3548,0.3526,3.7479,6.9871,6.1292,7.6515,2.8981,3.9516,0.7655,5.4131,0.4445,0.3158,1.8915,1.6373,0.5709,0.5958
,,,,,,,,,,,,,,12.7995,10.1686,10.9044,8.1485,11.1921,5.0432,9.4963,4.5058,1.5982,0.1237,0.9377,3.9888,0.1388,0.0007,92.8044,7.5787,91.3754,9.0077,93.186,6.2889,93.1374,6.3375,1.1074,3.7126,350.0175,4.1382,244.6775,1.4305
,,,,,,,,,,,,,,11.7469,10.2473,12.0622,8.6971,7.8685,4.9601,9.1544,5.957,1.4644,0.6855,1.0097,1.2947,1.0886,1.964,10.3374,6.2143,2.3767,6.2471,0.7918,4.875,1.417,3.4454,4.6409,2.0081,2.7196,2.5483,0.9455,0.953
,,,,,,,,,,,,,,12.1878,10.7614,12.6593,9.7322,9.5832,6.2998,9.6002,6.7963,1.3706,0.8813,0.9393,0.5178,0.5326,1.2609,94.5769,8.6592,138.6897,35.4536,94.5847,5.4635,5.7301,94.3181,161.6915,157.596,326.995,22.1051,243.87,0.1163
,,,,,,,,,,,,,,20.4192,11.6947,2.4579,10.1548,11.4037,6.5812,16.8364,7.0387,4.2623,1.0622,0.8263,0.6466,1.487,1.3035,1.3054,9.9275,3.9564,10.9999,1.4924,7.5022,5.8985,7.8724,1.3756,6.7882,2.517,3.8522,1.017,0.9076
,,,,,,,,,,,,,,30.79,13.2191,36.6054,10.7402,9.8034,10.7587,12.9651,7.67,4.4994,1.7466,3.598,0.9443,7.9084,1.5636,95.6427,11.9849,96.3627,11.2649,96.3661,8.5619,96.3768,8.5512,1.0702,5.6393,353.79,2.2741,242.34,0.2144
,,,,,,,,,,,,,,3.2343,7.9068,12.2449,8.9531,21.4525,7.2585,0.9386,5.2386,0.6994,1.8282,0.5289,1.0759,1.1181,0.0048,3.8104,9.7763,24.317,11.2163,0.8195,7.9763,17.5222,9.4216,11.2948,7.0194,1.2308,0.8542,1.0546,0.0786
