P1_time_percent,P1_error_X,P1_error_Y,P1_error_Angle,P2_time_percent,P2_error_X,P2_error_Y,P2_error_Angle,P3_time_percent,P3_error_X,P3_error_Y,P3_error_Angle,P4_time_percent,P4_error_X,P4_error_Y,P4_error_Angle,P5_time_percent,P5_error_X,P5_error_Y,P5_error_Angle,PI1_time_percent,PI1_error_X,PI1_error_Y,PI1_error_Angle,PI2_time_percent,PI2_error_X,PI2_error_Y,PI2_error_Angle,PI3_time_percent,PI3_error_X,PI3_error_Y,PI3_error_Angle,PI4_time_percent,PI4_error_X,PI4_error_Y,PI4_error_Angle,PI5_time_percent,PI5_error_X,PI5_error_Y,PI5_error_Angle,PID1_time_percent,PID1_error_X,PID1_error_Y,PID1_error_Angle,PID2_time_percent,PID2_error_X,PID2_error_Y,PID2_error_Angle,PID3_time_percent,PID3_error_X,PID3_error_Y,PID3_error_Angle,PID4_time_percent,PID4_error_X,PID4_error_Y,PID4_error_Angle,PID5_time_percent,PID5_error_X,PID5_error_Y,PID5_error_Angle
2798021000000,4.42074584961,-5.54301452637,24.4904117584,2800857000000,1.70266723633,-0.174575805664,11.890827179,2789549000000,-6.9977722168,0.702728271484,17.4368667603,2796185000000,-7.46572875977,6.91682434082,16.2370624542,2803241000000,6.79144287109,3.26979064941,25.5488395691,2806841000000,-2.89996337891,-1.69789123535,16.8007450104,2825297000000,5.33224487305,4.29402160645,22.0854072571,2790269000000,-5.62664794922,10.2345581055,16.0050697327,2812561000000,4.47061157227,-2.73512268066,23.9629077911,2792029000000,-2.61373901367,3.15130615234,15.2871026993,2810729000000,0.574340820312,-3.55871582031,18.6426143646,2802033000000,5.57403564453,0.552658081055,18.5472602844,2812913000000,3.86422729492,0.69709777832,20.2904891968,2809425000000,-24.1368103027,4.27011108398,20.9166870117,2794005000000,-7.40310668945,-2.18621826172,20.48919487
2798125000000,5.63577270508,-5.29341125488,21.6079044342,2800949000000,1.48907470703,-0.606658935547,11.7270956039,2789657000000,-6.93243408203,0.885864257812,17.6181850433,2796273000000,-6.60726928711,6.91938781738,15.5862598419,2803333000000,8.12881469727,3.7951965332,24.2217063904,2806937000000,-2.70068359375,-1.91847229004,16.789648056,2825385000000,5.19006347656,4.34111022949,21.9522285461,2790269000000,-5.75848388672,10.2918395996,16.0919818878,2812685000000,4.05825805664,-2.79530334473,23.7042713165,2792129000000,-2.49685668945,2.9449005127,15.1972789764,2810821000000,0.495330810547,-3.56587219238,18.5837841034,2802129000000,5.61596679688,0.680892944336,18.4748497009,2813005000000,3.61129760742,0.422943115234,19.9223670959,2809581000000,-24.2971496582,3.76438903809,20.8784542084,2794081000000,-6.96377563477,-2.73649597168,20.4791641235
2798221000000,6.35983276367,-5.17063903809,21.3852653503,2800949000000,2.50381469727,-0.26921081543,11.4657764435,2789777000000,-6.3537902832,2.03884887695,17.1579418182,2796397000000,-6.61361694336,7.45722961426,15.6904363632,2803433000000,8.29675292969,4.01919555664,24.1542243958,2807021000000,-2.50143432617,-2.13905334473,16.778553009,2825501000000,6.20693969727,3.95404052734,21.9302997589,2790345000000,-5.93746948242,10.1068115234,16.0850715637,2812797000000,3.86450195312,-2.8045501709,24.2651462555,2792233000000,-2.38000488281,2.73851013184,15.1074552536,2810909000000,0.416290283203,-3.57301330566,18.5249557495,2802233000000,5.65789794922,0.809112548828,18.4024391174,2813169000000,3.87652587891,-0.105072021484,20.0861568451,2809661000000,-24.1181945801,6.21543884277,20.413980484,2794361000000,-6.5244140625,-3.28677368164,20.4691352844
2798313000000,7.08389282227,-5.04788208008,21.1626243591,2800949000000,1.79397583008,0.125244140625,11.1571998596,2789889000000,-5.63388061523,2.43283081055,16.6245059967,2796513000000,-6.68502807617,7.21667480469,15.7396478653,2803521000000,9.38455200195,2.81317138672,22.6424274445,2807125000000,-2.45993041992,-1.69995117188,15.997013092,2825593000000,6.1630859375,3.96429443359,21.8028526306,2790441000000,-6.1164855957,9.92178344727,16.0781612396,2812797000000,4.54049682617,-2.49864196777,23.4763431549,2792333000000,-2.26312255859,2.53210449219,15.0176315308,2811001000000,0.551544189453,-3.93635559082,18.3452548981,2802325000000,6.37384033203,-0.135055541992,16.4260787964,2813269000000,4.79202270508,0.802474975586,21.5187282562,2809745000000,-24.250213623,5.95649719238,20.353685379,2794461000000,-6.08508300781,-3.83706665039,20.459104538
2798401000000,6.07473754883,-6.32856750488,22.3976249695,2801049000000,2.14764404297,-0.00958251953125,11.2760105133,2789997000000,-4.98657226562,2.74446105957,15.8253040314,2796637000000,-5.39697265625,8.01405334473,16.1382293701,2803521000000,9.20111083984,2.8540802002,22.1612491608,2807217000000,-2.8459777832,-1.43299865723,16.1153049469,2825761000000,6.33227539062,3.73448181152,21.3414592743,2790545000000,-3.11212158203,12.3459014893,15.4673509598,2812925000000,4.56362915039,-2.43962097168,23.3963699341,2792441000000,-2.14624023438,2.32569885254,14.9278078079,2811081000000,0.517211914062,-4.00582885742,18.1788101196,2802441000000,6.47192382812,-0.0961303710938,16.2532444,2813361000000,4.19787597656,0.0505676269531,20.9707546234,2809825000000,-24.796081543,7.21746826172,19.7168521881,2794561000000,-7.08975219727,-1.9709777832,19.7327041626
2798501000000,6.65447998047,-6.32266235352,22.2509994507,2801049000000,1.31195068359,-0.579559326172,10.6497173309,2789997000000,-5.71780395508,2.37780761719,15.7432413101,2796749000000,-5.35006713867,7.8638458252,16.2064971924,2803633000000,9.87326049805,2.73138427734,21.1074962616,2807381000000,-2.25204467773,-1.60928344727,15.4405584335,2825869000000,6.306640625,3.72421264648,21.1969566345,2790645000000,-3.02493286133,12.3790435791,15.4298067093,2813069000000,4.77081298828,-3.47521972656,23.6718826294,2792541000000,-0.0607299804688,2.81721496582,14.341878891,2811081000000,1.02200317383,-3.14390563965,17.5012493134,2802553000000,6.56997680664,-0.0571899414062,16.080411911,2813449000000,4.19412231445,-0.44905090332,20.3723812103,2810009000000,-24.8876953125,8.03448486328,19.5525493622,2794669000000,-6.76583862305,-2.32809448242,19.6846046448
2798597000000,6.48565673828,-6.28070068359,21.7296123505,2801153000000,1.29818725586,-0.646667480469,10.5121269226,2790117000000,-5.63366699219,2.41711425781,15.6948375702,2796829000000,-4.87014770508,9.15939331055,15.8268690109,2803725000000,10.3645324707,2.53733825684,20.6646003723,2807453000000,-2.34469604492,-1.42837524414,15.5407571793,2825961000000,6.28100585938,3.71394348145,21.0524539948,2790737000000,-2.93774414062,12.4121856689,15.3922624588,2813209000000,4.80999755859,-3.51164245605,23.6107292175,2792541000000,0.556243896484,3.55928039551,13.7160005569,2811177000000,1.08462524414,-3.92596435547,17.9954471588,2802665000000,7.38146972656,-0.483108520508,16.391368866,2813541000000,4.20504760742,-0.543563842773,20.3518638611,2810101000000,-25.0482177734,7.9878692627,19.4587993622,2794781000000,-5.70358276367,-2.52963256836,19.083480835
2798681000000,7.68481445312,-6.04273986816,22.0307884216,2801253000000,1.94467163086,-0.579376220703,9.92262935638,2790249000000,-5.41311645508,2.28407287598,15.5751667023,2796925000000,-4.78604125977,9.1333770752,15.8708372116,2803725000000,9.8610534668,1.47128295898,20.5566291809,2807541000000,-2.19158935547,-1.53300476074,15.4724082947,2826057000000,7.96823120117,2.89877319336,21.700843811,2790837000000,-2.85055541992,12.4453277588,15.3547172546,2813349000000,4.84918212891,-3.54804992676,23.5495738983,2792661000000,0.853912353516,3.48193359375,13.5759820938,2811349000000,1.08221435547,-3.95913696289,17.9242954254,2802753000000,7.55163574219,0.0554809570312,15.8067235947,2813641000000,3.83099365234,-1.12657165527,19.8507080078,2810181000000,-25.2087402344,7.94123840332,19.3650493622,2794877000000,-4.80758666992,-1.75303649902,17.3092803955
2798753000000,8.1657409668,-6.76290893555,21.4121952057,2801357000000,1.7873840332,-0.548629760742,8.74110412598,2790357000000,-5.19256591797,2.15103149414,15.4554948807,2797001000000,-4.70193481445,9.10734558105,15.9148054123,2803833000000,10.063873291,1.42088317871,20.3433551788,2807625000000,-1.69720458984,-1.8684387207,14.4567632675,2826153000000,8.08392333984,2.82209777832,21.5962142944,2790921000000,-2.7633972168,12.4784698486,15.3171730042,2813505000000,4.88836669922,-3.58447265625,23.4884204865,2792765000000,0.265258789062,2.84867858887,13.3249483109,2811421000000,1.0798034668,-3.99230957031,17.853143692,2802837000000,7.92437744141,-0.819244384766,15.0884866714,2813733000000,3.80834960938,-1.26368713379,19.8045902252,2810265000000,-23.6995849609,8.97395324707,17.8403873444,2794877000000,-5.31832885742,-1.99699401855,17.2150344849
2798753000000,8.05609130859,-6.92953491211,21.0346488953,2801449000000,2.15237426758,-0.877532958984,9.37324714661,2790473000000,-3.65106201172,1.93672180176,15.1105861664,2797089000000,-4.61785888672,9.0813293457,15.958773613,2803929000000,10.3862304688,1.33375549316,20.1743144989,2807625000000,-1.84387207031,-1.85580444336,14.9037923813,2826241000000,8.19961547852,2.74540710449,21.4915828705,2791017000000,-2.67620849609,12.5116271973,15.2796287537,2813641000000,4.92755126953,-3.62089538574,23.4272670746,2792861000000,1.13607788086,2.3473815918,12.8527927399,2811493000000,-0.296264648438,-4.02980041504,16.3029346466,2802837000000,7.57614135742,-0.894592285156,14.3867406845,2813809000000,3.78573608398,-1.40078735352,19.75847435,2810265000000,-22.7557373047,7.40278625488,14.1442966461,2794981000000,-4.97201538086,-2.24272155762,17.0533885956
2798961000000,8.86712646484,-7.25842285156,21.0665149689,2801453000000,1.71356201172,-0.711791992188,9.62382221222,2790577000000,-3.32028198242,1.79689025879,14.9783582687,2797169000000,-4.53375244141,9.05531311035,16.00274086,2804021000000,10.8631896973,1.37135314941,19.7198581696,2807777000000,-2.74459838867,-1.32829284668,14.2275981903,2826333000000,8.20541381836,2.33070373535,21.6583957672,2791141000000,-3.5651550293,12.5781402588,13.8839416504,2813757000000,4.96673583984,-3.65730285645,23.3661136627,2792961000000,1.41485595703,2.1887512207,12.6909170151,2811589000000,0.0018310546875,-3.8854675293,15.2552089691,2802925000000,7.70568847656,-0.933044433594,14.1621513367,2813901000000,4.51440429688,-1.86721801758,18.1076908112,2810349000000,-22.9283447266,8.28288269043,14.7019119263,2795085000000,-4.62573242188,-2.48844909668,16.8917427063
2798961000000,8.70547485352,-7.66816711426,20.5243644714,2801533000000,2.06536865234,-1.13558959961,9.72573852539,2790669000000,-2.06600952148,1.31411743164,13.8406686783,2797245000000,-3.17578125,7.99674987793,18.0396537781,2804021000000,10.4843444824,1.61616516113,19.8949108124,2807777000000,-1.36703491211,-3.43086242676,11.2269515991,2826445000000,8.33581542969,2.35678100586,22.8189277649,2791237000000,-3.54898071289,12.6137237549,13.7809925079,2813893000000,3.21115112305,-3.80223083496,20.1058139801,2793065000000,1.69366455078,2.03012084961,12.529042244,2811589000000,-0.367645263672,-3.6022644043,14.77247715,2803005000000,8.83712768555,-1.43569946289,17.320192337,2814077000000,4.30081176758,-1.9097442627,17.3056087494,2810441000000,-22.9367675781,9.51800537109,16.3898735046,2795173000000,-4.27941894531,-2.73417663574,16.730096817
2799061000000,9.17663574219,-7.77334594727,20.3378925323,2801633000000,1.86978149414,-0.865386962891,10.2972888947,2790669000000,-1.22494506836,2.14788818359,13.5912408829,2797349000000,-2.80133056641,7.69132995605,15.4002351761,2804133000000,10.6657409668,1.5966796875,19.6926937103,2807865000000,-1.7685546875,-2.38426208496,11.5136699677,2826445000000,8.22903442383,2.59898376465,21.2381649017,2791345000000,-3.53280639648,12.6492919922,13.6780443192,2813893000000,3.45874023438,-4.04873657227,19.9504203796,2793157000000,2.06701660156,1.5751953125,12.9720401764,2811669000000,-0.307861328125,-3.75061035156,13.940861702,2803005000000,8.3366394043,-1.19183349609,16.4300365448,2814169000000,4.318359375,-2.06352233887,17.1383266449,2810441000000,-22.765625,10.440322876,16.3150272369,2795277000000,-3.93313598633,-2.9799041748,16.5684509277
2799149000000,9.64779663086,-7.87852478027,20.1514186859,2801721000000,1.89065551758,-0.918411254883,10.2027301788,2790761000000,-0.777923583984,2.0669708252,13.4006490707,2797453000000,-2.3957824707,7.39134216309,14.3510513306,2804237000000,11.8233947754,1.7631072998,19.883934021,2807949000000,-1.64300537109,-2.50782775879,11.2665424347,2826533000000,8.31857299805,2.53578186035,21.1316432953,2791437000000,-3.51666259766,12.6848602295,13.5750951767,2814017000000,3.63122558594,-4.1750793457,19.2084846497,2793249000000,3.18371582031,1.88761901855,12.4328794479,2811829000000,-0.688873291016,-3.75076293945,14.091714859,2803105000000,8.48986816406,-1.24211120605,16.338312149,2814273000000,4.33590698242,-2.21730041504,16.9710426331,2810553000000,-22.3472290039,10.6364593506,15.90899086,2795385000000,-3.58682250977,-3.22563171387,16.4068050385
2799245000000,10.1189575195,-7.98370361328,19.9649467468,2801817000000,1.91152954102,-0.971420288086,10.1081705093,2790921000000,-0.330932617188,1.98606872559,13.2100572586,2797605000000,-2.62921142578,7.44380187988,14.0419454575,2804237000000,12.4375,2.40824890137,19.2841243744,2808025000000,-1.51742553711,-2.63137817383,11.0194149017,2826613000000,8.40811157227,2.47259521484,21.0251197815,2791517000000,-3.13662719727,13.1413269043,14.2738018036,2814141000000,3.82263183594,-4.49118041992,17.3393592834,2793365000000,3.4319152832,0.850189208984,12.0972929001,2811913000000,-0.806732177734,-3.75563049316,13.8677558899,2803265000000,8.64306640625,-1.29238891602,16.2465877533,2814365000000,5.49279785156,-1.55920410156,16.1239852905,2810649000000,-23.0350036621,10.6192626953,15.6876316071,2795477000000,-3.24053955078,-3.47135925293,16.2451591492
2799349000000,10.5901184082,-8.08888244629,19.7784748077,2801925000000,2.5810546875,-1.56513977051,9.58469581604,2791013000000,0.475555419922,1.14436340332,13.0954408646,2797693000000,-2.45413208008,7.32376098633,13.9797677994,2804237000000,11.6964111328,2.2000579834,18.9544429779,2808109000000,-0.886993408203,-2.6549987793,10.7894239426,2826717000000,8.49761962891,2.40939331055,20.918598175,2791629000000,-1.92053222656,12.364364624,12.9756040573,2814273000000,3.80068969727,-4.58044433594,17.0144081116,2793481000000,3.21841430664,0.638641357422,11.8675785065,2811993000000,-0.407104492188,-3.48754882812,13.8209753036,2803365000000,8.79626464844,-1.34265136719,16.1548614502,2814449000000,5.60498046875,-1.64552307129,15.9209299088,2810729000000,-23.3509216309,10.9537353516,16.3251609802,2795585000000,-1.31057739258,-4.0173034668,16.6953639984
2799457000000,12.2690734863,-7.68771362305,18.8492183685,2801925000000,3.23989868164,-1.13005065918,10.5967922211,2791117000000,0.952484130859,1.00015258789,12.9088840485,2797777000000,-1.60568237305,6.5132598877,13.1601390839,2804325000000,11.900390625,2.23065185547,18.7438144684,2808241000000,-0.719299316406,-2.77020263672,10.5432329178,2826801000000,8.90484619141,1.46896362305,20.9425239563,2791777000000,-1.13442993164,12.3088378906,12.3302640915,2814385000000,3.77874755859,-4.66970825195,16.6894550323,2793573000000,3.51675415039,0.419082641602,11.7026920319,2812077000000,-0.479888916016,-3.46864318848,13.6066055298,2803453000000,8.9494934082,-1.39292907715,16.0631370544,2814541000000,5.50317382812,-2.27792358398,15.0235843658,2810881000000,-22.4430847168,10.9286499023,15.9727125168,2795697000000,-0.297424316406,-4.45246887207,15.7730932236
2799457000000,11.8087463379,-7.52984619141,18.1837863922,2802025000000,4.15881347656,-0.0616149902344,10.580745697,2791217000000,0.386901855469,0.903244018555,15.5202522278,2797853000000,-1.71139526367,6.49453735352,12.276717186,2804449000000,12.1044006348,2.26124572754,18.5331859589,2808325000000,-0.932861328125,-2.67092895508,10.5374403,2826885000000,8.46911621094,2.41789245605,20.8593826294,2791777000000,-1.35815429688,12.4897918701,12.1408348083,2814505000000,4.01962280273,-4.57302856445,16.0593719482,2793673000000,3.81512451172,0.19953918457,11.5378046036,2812221000000,-0.552673339844,-3.44973754883,13.3922348022,2803541000000,9.06399536133,-1.96994018555,15.3586606979,2814641000000,5.5920715332,-2.53887939453,13.8652868271,2810961000000,-22.4375,11.1766357422,15.7809085846,2795697000000,0.497100830078,-3.77618408203,14.8295307159
2799561000000,13.0574951172,-6.97010803223,17.2306175232,2802025000000,2.96270751953,-0.766357421875,11.0942611694,2791313000000,1.56811523438,0.204971313477,14.7985515594,2798021000000,-0.558197021484,6.87759399414,11.1428899765,2804545000000,13.1856079102,1.59466552734,18.0918827057,2808493000000,-0.177856445312,-3.14250183105,10.5810146332,2827045000000,8.47317504883,1.6410369873,19.3030128479,2791873000000,-0.608367919922,12.2480773926,11.7752447128,2814605000000,4.01974487305,-4.64669799805,15.7189712524,2793773000000,5.21685791016,-0.897872924805,10.9699468613,2812313000000,-0.625457763672,-3.43083190918,13.1778650284,2803633000000,9.21423339844,-2.06053161621,15.2355318069,2814641000000,5.03085327148,-2.33149719238,13.5275440216,2811065000000,-22.3763427734,11.3427734375,15.6110868454,2795697000000,-0.828247070312,-3.62446594238,14.600771904
2799561000000,12.6002502441,-7.20208740234,16.8029174805,2802121000000,3.03384399414,-0.786071777344,11.0718212128,2791313000000,1.67138671875,1.30744934082,13.2949180603,2798021000000,-0.666076660156,7.28276062012,10.9259195328,2804545000000,12.6565551758,1.84002685547,17.9888858795,2808589000000,0.231018066406,-3.34211730957,9.69740962982,2827045000000,7.99835205078,1.61172485352,18.3013305664,2791873000000,-0.8291015625,12.3925170898,11.832824707,2814701000000,4.01983642578,-4.72036743164,15.3785715103,2793773000000,6.31329345703,-0.662094116211,10.9003582001,2812389000000,-0.6982421875,-3.41192626953,12.9634952545,2803725000000,9.36447143555,-2.15113830566,15.1124038696,2814749000000,5.52993774414,-2.87074279785,16.2312221527,2811157000000,-22.3151855469,11.5089111328,15.4412641525,2795793000000,0.439208984375,-4.37092590332,14.3558921814
2799661000000,13.3031616211,-7.51042175293,16.5431499481,2802233000000,3.10494995117,-0.805786132812,11.0493822098,2791405000000,1.9592590332,0.375595092773,13.1395788193,2798117000000,-0.999359130859,6.7751159668,10.5820226669,2804637000000,13.5029296875,1.14105224609,17.6027832031,2808589000000,-0.0830993652344,-3.03852844238,9.56008148193,2827125000000,7.63635253906,1.1110534668,18.2714519501,2791969000000,-0.663848876953,11.7495574951,11.6828804016,2814793000000,4.52740478516,-5.12414550781,14.310128212,2793869000000,6.62176513672,-1.22184753418,9.68372917175,2812557000000,-0.771057128906,-3.39303588867,12.7491254807,2803817000000,9.51470947266,-2.24172973633,14.9892749786,2814845000000,5.60675048828,-3.02172851562,16.0991573334,2811245000000,-20.7220153809,10.9992218018,14.9385719299,2795913000000,1.49920654297,-5.09648132324,14.1723899841
