P1_time_percent,P1_error_X,P1_error_Y,P1_error_Angle,P2_time_percent,P2_error_X,P2_error_Y,P2_error_Angle,P3_time_percent,P3_error_X,P3_error_Y,P3_error_Angle,P4_time_percent,P4_error_X,P4_error_Y,P4_error_Angle,P5_time_percent,P5_error_X,P5_error_Y,P5_error_Angle
2805085000000,48.1239624023,-28.3418273926,2.47472023964,2807445000000,20.843963623,-16.1203613281,3.11028552055,2796413000000,49.4132995605,-33.2411499023,2.02226352692,2804193000000,30.3387145996,-13.1831817627,-0.488516062498,2810081000000,39.8294677734,-29.2628479004,2.32600569725
2805181000000,49.0788574219,-28.9803771973,0.134867563844,2807593000000,20.5721740723,-15.8258361816,4.1882557869,2796413000000,50.5692443848,-33.3309631348,1.32436978817,2804193000000,30.4800109863,-13.7048187256,-4.11531257629,2810165000000,40.8899841309,-30.4555969238,1.69286954403
2805181000000,48.6557617188,-28.7884521484,0.576400279999,2807685000000,21.6824951172,-16.922454834,4.22352552414,2796413000000,49.2826843262,-32.9461669922,2.31460809708,2804193000000,30.7959289551,-13.0205841064,-4.371322155,2810165000000,40.5038452148,-30.3241882324,1.97300994396
2805277000000,50.0614013672,-28.8271789551,0.606642305851,2807785000000,21.8288269043,-17.2261352539,4.24340772629,2796513000000,49.4248962402,-33.7742919922,1.62889230251,2804269000000,31.1327819824,-13.2883605957,-3.93384003639,2810269000000,41.8236083984,-30.9443664551,1.83540415764
2805373000000,51.4554748535,-28.8934936523,0.91058909893,2807881000000,22.2796630859,-17.6108703613,3.6607875824,2796613000000,53.0935668945,-36.68359375,4.50152349472,2804269000000,30.8889465332,-13.6945343018,-3.72269248962,2810373000000,42.2351989746,-31.3515014648,1.67351460457
2805373000000,50.5592651367,-29.1572875977,1.32263255119,2807881000000,23.3370056152,-16.9688110352,3.11492490768,2796717000000,54.0372619629,-37.3442993164,4.58783006668,2804409000000,31.2226867676,-14.1384277344,-3.1448507309,2810481000000,43.2348022461,-32.2824707031,1.75778484344
2805473000000,51.1001281738,-29.5102844238,1.14957642555,2807965000000,22.4375,-17.258392334,3.24754595757,2796821000000,52.3112792969,-35.7096252441,4.48072195053,2804409000000,30.7113952637,-13.8554229736,-3.18464803696,2810485000000,42.765625,-31.9812927246,1.95957255363
2805557000000,52.5362548828,-30.3165893555,1.03070414066,2808053000000,22.6084594727,-18.1984558105,2.71155047417,2796917000000,51.1231079102,-36.361541748,3.80442714691,2804501000000,31.0556335449,-14.0663146973,-3.3955655098,2810581000000,43.7270202637,-32.7161254883,1.71446979046
2805657000000,52.9555053711,-31.3684997559,0.863068938255,2808137000000,23.2986755371,-18.2643432617,3.15670371056,2797021000000,51.6663818359,-36.8394775391,3.83749055862,2804593000000,31.5854797363,-13.997253418,-2.91744112968,2810689000000,44.1593322754,-33.1333312988,1.57984912395
2805761000000,52.4495239258,-31.3293151855,0.528929829597,2808357000000,23.4579467773,-18.7075195312,2.68581843376,2797117000000,54.7015991211,-35.7338562012,5.02868843079,2804685000000,31.9458618164,-14.1837768555,-3.08970808983,2810793000000,44.182220459,-33.0528869629,2.27133631706
2805857000000,52.9885559082,-31.7580871582,1.24980926514,2808361000000,22.7256774902,-18.2356567383,2.34032392502,2797209000000,55.754119873,-35.7561645508,5.31514358521,2804761000000,34.4919433594,-15.1346130371,-2.25196003914,2810877000000,44.5789489746,-33.4268493652,2.18312430382
2805985000000,54.2211608887,-32.8228759766,0.658708751202,2808513000000,22.8878173828,-18.6805725098,2.22633361816,2797209000000,53.8341064453,-35.1910400391,5.71627426147,2804761000000,33.1492919922,-15.071685791,-1.09831762314,2810985000000,46.5370178223,-34.2255249023,1.64691197872
2806077000000,54.7919921875,-33.2908935547,0.504216194153,2808657000000,23.0200805664,-18.978729248,1.9870262146,2797305000000,55.4932556152,-35.6502685547,5.26604413986,2804889000000,33.5307312012,-15.296081543,-1.14400863647,2810985000000,46.2202758789,-33.7824401855,1.03047990799
2806157000000,53.8995056152,-33.101348877,1.39859735966,2808777000000,24.2032470703,-19.9730529785,1.9781024456,2797305000000,54.4366455078,-36.0907897949,4.65722131729,2804989000000,33.1875610352,-15.5499572754,-0.0573055930436,2811085000000,47.0906677246,-34.507598877,1.11167883873
2806317000000,55.2931213379,-33.6405639648,1.20897948742,2808777000000,24.0833435059,-19.6469726562,2.98994135857,2797405000000,54.9265136719,-36.3618164062,4.71067857742,2805089000000,35.4029846191,-15.6295318604,0.13893404603,2811085000000,46.5418395996,-34.1305847168,2.29695558548
2806405000000,56.0397644043,-34.095916748,0.976785242558,2808889000000,24.6375427246,-20.3014221191,2.50062417984,2797509000000,54.2440490723,-36.0362854004,4.8070473671,2805185000000,35.0930480957,-16.4850158691,-0.21337993443,2811189000000,46.9411315918,-34.4334106445,2.24064612389
2806405000000,56.8208618164,-34.0721435547,1.27912378311,2808981000000,23.9520568848,-20.0608215332,2.95274615288,2797609000000,56.1399536133,-36.640838623,3.98615336418,2805277000000,35.5080871582,-16.7564697266,-0.207731693983,2811293000000,47.3404541016,-34.7362365723,2.18433642387
2806509000000,57.0014648438,-34.3009338379,2.07543087006,2809065000000,24.8622436523,-20.8619689941,2.58199310303,2797609000000,53.8312988281,-37.1991882324,4.7922949791,2805473000000,37.3229675293,-16.3505249023,-0.972521543503,2811397000000,47.7397460938,-35.0390930176,2.12802696228
2806597000000,56.6780395508,-34.7413330078,1.78945577145,2809065000000,24.4779663086,-20.262298584,2.78812217712,2797705000000,53.4864807129,-37.4498596191,5.73958063126,2805585000000,36.8103027344,-16.8202819824,-0.430278122425,2811501000000,49.01171875,-34.7071838379,1.5750027895
2806693000000,57.3758850098,-34.8337402344,2.18881058693,2809157000000,24.6302490234,-20.4761352539,2.7639400959,2797841000000,55.3371276855,-37.3562316895,4.88964366913,2805677000000,38.9078674316,-17.0223083496,0.51857483387,2811605000000,49.0342712402,-35.3512268066,0.747874975204
2806693000000,53.7515563965,-35.807800293,3.17952179909,2809265000000,24.4015197754,-20.6613464355,2.41317367554,2797841000000,54.7484130859,-37.0780334473,4.47786808014,2805677000000,37.9176635742,-17.6701049805,0.807028114796,2811705000000,49.0744628906,-35.6133728027,1.3509581089
2806785000000,55.4483947754,-35.6383056641,2.75912117958,2809361000000,26.0008544922,-21.1330566406,2.18107461929,2797957000000,54.578704834,-36.9085083008,3.73748970032,2805873000000,37.7027587891,-17.8926696777,0.875025331974,2811705000000,48.4735717773,-34.9725341797,1.68301928043
2806785000000,54.7894287109,-35.3257446289,3.69648361206,2809361000000,25.0688781738,-20.9035644531,2.78746676445,2798045000000,55.8063964844,-37.0626220703,2.74908089638,2805961000000,37.4278564453,-18.1745605469,0.569949626923,2811801000000,48.7802124023,-35.1728820801,1.62119698524
2806913000000,55.679901123,-35.722442627,3.14130353928,2809453000000,26.1304016113,-21.2747802734,2.46560049057,2798045000000,54.766784668,-36.7407226562,3.00202393532,2806041000000,37.7692871094,-18.427154541,-0.140083745122,2811905000000,49.0868225098,-35.3732299805,1.55937480927
2807017000000,55.4422302246,-36.4686889648,3.17350316048,2809673000000,26.3572387695,-21.4836425781,2.43210792542,2798145000000,56.4920349121,-36.9037475586,1.39313364029,2806141000000,37.8328857422,-18.3480834961,-0.0866220891476,2812005000000,50.0069885254,-34.231048584,0.999322414398
2807129000000,56.1052856445,-36.0084228516,2.92780685425,2809761000000,26.2766113281,-21.0062561035,3.4293115139,2798249000000,56.7443237305,-36.9483337402,0.852957367897,2806233000000,38.1394042969,-18.5826416016,-0.0848205834627,2812005000000,50.708984375,-33.7518615723,0.367738366127
2807129000000,54.0474243164,-35.9257202148,3.69923090935,2809761000000,27.3608093262,-20.8628845215,2.82918381691,2798249000000,55.1674499512,-36.5059509277,1.59728956223,2806325000000,38.8944091797,-19.2341918945,0.132541716099,2812113000000,51.0968017578,-33.7906494141,0.250980347395
2807225000000,55.2093505859,-36.0057678223,3.06831479073,2809857000000,27.4680175781,-21.0673522949,2.15376448631,2798349000000,56.1355285645,-36.7584533691,0.940678477287,2806413000000,39.2399597168,-19.5050354004,0.146459266543,2812217000000,50.7545776367,-33.9587097168,0.203659132123
2807225000000,53.8567504883,-35.9440002441,3.7806327343,2809949000000,27.4544067383,-21.1221618652,1.5095500946,2798441000000,54.7803955078,-36.0162963867,2.41018462181,2806505000000,39.5855102539,-19.7758789062,0.160376831889,2812321000000,50.8374023438,-33.8816833496,0.0691110044718
2807317000000,55.9087219238,-36.3999328613,4.01063108444,2810085000000,27.5045471191,-21.1278381348,0.967193424702,2798533000000,55.802154541,-36.3858642578,1.62932431698,2806601000000,38.8040466309,-19.8128967285,-0.118445746601,2812321000000,51.2961730957,-33.5124511719,0.316567510366
2807317000000,54.5755004883,-36.6447143555,5.75343084335,2810085000000,27.8828430176,-20.875213623,0.630220592022,2798653000000,55.9899291992,-36.2906494141,-0.380659461021,2806697000000,38.7123718262,-19.9991455078,-0.297780454159,2812321000000,49.7835693359,-33.6048583984,1.03308975697
2807417000000,53.7217102051,-36.5662841797,5.61360692978,2810181000000,28.1181640625,-20.955291748,0.510423064232,2798653000000,54.7600402832,-36.0783691406,-0.0544118694961,2806793000000,38.9974975586,-19.5257568359,-0.517615318298,2812421000000,49.935760498,-33.6151428223,0.981266140938
2807513000000,55.0179138184,-36.0972900391,5.17130279541,2810285000000,27.3612670898,-21.0383911133,0.032405603677,2798753000000,55.2225341797,-36.1522827148,-0.525886356831,2806889000000,39.225769043,-19.707611084,-0.540696382523,2812537000000,50.0879516602,-33.6254272461,0.929442584515
2807609000000,53.5242919922,-36.327331543,4.99085521698,2810389000000,27.3289489746,-21.000579834,-0.426672190428,2798753000000,55.8749084473,-35.9973754883,-0.670364379883,2806985000000,37.4215698242,-17.4956665039,-1.23846173286,2812641000000,51.871887207,-33.6180114746,0.886427462101
2807705000000,52.7059936523,-36.5815124512,4.96959352493,2810485000000,27.3432617188,-20.884185791,-0.81298738718,2798753000000,53.8193359375,-35.2710571289,-0.0927585810423,2807085000000,36.7629089355,-18.5550231934,-0.826774477959,2812641000000,48.5690917969,-34.5386657715,2.42690134048
2807797000000,53.4400939941,-36.0121765137,3.09734892845,2810581000000,27.297668457,-20.625793457,-1.08607017994,2798837000000,55.1834716797,-35.5575256348,-0.195319205523,2807225000000,36.3940429688,-18.7614135742,-0.561975955963,2812749000000,50.9477844238,-33.8581848145,2.16894221306
2807797000000,51.9179992676,-38.5517272949,1.23786795139,2810581000000,25.8573303223,-20.4921875,-0.928791880608,2798945000000,54.7555847168,-36.141998291,-0.740339636803,2807325000000,36.6025085449,-19.2191467285,-0.234517425299,2812749000000,49.8606872559,-33.7008666992,2.98963141441
2807885000000,51.4208374023,-37.4257202148,1.2729036808,2810681000000,26.5994262695,-20.3828430176,-1.26573371887,2799001000000,55.0386047363,-35.6981811523,-1.23141252995,2807413000000,35.821685791,-18.9937744141,0.107995159924,2812837000000,51.3317565918,-33.6241149902,2.68278503418
2807973000000,50.7842712402,-37.0517883301,1.45806741714,2810765000000,26.7611083984,-20.3031005859,-1.36809849739,2799001000000,53.4992980957,-35.7487182617,-1.20348787308,2807505000000,35.4424133301,-19.0221557617,0.252251952887,2812837000000,49.3021850586,-34.3752746582,4.46433162689
2808069000000,50.5352478027,-37.1829528809,1.35328352451,2810865000000,25.5605773926,-19.942779541,-0.677900910378,2799045000000,52.6697387695,-35.4423828125,-1.30628025532,2807597000000,36.1496582031,-19.5328063965,0.639841616154,2812945000000,49.3020019531,-34.4398803711,4.60050821304
2808161000000,49.4921569824,-36.5869140625,1.50489270687,2810981000000,25.4967956543,-20.8512573242,-1.21367192268,2799177000000,53.5350646973,-35.2459716797,-1.57972085476,2807597000000,35.3540039062,-19.0233764648,1.59888935089,2813049000000,51.1406860352,-34.2067871094,3.79308843613
2808269000000,50.7672729492,-36.1872558594,0.994904637337,2810981000000,24.8474121094,-20.2370605469,-1.08093345165,2799177000000,52.4873046875,-34.8904724121,-0.845848619938,2807697000000,35.2446899414,-19.0856628418,1.6961107254,2813049000000,51.8500061035,-33.9048461914,3.4028801918
2808365000000,49.1566467285,-36.2749023438,0.907658576965,2811081000000,26.4239196777,-19.6351623535,-1.01712548733,2799357000000,52.0175476074,-34.5619506836,-0.809542655945,2807793000000,35.1353759766,-19.1479187012,1.79333198071,2813049000000,50.3706359863,-34.1416015625,3.13589191437
2808453000000,49.9038696289,-35.8554382324,0.684679389,2811169000000,26.9043884277,-19.3741149902,-1.00442326069,2799461000000,51.830871582,-34.4573364258,-0.922280073166,2807889000000,34.4599304199,-19.2744140625,1.70579063892,2813153000000,51.388092041,-33.8037414551,2.76547169685
2808453000000,48.5742797852,-35.9978027344,0.613217294216,2811169000000,23.837677002,-20.2442626953,0.279384016991,2799557000000,51.6441955566,-34.352722168,-1.03501749039,2808049000000,34.877746582,-19.7499389648,0.796598017216,2813265000000,51.8391113281,-33.663482666,2.44412469864
2808589000000,49.5271606445,-35.6745605469,0.423392891884,2811273000000,24.4831237793,-18.8889770508,1.3378008604,2799657000000,53.3149414062,-34.4436645508,-1.47244644165,2808049000000,34.169708252,-19.5316467285,1.04740357399,2813265000000,50.1929321289,-33.8773803711,2.23216581345
2808697000000,48.4160766602,-36.3695678711,-0.176606491208,2811389000000,24.3525695801,-18.7686767578,1.37376117706,2799657000000,54.0063171387,-34.1113891602,-1.94661402702,2808145000000,34.4442443848,-20.155456543,0.86937224865,2813373000000,49.6964416504,-33.9436645508,2.18360114098
2808697000000,46.9888000488,-35.8320007324,0.584402382374,2811485000000,25.7489624023,-19.2388305664,0.868561267853,2799745000000,53.4667663574,-34.2033691406,-2.22744441032,2808145000000,33.8987731934,-20.1194152832,2.91463971138,2813485000000,51.0522766113,-33.5914611816,1.98655605316
2808793000000,48.0616455078,-35.7175292969,2.25933837891,2811585000000,24.8228149414,-19.1248168945,1.29331552982,2799745000000,53.7475280762,-33.9923095703,-2.17897963524,2808241000000,33.7393493652,-20.2288513184,3.05781006813,2813485000000,48.6401062012,-33.9826965332,3.20010280609
2808889000000,47.8095703125,-35.6964416504,2.2643828392,2811685000000,24.3233337402,-19.0136413574,1.10904633999,2799849000000,53.6362915039,-33.9987487793,-1.58877384663,2808337000000,32.8336486816,-19.8869018555,2.94753313065,2813597000000,47.8605957031,-32.5548400879,4.42864465714
2808985000000,45.283203125,-35.0128479004,2.16638183594,2811773000000,24.1264343262,-18.9576416016,1.2305201292,2799945000000,52.002746582,-33.9711608887,-1.12238872051,2808437000000,32.2718505859,-19.3088378906,3.08778476715,2813701000000,47.6647338867,-32.4393005371,4.5411067009
2809073000000,44.8333129883,-34.9341430664,2.16558623314,2811869000000,23.7646789551,-18.7537536621,1.5250402689,2800049000000,52.9172973633,-33.6426391602,-0.765019118786,2808541000000,33.4211120605,-19.1000366211,1.93226408958,2813805000000,47.4688720703,-32.3237609863,4.65356874466
2809173000000,44.3834228516,-34.8554382324,2.16479063034,2811957000000,25.3987426758,-18.4034423828,1.28080677986,2800141000000,52.8628540039,-33.5341491699,-0.814256489277,2808649000000,33.2927246094,-19.0928955078,1.99100911617,2813913000000,47.1050720215,-32.2661743164,4.87968254089
2809261000000,42.7219238281,-36.1795349121,-2.89388394356,2811957000000,23.8994750977,-18.3823242188,1.81976282597,2800241000000,52.4323425293,-33.3112182617,-0.725087821484,2808745000000,31.2899780273,-19.1194763184,1.58254230022,2814017000000,46.9704589844,-32.1065063477,4.36022615433
2809405000000,42.1911621094,-34.7307434082,-1.75617957115,2812133000000,25.3200378418,-18.2882080078,1.70524764061,2800241000000,49.1206665039,-33.8515319824,0.763281822205,2808837000000,31.8836364746,-19.1304321289,1.01886916161,2814121000000,48.5900268555,-31.245300293,7.95957660675
2809505000000,43.4815063477,-34.1670532227,-1.75290346146,2812229000000,24.7370300293,-19.0808410645,1.34046316147,2800337000000,50.757019043,-33.5727844238,1.4504673481,2808837000000,30.9180603027,-18.4194335938,0.838251650333,2814121000000,47.1211853027,-30.9286499023,8.31421470642
2809505000000,42.2249755859,-34.1511535645,-1.2161179781,2812229000000,25.5887451172,-18.3249511719,1.31268823147,2800457000000,50.5643615723,-33.4931030273,1.52991628647,2808929000000,30.936126709,-19.1788330078,0.432867407799,2814229000000,47.6136779785,-31.411315918,6.90125656128
2809597000000,43.1733398438,-33.9078063965,-1.12849211693,2812313000000,23.8457641602,-18.030456543,1.04212737083,2800557000000,48.6002807617,-33.0290527344,1.89384961128,2809033000000,30.6825561523,-19.1868591309,0.401163816452,2814229000000,46.4625549316,-31.4362182617,5.91375827789
2809597000000,41.7762451172,-33.9895324707,-0.568689286709,2812413000000,23.278717041,-17.8544921875,1.12870502472,2800653000000,47.8557739258,-32.8319702148,1.83892393112,2809121000000,30.4688110352,-18.5713195801,-0.0182991027832,2814321000000,47.6047973633,-31.0581359863,6.07103967667
2809697000000,42.7810058594,-33.7258605957,-0.554895043373,2812501000000,23.6036682129,-18.479309082,0.105959482491,2800753000000,47.2427978516,-32.695526123,1.94473230839,2809121000000,28.8672180176,-18.1187438965,0.419936090708,2814321000000,46.5727233887,-31.1676330566,5.32974624634
2809697000000,41.4474182129,-33.8209838867,-0.604652643204,2812589000000,20.7565612793,-17.9921264648,0.990953624249,2800857000000,47.6703186035,-32.7821044922,0.968767821789,2809217000000,29.4038085938,-18.26953125,0.456134498119,2814417000000,46.980255127,-30.9328613281,4.36884355545
2809785000000,41.0524291992,-33.7132873535,-0.695880651474,2812681000000,20.7207641602,-17.1468505859,1.56473171711,2800949000000,48.0287780762,-32.0526428223,0.641078829765,2809217000000,28.2909851074,-18.1359863281,0.765989124775,2814421000000,45.7573242188,-30.6903686523,4.03832912445
2809881000000,40.2133178711,-33.6546325684,-0.744822859764,2812785000000,20.3887329102,-16.9928894043,1.59750127792,2801053000000,47.6503295898,-31.6387023926,1.01499307156,2809305000000,28.8107299805,-18.0155029297,0.303397059441,2814525000000,46.6339111328,-30.0235900879,3.42047905922
2809981000000,40.6838989258,-34.5803527832,-1.45452606678,2812873000000,20.3175354004,-16.6472167969,1.25969040394,2801053000000,45.5829772949,-31.2809448242,1.25517761707,2809305000000,28.8323974609,-18.6405944824,-1.27357113361,2814625000000,46.2823791504,-29.9607849121,2.70871901512
2809981000000,40.2497558594,-33.8958129883,-1.33832120895,2813009000000,21.9847106934,-16.0749816895,1.03751671314,2801153000000,45.1452331543,-31.0824890137,1.29652643204,2809409000000,29.0315856934,-17.7664794922,-0.944864749908,2814737000000,44.1520690918,-29.7467041016,2.23421359062
2810073000000,41.4592285156,-33.5024414062,-1.5517398119,2813009000000,20.9256286621,-16.1900939941,0.982094764709,2801261000000,44.7074890137,-30.8840332031,1.33787536621,2809513000000,28.1606750488,-18.2294311523,-1.7754701376,2814833000000,43.1063232422,-29.4293212891,1.83287143707
2810169000000,39.8273010254,-33.7227478027,-1.17985033989,2813109000000,20.3677062988,-16.125,0.865004122257,2801365000000,44.269744873,-30.6855773926,1.37922418118,2809609000000,27.8868408203,-18.1914978027,-1.90837538242,2814949000000,43.3227233887,-29.187286377,1.28158771992
2810257000000,38.8290100098,-33.7269897461,-0.899922370911,2813201000000,20.5155029297,-16.7083129883,0.100779622793,2801473000000,44.3893737793,-30.7045593262,0.407251119614,2809713000000,28.140838623,-17.4222106934,-1.27821743488,2814949000000,42.3645324707,-28.9599609375,0.418728709221
2810377000000,38.0874328613,-33.4126281738,-0.0216279514134,2813201000000,19.8076782227,-16.071472168,0.354473799467,2801473000000,42.76953125,-30.5942687988,0.534102618694,2809809000000,27.6485900879,-17.0968322754,-0.699758350849,2815069000000,39.7197265625,-27.9584655762,1.2878922224
2810473000000,37.4855651855,-33.404083252,0.46646258235,2813297000000,19.4337463379,-15.7689666748,0.312558233738,2801573000000,41.8149108887,-30.5101318359,0.603208243847,2809897000000,26.683013916,-17.1796569824,-1.09505200386,2815173000000,39.0676269531,-27.8553466797,0.931091010571
2810561000000,37.9839782715,-34.309387207,0.0929868295789,2813397000000,19.9546508789,-16.050994873,-0.258516073227,2801673000000,41.1138305664,-30.3354797363,0.62751609087,2809997000000,26.1573791504,-17.0429077148,-1.31828975677,2815281000000,37.9791870117,-27.4165649414,0.81627702713
2810561000000,37.3050537109,-33.932800293,0.468248844147,2813397000000,19.3983459473,-15.5909881592,-0.138057723641,2801773000000,42.398223877,-30.0876464844,0.515870332718,2809997000000,24.7099609375,-16.7713317871,-0.954871535301,2815381000000,38.4555664062,-27.2327880859,0.217579394579
2810653000000,37.9496765137,-33.6149902344,0.238150179386,2813493000000,20.1036071777,-15.3548126221,-0.918775677681,2801877000000,42.5921020508,-29.6606750488,-0.161937445402,2810089000000,24.2752685547,-16.6502990723,-1.00997912884,2815489000000,37.9080810547,-27.4384765625,0.860100150108
2810653000000,36.6609802246,-33.2878723145,0.639919936657,2813493000000,20.0293884277,-16.0256958008,-1.09470152855,2801877000000,40.5194396973,-29.3629760742,-0.778578341007,2810321000000,25.0061035156,-16.6125488281,-1.31078875065,2815581000000,37.9236755371,-26.8370361328,0.362910181284
2810749000000,37.3056030273,-33.2688598633,0.273195236921,2813585000000,19.6136779785,-15.9635772705,-1.2602738142,2801973000000,41.1594848633,-29.5426940918,-0.884734034538,2810397000000,22.8804931641,-16.4346008301,-0.882068693638,2815581000000,37.1736755371,-27.2698364258,-0.555881261826
2810749000000,38.1671447754,-33.0114135742,-0.630006790161,2813585000000,18.484588623,-15.0756378174,-0.55363214016,2801977000000,39.6203918457,-29.9312133789,-1.44639956951,2810505000000,21.8329467773,-16.5242004395,-0.678448319435,2815685000000,36.934387207,-26.5913085938,-1.25668048859
2810749000000,36.1937561035,-32.9691467285,-0.03607256338,2813669000000,18.2341918945,-14.9200592041,-0.612852215767,2802077000000,39.267364502,-30.9183959961,-2.45663499832,2810605000000,21.2760009766,-16.4357910156,-0.446304470301,2815685000000,35.4703369141,-26.0292663574,-0.878237247467
2810949000000,35.1125488281,-32.7792663574,0.330407977104,2813821000000,19.7313842773,-13.8661804199,-0.120734855533,2802077000000,38.1481323242,-30.0816345215,-1.80956637859,2810693000000,22.0781555176,-16.1737976074,-0.629382431507,2815801000000,34.2072143555,-25.7411499023,-0.312312960625
2811077000000,35.2118530273,-33.3021240234,0.213297277689,2813821000000,18.1797485352,-14.0230865479,0.140301316977,2802173000000,39.4320373535,-29.3561706543,-1.9400908947,2810693000000,20.6978149414,-15.6121063232,0.470197767019,2815905000000,35.5263671875,-25.0940246582,-0.606854498386
2811185000000,34.8406066895,-33.2635803223,0.213766992092,2813921000000,18.6747741699,-13.8438873291,-0.0511616878211,2802173000000,38.327331543,-29.3639221191,-1.67822980881,2810813000000,21.3235778809,-16.0656433105,0.0662606805563,2815905000000,34.0249938965,-25.1014709473,-0.589826703072
2811317000000,33.5348510742,-32.8094482422,0.31808835268,2813921000000,17.3048095703,-13.9440765381,0.144832670689,2802257000000,38.0442810059,-29.9524841309,-2.07842254639,2810905000000,21.6014099121,-15.5378875732,-0.140322178602,2815997000000,32.9323120117,-24.5770874023,-0.815733551979
2811441000000,33.6722412109,-31.5205078125,0.45592468977,2814021000000,16.5573120117,-13.6075439453,0.220629110932,2802257000000,36.9735717773,-29.1722106934,-1.5166182518,2810905000000,19.9815368652,-15.4085540771,0.326510876417,2816093000000,31.8174743652,-24.1003417969,-0.705443739891
2811549000000,32.0043029785,-31.728729248,0.345620304346,2814121000000,17.0545959473,-14.0180664062,-0.0652072057128,2802361000000,36.4897460938,-29.0364990234,-1.585267663,2811001000000,20.9453735352,-15.3567962646,0.589188873768,2816189000000,32.5406494141,-24.0499267578,-1.05055773258
2811653000000,29.7582702637,-30.5039367676,0.70060646534,2814121000000,16.2843017578,-12.8303375244,0.821254730225,2802457000000,34.7507324219,-27.5426940918,0.277630746365,2811105000000,17.4894104004,-15.8834228516,1.36377489567,2816297000000,31.591003418,-24.4410400391,-1.44442796707
2811769000000,29.0884094238,-30.2597045898,0.727212429047,2814217000000,15.6764221191,-12.3876800537,1.25557184219,2802561000000,35.751739502,-28.8552246094,-0.336797475815,2811197000000,17.2258300781,-16.7632446289,-0.724594533443,2816405000000,31.8012084961,-23.0537414551,-1.60050034523
2811901000000,28.418548584,-30.0154724121,0.753818452358,2814309000000,15.3736877441,-12.1288299561,1.30770337582,2802561000000,35.2785949707,-28.5516052246,-0.116697713733,2811297000000,18.681060791,-15.6854553223,-0.440444797277,2816505000000,29.5767822266,-22.4454650879,-1.22990524769
2812013000000,27.0843505859,-28.3838500977,0.25481826067,2814401000000,15.2295532227,-12.0196533203,1.21361815929,2802661000000,34.5007629395,-28.3396606445,0.0969971418381,2811297000000,17.4652709961,-15.4271697998,-0.473711699247,2816613000000,28.3174133301,-22.1353149414,-0.670167207718
2812121000000,26.010345459,-27.9073181152,-0.221670076251,2814501000000,14.9289855957,-11.7845306396,1.25905787945,2802769000000,34.017791748,-28.2004089355,0.124658316374,2811457000000,16.9090576172,-16.7035217285,-0.826798081398,2816713000000,29.1212768555,-21.8408203125,-0.987280786037
2812217000000,23.5160522461,-27.4236450195,-0.0906788930297,2814601000000,15.3542480469,-12.5127105713,0.814302504063,2802869000000,33.3590698242,-28.2263793945,0.322263270617,2811457000000,17.7640991211,-15.8506317139,-0.272985935211,2816713000000,30.0273132324,-21.2866516113,-0.390462368727
2812297000000,22.8448181152,-27.814666748,-0.508938074112,2814697000000,14.0272521973,-11.4476318359,1.16944932938,2802965000000,34.2055969238,-28.2395019531,-0.190154820681,2811557000000,17.4053955078,-15.7963256836,-0.279737174511,2816809000000,29.1747436523,-21.041015625,-0.730464458466
2812297000000,21.6596679688,-26.8979492188,-0.0290451664478,2814793000000,13.693359375,-11.2153930664,1.20614373684,2802965000000,33.8961486816,-28.908416748,-0.963875412941,2811657000000,16.0000610352,-15.6282806396,-0.349428325891,2816905000000,28.2095031738,-20.4185180664,-1.0111951828
2812389000000,23.0139160156,-25.9025268555,-0.0118780396879,2814889000000,12.9703979492,-11.3134765625,0.790939807892,2802965000000,32.9731140137,-28.2811584473,-0.679965853691,2811657000000,16.765625,-14.9650115967,0.451104313135,2816905000000,26.2599487305,-20.1705322266,-0.909113883972
2812389000000,21.2738647461,-25.7828063965,0.357250034809,2814969000000,12.5070800781,-11.0129394531,0.790480792522,2803069000000,33.6133422852,-28.1896972656,-1.02473258972,2811657000000,15.53515625,-14.8742370605,0.552960932255,2817005000000,26.5859680176,-19.8594055176,-1.17115461826
2812481000000,20.0120849609,-25.539855957,0.21597507596,2815117000000,13.1335144043,-10.9454650879,0.192245706916,2803209000000,32.0454711914,-27.6764831543,-0.943072140217,2811757000000,15.1134033203,-14.7593994141,0.592518866062,2817005000000,27.2533569336,-19.2709655762,-0.253657311201
2812573000000,18.2902526855,-25.1343994141,1.62274372578,2815117000000,11.6589660645,-10.6114654541,0.9978069067,2803309000000,31.8732299805,-27.3807373047,-1.34658753872,2811861000000,15.0986938477,-15.2505340576,0.638192236423,2817005000000,25.7506103516,-19.3571166992,-0.512939691544
2812661000000,18.484588623,-25.3415527344,2.09869742393,2815205000000,12.3985290527,-10.5827484131,0.383563697338,2803309000000,29.9989318848,-25.9317626953,0.40046018362,2811953000000,13.6038513184,-14.3552703857,0.989061713219,2817117000000,26.0494384766,-19.2506713867,-0.831283569336
2812661000000,17.7004699707,-24.7467041016,2.12630438805,2815205000000,11.2654418945,-10.2766571045,0.592205941677,2803413000000,30.1612548828,-26.9848022461,0.250788241625,2812057000000,12.6529846191,-13.940612793,0.827891170979,2817213000000,25.5309753418,-18.8575134277,-1.45333278179
2812753000000,16.8807983398,-24.3926391602,2.22437882423,2815309000000,10.6721801758,-9.9331817627,0.708959758282,2803517000000,28.6444396973,-26.2034301758,0.116380915046,2812149000000,11.6819763184,-13.7634735107,0.67589533329,2817309000000,24.9768981934,-18.2767944336,-1.74679017067
