P1_time_percent,P1_error_X,P1_error_Y,P1_error_Angle,P2_time_percent,P2_error_X,P2_error_Y,P2_error_Angle,P3_time_percent,P3_error_X,P3_error_Y,P3_error_Angle,P4_time_percent,P4_error_X,P4_error_Y,P4_error_Angle,P5_time_percent,P5_error_X,P5_error_Y,P5_error_Angle
2802273000000,27.1666564941,-13.2827453613,7.57152605057,2804765000000,12.814239502,-6.44725036621,4.09423494339,2793769000000,20.7847595215,-14.4675445557,3.6052043438,2800941000000,11.9921264648,-3.15687561035,5.20831871033,2807413000000,25.7372436523,-12.5439300537,7.58131456375
2802273000000,26.45703125,-13.4371643066,7.55035257339,2804857000000,12.8633117676,-7.02770996094,4.50154542923,2793877000000,22.7753601074,-14.6949462891,3.45382356644,2801037000000,12.883605957,-3.55346679688,4.85076570511,2807537000000,26.1548461914,-12.978515625,7.28403615952
2802353000000,27.3320922852,-14.021697998,7.31251096725,2804961000000,13.0534973145,-7.24104309082,4.3918838501,2793877000000,22.0473022461,-14.9451904297,3.2621717453,2801141000000,13.4662475586,-3.97030639648,4.93204164505,2807625000000,26.572479248,-13.4131011963,6.98675775528
2802353000000,28.2637329102,-13.5492248535,7.30327129364,2805065000000,14.4015808105,-7.86729431152,4.72766828537,2793981000000,23.0496826172,-16.0844726562,3.19537162781,2801237000000,13.9403686523,-4.30969238281,4.85458183289,2807793000000,26.144317627,-14.7413330078,6.85320472717
2802433000000,27.7569274902,-13.8801116943,7.15702104568,2805173000000,14.8291015625,-8.14694213867,4.46010398865,2793981000000,22.6901855469,-15.9752502441,2.92721033096,2801321000000,14.4145202637,-4.64907836914,4.77712249756,2807885000000,27.1884765625,-15.9735412598,6.3704533577
2802581000000,28.8728027344,-14.727645874,6.49823665619,2805281000000,15.6448669434,-8.0675201416,4.30503225327,2794069000000,23.1993408203,-16.4329833984,2.62063169479,2801425000000,14.888671875,-4.98846435547,4.69966268539,2807981000000,27.5965270996,-16.5446472168,6.07155990601
2802581000000,28.5717163086,-14.3734283447,6.52782487869,2805281000000,15.6555480957,-8.36343383789,4.79559183121,2794157000000,24.7645568848,-17.6683349609,3.40767550468,2801537000000,15.3627929688,-5.3278503418,4.62220287323,2808069000000,27.1301574707,-17.4174499512,5.76185894012
2802657000000,28.9638977051,-14.5722351074,6.28712129593,2805281000000,16.2795410156,-7.74255371094,4.73140144348,2794301000000,25.7263183594,-18.4956054688,2.97536945343,2801645000000,15.5297546387,-5.84561157227,3.66815829277,2808157000000,28.3286743164,-18.490020752,5.72253322601
2802733000000,30.1343994141,-15.7334594727,6.34025239944,2805281000000,14.4633789062,-6.91909790039,6.17370843887,2794393000000,27.2026367188,-18.7789001465,2.88712644577,2801645000000,15.3031921387,-5.50396728516,4.70639801025,2808253000000,29.7651977539,-18.0459899902,7.60517406464
2802897000000,30.0387573242,-15.7893218994,7.5014128685,2805385000000,14.6141662598,-6.98316955566,6.19251537323,2794393000000,27.1421203613,-19.1740722656,2.25229859352,2801741000000,15.6969299316,-5.7986907959,4.64347410202,2808325000000,30.0100708008,-19.090057373,7.10023355484
2802969000000,30.3449707031,-15.306640625,7.97536373138,2805481000000,14.7649841309,-7.04725646973,6.21132230759,2794489000000,28.3896179199,-19.6563415527,3.82077050209,2801845000000,16.2667236328,-6.50004577637,3.37361192703,2808325000000,29.8194274902,-19.7174072266,7.59714603424
2803069000000,30.746307373,-15.5023345947,7.86596632004,2805593000000,16.6492004395,-9.04769897461,5.99015617371,2794489000000,28.6444702148,-18.8511962891,3.93785667419,2801937000000,16.5048217773,-6.64866638184,4.28646183014,2808409000000,30.5648803711,-20.0995788574,6.98850250244
2803157000000,32.3949279785,-16.7552490234,7.82872200012,2805593000000,17.2698669434,-9.05816650391,5.66801691055,2794577000000,28.5702209473,-19.854675293,4.29068756104,2802009000000,16.8986206055,-6.96237182617,4.21477794647,2808409000000,30.5777587891,-20.6354064941,6.53864192963
2803249000000,33.9894714355,-17.6747436523,7.44762516022,2805701000000,17.1043395996,-9.70417785645,5.41737747192,2794669000000,29.1807250977,-20.6903076172,4.21305036545,2802097000000,17.292388916,-7.27606201172,4.14309358597,2808597000000,30.4766845703,-20.7909240723,5.89488983154
2803249000000,33.8841247559,-17.826385498,7.29883050919,2805793000000,15.9768981934,-10.1609954834,5.35814428329,2794769000000,30.7874145508,-22.1846923828,3.87642478943,2802173000000,17.6861572266,-7.58975219727,4.0714097023,2808701000000,31.5307617188,-21.7457885742,5.56869506836
2803341000000,34.4261169434,-18.1526794434,7.17647314072,2805877000000,18.091003418,-9.64895629883,5.17944860458,2794945000000,32.0887145996,-23.050994873,3.77871108055,2802257000000,18.4844970703,-7.72676086426,3.08386898041,2808789000000,32.7864685059,-22.0237731934,5.36058807373
2803461000000,34.9680786133,-18.4789428711,7.05411529541,2805877000000,17.5889282227,-9.72171020508,4.99382972717,2795045000000,32.8269348145,-23.6524047852,3.65120649338,2802257000000,19.3501281738,-7.10729980469,0.522157907486,2808877000000,33.0599975586,-23.372467041,4.67457199097
2803545000000,35.9057312012,-19.2938842773,6.04228878021,2805965000000,17.6711120605,-10.344909668,4.6267619133,2795133000000,34.4729309082,-24.6530151367,2.92920589447,2802441000000,19.4412231445,-7.78330993652,2.40953373909,2808877000000,32.1429748535,-23.9365844727,4.8794965744
2803709000000,36.7110900879,-19.9597167969,5.81239461899,2806049000000,17.9107055664,-10.5684814453,4.56464385986,2795133000000,34.0819396973,-24.2635498047,2.62260699272,2802553000000,19.8718261719,-8.04470825195,2.27578854561,2808969000000,32.9803161621,-24.4961853027,4.61600399017
2803797000000,38.7395629883,-20.1925048828,4.18014335632,2806149000000,18.4647216797,-11.0662841797,3.7478530407,2795221000000,35.6718444824,-25.6692504883,2.58058810234,2802669000000,20.3024291992,-8.30612182617,2.14204335213,2808969000000,33.8632507324,-23.9534301758,4.2843079567
2803909000000,38.6318359375,-20.9788818359,4.36063051224,2806241000000,18.5095825195,-11.2854766846,3.91225099564,2795321000000,37.1540222168,-26.0951538086,2.23539972305,2802785000000,20.7330322266,-8.5675201416,2.00829815865,2809069000000,34.7739868164,-23.9458007812,4.0791554451
2804009000000,40.4529418945,-21.0941162109,4.20207834244,2806333000000,19.1813354492,-11.8631896973,3.76921749115,2795417000000,38.5076293945,-26.6356811523,1.78177762032,2802881000000,22.0582580566,-9.40434265137,1.91064035892,2809069000000,36.9627380371,-25.4632873535,4.32466363907
2804089000000,40.4338378906,-21.5572509766,4.52714443207,2806457000000,18.9224853516,-11.9980316162,3.75895023346,2795417000000,38.6663513184,-27.2426452637,1.89659535885,2802881000000,21.4203186035,-8.83345031738,1.75836992264,2809169000000,37.599822998,-26.0158691406,4.12355279922
2804173000000,41.1178588867,-21.9523010254,4.33140039444,2806537000000,20.3528442383,-12.186920166,3.54754447937,2795421000000,37.9328613281,-26.8792114258,2.44634318352,2802985000000,21.8250427246,-9.06579589844,1.62542021275,2809257000000,38.236907959,-26.5684509277,3.9224421978
2804249000000,43.7550048828,-21.7532348633,4.85716247559,2806633000000,20.6968994141,-12.4424591064,3.45295286179,2795521000000,38.6219177246,-27.3919677734,2.31587672234,2803093000000,22.2297363281,-9.29814147949,1.49247038364,2809357000000,36.9698181152,-27.1134643555,2.8817024231
2804249000000,42.0788269043,-21.8648376465,5.67546367645,2806773000000,21.0458068848,-13.1415100098,3.0704472065,2795625000000,40.0436401367,-28.756652832,0.805939495564,2803181000000,22.6344299316,-9.53048706055,1.35952055454,2809357000000,38.0109558105,-24.0763549805,3.50636720657
2804449000000,42.3774414062,-22.8694763184,4.64036417007,2806873000000,21.5345458984,-13.389755249,2.7734606266,2795729000000,41.9035644531,-28.7389526367,0.579907536507,2803277000000,25.3390197754,-9.90425109863,0.743010222912,2809449000000,38.0420227051,-25.5168151855,3.28146004677
2804561000000,43.8432617188,-24.3084716797,3.88978028297,2806965000000,22.0380249023,-13.6932678223,2.58016443253,2795829000000,43.191192627,-29.3577880859,0.47483804822,2803433000000,25.5625915527,-10.8854675293,0.893840312958,2809453000000,36.7503051758,-26.2404174805,3.42046880722
2804677000000,45.037689209,-25.7076416016,3.17511701584,2806965000000,20.7027282715,-13.9441070557,3.43369626999,2795829000000,43.406036377,-30.4963684082,0.742168188095,2803541000000,25.3564147949,-11.0267028809,0.753207206726,2809545000000,38.0398254395,-26.5987243652,3.24583005905
2804677000000,44.4505615234,-25.6107177734,3.19873952866,2807057000000,21.5514221191,-15.1252746582,2.56259250641,2795829000000,42.1175842285,-29.9444274902,1.5268791914,2803653000000,26.9183349609,-11.115524292,1.06029498577,2809629000000,38.9561462402,-27.1575622559,3.01242446899
2804793000000,45.6909484863,-26.5534362793,2.90652775764,2807153000000,21.4106140137,-15.495223999,2.61567115784,2795933000000,41.2334594727,-30.8036804199,2.61818957329,2803761000000,27.7939453125,-11.4811401367,0.739443719387,2809813000000,39.4643859863,-27.4106750488,2.46416473389
2804793000000,45.3166503906,-26.215423584,2.77090787888,2807153000000,22.1850891113,-14.9529571533,2.40865731239,2796037000000,41.7341918945,-31.3282470703,2.56384038925,2803849000000,28.4059753418,-11.7631072998,0.61010402441,2809813000000,38.0942993164,-28.0317993164,2.77175498009
2804893000000,45.8865356445,-26.6782531738,2.56713223457,2807253000000,21.4028320312,-15.4298553467,2.28101992607,2796137000000,46.4281005859,-31.2414550781,2.43034887314,2803933000000,28.0679626465,-13.0352935791,0.0928911939263,2809893000000,38.3723754883,-28.6391601562,2.82650756836
2804993000000,47.3478088379,-27.7784423828,2.35037636757,2807361000000,21.8453063965,-16.1217346191,2.0487215519,2796233000000,47.75,-32.2577209473,2.02449440956,2804009000000,29.0177001953,-13.0631256104,-0.059766266495,2809985000000,39.5841064453,-29.6672973633,2.79223895073
2805085000000,48.4336242676,-28.6728820801,2.31376552582,2807445000000,22.0906677246,-16.5438842773,2.06081175804,2796317000000,47.4456787109,-32.737701416,2.50712442398,2804109000000,29.5841369629,-13.4012756348,-0.209538012743,2809985000000,40.6522216797,-29.1620483398,2.30234384537
