1_time_percent,1_error_X,1_error_Y,1_error_Angle,2_time_percent,2_error_X,2_error_Y,2_error_Angle,3_time_percent,3_error_X,3_error_Y,3_error_Angle,4_time_percent,4_error_X,4_error_Y,4_error_Angle
1.5439381203752627e+18,-14.4337005615,-60.046875,14.3956069946,1.5439384910706424e+18,89.294128418,17.6270294189,-14.3697576523,1544027859776902643,13.9156341553,98.3593597412,100.267929077,1.5440286352905316e+18,-36.5532073975,-8.50378417969,3.3351829052
1.5439381205975892e+18,-29.6305236816,-79.3178863525,13.4126148224,1.5439384912551444e+18,88.9619369507,16.6382141113,-15.5001430511,1544027859949496568,15.421081543,100.732315063,101.670768738,1.5440286354864346e+18,-38.0113220215,-9.93943786621,4.28692579269
1.543938120794219e+18,-44.8273468018,-98.5888977051,12.4296226501,1.5439384914460833e+18,88.6297531128,15.6494064331,-16.6305294037,1544027860174457622,16.9265441895,103.105270386,103.073608398,1.5440286356340667e+18,-39.4694519043,-11.3751068115,5.23866891861
1.5439381209612475e+18,-60.0241546631,-117.859893799,11.4466314316,1.5439384916144246e+18,88.2975616455,14.6605911255,-17.7609157562,1544027860354514334,18.4320068359,105.478225708,104.476448059,1.5440286357761126e+18,-26.0450286865,-29.7122497559,12.6396074295
1.5439381212469046e+18,-75.2209777832,-137.130889893,10.4636392593,1.5439384918329367e+18,68.0334854126,-4.93444061279,-0.813634812832,1544027860994831736,19.9374694824,107.85118103,105.87928772,1.5440286359449897e+18,-25.7181091309,-31.2219848633,21.9785175323
1.543938121439703e+18,-31.4646453857,-76.3624572754,-2.00311541557,1.5439384920359892e+18,63.5626983643,-6.11421966553,7.09106016159,1544027861120528454,-22.8526611328,-58.1602783203,8.78431415558,1.5440286360998912e+18,-33.2761535645,-32.8630523682,20.0936393738
1.543938121653855e+18,-25.2337493896,-73.1288604736,-7.83751392365,1.5439384922746135e+18,59.6073379517,-8.21505737305,8.87471580505,1544027861309239845,-23.3247070312,-63.3045959473,6.25211572647,1.5440286364084355e+18,-36.7189941406,-35.3770751953,22.4541473389
1.5439381218382382e+18,-24.0230102539,-68.5366821289,-12.5004558563,1.5439384924219359e+18,55.6519775391,-10.31590271,10.6583709717,1544027861799811937,-23.7967681885,-68.4488983154,3.71991705894,1.5440286365989878e+18,-32.5388336182,-40.0964202881,12.7891759872
1.5439381226921388e+18,-14.7259521484,-52.3236236572,-15.6842632294,1.5439384926128381e+18,51.6966171265,-12.4167327881,12.4420261383,1544027861941866207,-24.2688140869,-73.5932159424,1.18771839142,1.544028636693273e+18,-32.9288787842,-43.4936218262,12.599366188
1.543938122877973e+18,-9.00939941406,-42.4221801758,-19.0753650665,1.5439384928641876e+18,47.7412643433,-14.5175628662,14.2256822586,1544027862092822745,-24.7408599854,-78.7375183105,-1.34448027611,1.544028636871972e+18,-39.5155944824,-39.9581604004,16.2718715668
1.5439381230045064e+18,-3.29286193848,-32.5207214355,-22.4664649963,1.543938493054343e+18,34.611618042,-14.9599151611,-16.4034366608,1544027862376262360,-25.2129211426,-83.8818359375,-3.87667894363,1.5440286369651156e+18,-42.3806152344,-40.5864105225,16.8282756805
1.5439381235033628e+18,2.4236907959,-22.6192779541,-25.8575668335,1.5439384932136645e+18,28.617477417,-16.6921844482,-19.4603595734,1544027862576835524,-25.684967041,-89.0261383057,-6.40887737274,1.5440286371029903e+18,-35.5018920898,-36.9057922363,7.79246234894
1.5439381237382766e+18,2.8872833252,-37.949005127,-17.4423408508,1.5439384933771587e+18,22.623336792,-18.4244537354,-22.517282486,1544027862794962969,-26.1570129395,-94.1704559326,-8.94107627869,1.5440286383162422e+18,-34.4667358398,-35.8092956543,6.5980553627
1.5439381242643187e+18,7.20599365234,-34.7616882324,-18.8252735138,1.5439384935987116e+18,23.1978607178,-8.78604125977,-10.1466121674,1544027862922329338,-17.9246826172,-77.7562103271,12.1082353592,1.544028638439936e+18,-33.4315643311,-34.7128143311,5.40364837646
1.5439381244259402e+18,27.1310424805,-22.933303833,-12.2427845001,1.5439384937776046e+18,19.3490142822,-6.80469512939,-10.8313570023,1544027863191345680,-17.2155151367,-77.9050140381,20.6458454132,1.544028638546396e+18,-26.4713745117,-30.095199585,6.28783416748
1.5439381245728591e+18,31.4309997559,-9.67272949219,-10.9406423569,1.543938493948301e+18,22.4294433594,-10.2091217041,3.03978991508,1544027863371194805,-6.51852416992,-69.8717193604,15.5762338638,1.5440286387103084e+18,-23.5321960449,-27.8672027588,5.44123649597
1.5439381248034222e+18,38.8693084717,0.397560119629,-10.7493915558,1.5439384941447155e+18,21.3839874268,-10.4067077637,4.77523183823,1544027863764337881,-5.19198608398,-62.4830169678,9.00477218628,1.5440286388167729e+18,-37.4801177979,-39.0347900391,10.2987222672
1.5439381250388188e+18,46.3076171875,10.4678497314,-10.5581417084,1.5439384942799404e+18,19.7860412598,-7.68082427979,0.909896194935,1544027863952775935,10.0712127686,-56.6439056396,25.3139533997,1.544028639129356e+18,-41.3730316162,-42.2263031006,10.4179353714
1.5439381252305546e+18,24.6652984619,-8.10498046875,-7.09729290009,1.5439384944437087e+18,15.3290863037,-8.18138122559,0.635852336884,1544027864305470948,19.7221679688,-50.8173980713,28.0360927582,1.5440286392827692e+18,-45.2659301758,-45.4178009033,10.5371494293
1.5439381254301212e+18,24.5128326416,-9.82608032227,-5.67943668365,1.5439384945600735e+18,12.4440307617,-7.95543670654,1.19122469425,1544027864626225992,29.3731231689,-44.9908905029,30.7582321167,1.5440286394565768e+18,-49.1588439941,-48.6093139648,10.6563634872
1.5439381256244887e+18,24.5333404541,-8.83766174316,-5.25018119812,1.5439384947974295e+18,8.84567260742,-8.36451721191,-5.54158973694,1544027865049695636,39.0240783691,-39.1643981934,33.4803695679,1.544028639598222e+18,-53.0517425537,-51.8008117676,10.7755765915
1.5439381258950502e+18,24.0682373047,-8.53227233887,-4.45284461975,1.5439384949371517e+18,5.67408752441,-8.39366149902,-6.38687181473,1544027865265291332,48.6750335693,-33.337890625,36.2025108337,1.544028639716517e+18,-56.9446563721,-54.9923248291,10.8947906494
1.5439381261521283e+18,23.6031341553,-8.22689819336,-3.65550780296,1.5439384951306427e+18,2.50250244141,-8.42280578613,-7.23215389252,1544027865516068549,58.3259887695,-27.5113830566,38.9246482849,1.5440286398218734e+18,-60.8375549316,-58.1838226318,11.0140047073
1.54393812643248e+18,23.1380310059,-7.92150115967,-2.85817122459,1.5439384953289554e+18,-0.669082641602,-8.45195007324,-8.07743644714,1544027865716605921,67.9769439697,-21.6848754883,41.6467895508,1.5440286399270582e+18,-64.73046875,-61.3753356934,11.1332187653
1.5439381266105964e+18,27.6893768311,-15.1114501953,-1.71245896816,1.543938495560747e+18,-3.84066772461,-8.48109436035,-8.9227180481,1544027865947389485,77.6278991699,-15.8583831787,44.368927002,1.5440286400430876e+18,-68.6233673096,-64.5668334961,11.2524318695
