P1_time_percent,P1_error_X,P1_error_Y,P1_error_Angle,P2_time_percent,P2_error_X,P2_error_Y,P2_error_Angle,P3_time_percent,P3_error_X,P3_error_Y,P3_error_Angle,P4_time_percent,P4_error_X,P4_error_Y,P4_error_Angle,P5_time_percent,P5_error_X,P5_error_Y,P5_error_Angle,PD1_time_percent,PD1_error_X,PD1_error_Y,PD1_error_Angle,PD2_time_percent,PD2_error_X,PD2_error_Y,PD2_error_Angle,PD3_time_percent,PD3_error_X,PD3_error_Y,PD3_error_Angle,PD4_time_percent,PD4_error_X,PD4_error_Y,PD4_error_Angle,PD5_time_percent,PD5_error_X,PD5_error_Y,PD5_error_Angle,PID1_time_percent,PID1_error_X,PID1_error_Y,PID1_error_Angle,PID2_time_percent,PID2_error_X,PID2_error_Y,PID2_error_Angle,PID3_time_percent,PID3_error_X,PID3_error_Y,PID3_error_Angle,PID4_time_percent,PID4_error_X,PID4_error_Y,PID4_error_Angle,PID5_time_percent,PID5_error_X,PID5_error_Y,PID5_error_Angle
2839785000000,142.719741821,116.509269714,-36.9900245667,2791697000000,156.662963867,108.199386597,-38.9154624939,2880469000000,157.18069458,104.585067749,-33.5193061829,2802321000000,131.71774292,100.464309692,-25.9486961365,2787377000000,144.080444336,108.727935791,-37.7211608887,2857189000000,141.639404297,119.161323547,-32.0305137634,2880285000000,146.640518188,118.454910278,-37.732837677,2821049000000,145.996643066,114.501991272,-32.8522148132,2810653000000,132.663040161,104.176208496,-38.728729248,2799969000000,138.562438965,99.5084686279,-36.565990448,2789485000000,182.524475098,139.400970459,-36.5561332703,2801409000000,143.784927368,107.567855835,-38.6828689575,2844341000000,165.801086426,106.747253418,-35.5391082764,2782809000000,160.511276245,119.082244873,-43.4114379883,2846573000000,180.640609741,131.607727051,-22.7022705078
2839893000000,142.800460815,116.509361267,-37.0425109863,2791809000000,165.827392578,120.680137634,-38.6856040955,2880553000000,157.210876465,104.953369141,-33.4154777527,2802421000000,133.034866333,103.664093018,-28.0607757568,2787473000000,143.859359741,108.565429688,-37.865322113,2857541000000,141.027389526,119.217720032,-32.1720733643,2880377000000,146.924560547,118.504547119,-37.7940597534,2821129000000,146.280593872,114.593437195,-32.9017944336,2810777000000,132.788833618,104.28678894,-38.7939529419,2800061000000,138.402023315,99.5510253906,-36.5479545593,2789577000000,185.47328186,141.659072876,-36.5165214539,2801497000000,150.650085449,117.486473083,-38.6931419373,2844433000000,166.811553955,108.199691772,-35.4838066101,2782929000000,160.970245361,119.412483215,-44.1017913818,2846649000000,183.349914551,134.575683594,-22.2532062531
2839981000000,133.373016357,113.625785828,-35.5091781616,2791921000000,152.898483276,111.143035889,-35.9481124878,2880661000000,157.241043091,105.321670532,-33.3116493225,2802525000000,132.93258667,103.984344482,-27.7210693359,2787573000000,136.78817749,114.994041443,-39.8241653442,2858057000000,140.415374756,119.274116516,-32.3136291504,2880473000000,147.208587646,118.554191589,-37.8552818298,2821273000000,179.044494629,138.417144775,-32.6152534485,2810853000000,132.914627075,104.397384644,-38.8591766357,2800165000000,138.241622925,99.5935974121,-36.529914856,2789661000000,188.422103882,143.917175293,-36.4769134521,2801497000000,153.707015991,121.466407776,-39.3464431763,2844525000000,160.885147095,109.202102661,-36.857460022,2783045000000,161.429199219,119.742729187,-44.7921447754,2846757000000,149.602050781,118.550064087,-24.5696964264
2840061000000,132.659286499,113.384941101,-35.4829902649,2791921000000,146.633575439,108.228302002,-35.4895477295,2880781000000,180.673171997,130.866821289,-14.3996076584,2802625000000,154.155700684,126.520149231,-29.2379455566,2787649000000,136.019226074,115.358695984,-40.0668106079,2858293000000,139.803359985,119.330513,-32.4551849365,2880589000000,147.492614746,118.60382843,-37.9165039062,2821373000000,181.768432617,140.291412354,-32.6485862732,2810981000000,133.040420532,104.507965088,-38.9244003296,2800249000000,138.081207275,99.6361541748,-36.5118789673,2789749000000,197.172607422,163.47479248,-36.2434005737,2801593000000,136.685501099,108.645401001,-39.2255744934,2844625000000,161.301345825,110.615982056,-36.8783836365,2783153000000,161.888168335,120.072967529,-45.4825019836,2847021000000,149.132751465,119.862014771,-24.26587677
2840241000000,131.945571899,113.144096375,-35.4568061829,2792029000000,146.355514526,108.482635498,-35.3576927185,2880881000000,191.004211426,142.33946228,-0.419366657734,2802733000000,155.862426758,128.724914551,-28.9994182587,2787781000000,135.250274658,115.723350525,-40.3094558716,2858461000000,139.191345215,119.386909485,-32.5967407227,2880701000000,147.776641846,118.6534729,-37.9777259827,2821477000000,184.492385864,142.165710449,-32.6819152832,2811105000000,133.166229248,104.618545532,-38.9896240234,2800333000000,137.920806885,99.6787261963,-36.4938430786,2789849000000,200.600891113,167.162582397,-36.1935653687,2801593000000,129.568374634,103.264312744,-41.0769920349,2844729000000,161.717544556,112.029876709,-36.8993034363,2783257000000,170.851074219,167.894348145,-40.8788490295,2847129000000,148.663467407,121.173973083,-23.9620571136
2840361000000,131.231842041,112.903251648,-35.4306221008,2792153000000,146.077438354,108.736953735,-35.2258338928,2880977000000,187.544021606,140.866943359,-6.37404584885,2802821000000,147.696838379,124.506736755,-30.2038211823,2787889000000,134.481307983,116.087997437,-40.55210495,2858789000000,138.579330444,119.44329834,-32.7383003235,2880813000000,148.060668945,118.703109741,-38.0389480591,2821573000000,187.216323853,144.039993286,-32.7152442932,2811189000000,133.292022705,104.729141235,-39.0548439026,2800445000000,137.760391235,99.721282959,-36.4758033752,2789941000000,204.029174805,170.850372314,-36.1437301636,2801689000000,128.64982605,103.194168091,-41.4667358398,2844845000000,225.874725342,180.082000732,-14.3841209412,2783353000000,171.956237793,171.833343506,-41.298412323,2847273000000,148.194168091,122.485923767,-23.6582355499
2840453000000,130.518112183,112.662406921,-35.4044380188,2792269000000,145.799377441,108.991287231,-35.0939788818,2880977000000,190.504806519,140.309661865,2.48000264168,2802917000000,143.951263428,123.446929932,-30.6908473969,2787985000000,153.926696777,138.690002441,-14.0077733994,2859005000000,104.902801514,137.601043701,-28.3406600952,2880913000000,148.344696045,118.752754211,-38.1001701355,2821661000000,189.940261841,145.914276123,-32.7485771179,2811281000000,133.417816162,104.83972168,-39.1200675964,2800529000000,137.599990845,99.7638549805,-36.4577674866,2790041000000,207.457443237,174.538162231,-36.0938949585,2801801000000,127.731262207,103.124008179,-41.8564796448,2844973000000,231.546142578,186.989974976,-13.2271099091,2783453000000,173.061401367,175.772338867,-41.7179718018,2847369000000,152.235733032,125.844932556,-25.9657421112
2840561000000,129.804397583,112.421554565,-35.3782539368,2792381000000,160.033630371,129.83706665,-34.410282135,2881093000000,184.271911621,137.466461182,-3.70216941833,2803021000000,142.493545532,123.426979065,-31.6497745514,2788077000000,154.740982056,140.796325684,-12.8797674179,2859121000000,90.3941497803,123.459449768,-25.9594726562,2881009000000,148.628738403,118.802391052,-38.1613922119,2821765000000,192.664215088,147.78855896,-32.7819061279,2811365000000,133.543624878,104.950317383,-39.1852912903,2800701000000,137.439575195,99.806427002,-36.4397315979,2790129000000,210.885726929,178.225952148,-36.0440597534,2801901000000,126.812698364,103.053863525,-42.2462234497,2845065000000,237.217544556,193.897949219,-12.070098877,2783545000000,174.166549683,179.711334229,-42.1375350952,2847461000000,148.415802002,124.954360962,-28.332075119
2840665000000,129.090667725,112.180709839,-35.3520698547,2792477000000,154.369766235,126.002731323,-34.8660125732,2881189000000,179.339569092,135.032821655,-7.96955299377,2803113000000,138.006286621,122.463241577,-31.7249832153,2788145000000,155.555252075,142.902664185,-11.7517604828,2859221000000,79.8126068115,117.033058167,-24.6299495697,2881113000000,148.912765503,118.852035522,-38.2226142883,2821861000000,195.388153076,149.662841797,-32.8152351379,2811477000000,133.669418335,105.060897827,-39.2505149841,2800789000000,137.279174805,99.8489837646,-36.4216918945,2790233000000,157.698120117,138.829971313,-36.3399620056,2801989000000,125.894134521,102.983718872,-42.6359672546,2845177000000,242.888946533,200.805923462,-10.9130887985,2783645000000,175.271713257,183.65032959,-42.557094574,2847461000000,148.724578857,125.080253601,-28.3004951477
2840797000000,128.376937866,111.939865112,-35.3258857727,2792597000000,154.693664551,127.414855957,-34.7374038696,2881301000000,175.755722046,131.172088623,0.726601600647,2803205000000,134.029891968,119.430397034,-32.2559623718,2788277000000,142.403747559,132.384857178,-16.9046287537,2859325000000,75.5021972656,116.475868225,-24.4050922394,2881245000000,149.196792603,118.901672363,-38.2838401794,2821969000000,198.112091064,151.537139893,-32.8485679626,2811549000000,136.576766968,127.281913757,-36.1749229431,2800889000000,137.118759155,99.8915557861,-36.4036560059,2790341000000,156.843582153,139.258605957,-36.3072547913,2802081000000,124.975585938,102.913574219,-43.0257110596,2845301000000,248.56036377,207.713897705,-9.75607776642,2783805000000,135.930847168,145.439468384,-36.4798698425,2847557000000,146.951522827,123.991622925,-28.5666713715
2840913000000,127.663208008,111.699020386,-35.2997016907,2792693000000,146.107192993,123.365058899,-34.1665458679,2881301000000,174.203353882,129.736755371,-4.60733413696,2803301000000,129.344772339,116.587242126,-32.3909263611,2788381000000,140.049468994,130.532318115,-19.0145626068,2859429000000,58.7150878906,110.083114624,-22.6331958771,2881353000000,149.480819702,118.951316833,-38.3450622559,2822065000000,200.836044312,153.411407471,-32.8818969727,2811693000000,136.883850098,128.833435059,-36.0903587341,2800989000000,136.958343506,99.9341125488,-36.3856201172,2790429000000,155.989044189,139.687225342,-36.2745475769,2802161000000,133.55329895,122.918022156,-38.0093383789,2845421000000,158.56930542,128.199493408,-16.1505184174,2783961000000,125.136993408,137.878097534,-32.5314254761,2847557000000,144.153121948,124.002174377,-29.1425037384
2841037000000,133.276565552,134.390686035,-34.0317192078,2792781000000,141.95475769,122.049514771,-32.7404174805,2881425000000,169.340606689,125.483436584,-11.3730564117,2803301000000,126.968261719,115.410713196,-31.4912433624,2788457000000,135.492614746,126.899612427,-26.1864337921,2859481000000,51.0281066895,103.306945801,-22.2294120789,2881465000000,138.890548706,137.285858154,-28.567653656,2822157000000,203.5599823,155.285705566,-32.9152259827,2811765000000,131.400970459,130.703140259,-34.4910392761,2801081000000,136.797943115,99.9766845703,-36.3675804138,2790521000000,141.337814331,129.694458008,-34.0582618713,2802253000000,129.775131226,121.526634216,-36.2333755493,2845421000000,151.015548706,122.691596985,-18.9389572144,2784045000000,117.789916992,133.48097229,-30.7427215576,2847649000000,141.270126343,121.725502014,-27.9099788666
2841145000000,131.986343384,134.465332031,-31.936126709,2792957000000,138.415344238,119.6640625,-31.6043586731,2881517000000,169.17427063,125.924247742,-10.7213115692,2803397000000,124.42427063,114.73928833,-31.515794754,2788585000000,134.634521484,127.329269409,-25.8987216949,2859525000000,45.4159240723,101.724411011,-21.9268245697,2881561000000,135.829605103,137.520477295,-28.4375305176,2822325000000,147.376327515,130.123336792,-26.8958015442,2811849000000,131.237960815,132.280487061,-34.3358078003,2801165000000,134.758544922,121.773551941,-31.6295795441,2790657000000,135.54699707,127.454429626,-33.0799446106,2802337000000,125.980743408,120.857925415,-34.3412742615,2845541000000,146.049789429,118.27935791,-21.1779022217,2784045000000,114.621063232,131.531051636,-29.1604480743,2847649000000,139.977096558,121.830764771,-28.2517280579
2841145000000,131.298858643,135.430328369,-30.7891769409,2793061000000,135.216247559,117.229270935,-31.9512786865,2881749000000,157.414245605,114.841064453,-15.1985521317,2803501000000,123.279251099,114.905921936,-31.4527587891,2788669000000,127.978652954,120.42124176,-26.8752117157,2859685000000,39.8037414551,100.141876221,-21.6242370605,2881665000000,135.285446167,138.537628174,-28.1695346832,2822421000000,138.809143066,128.256912231,-25.5959835052,2811957000000,131.074966431,133.857833862,-34.1805725098,2801249000000,134.489089966,123.078590393,-31.4113960266,2790745000000,129.868164062,124.874565125,-31.9724006653,2802337000000,124.444946289,121.315910339,-33.3577423096,2845657000000,142.561248779,113.863449097,-22.5060806274,2784137000000,108.81237793,128.487731934,-30.0308074951,2847757000000,136.656646729,120.301078796,-28.8555164337
2841249000000,129.502716064,136.328796387,-30.5557346344,2793061000000,132.803161621,116.795272827,-31.1403141022,2881861000000,151.678863525,111.388916016,-18.3858604431,2803617000000,122.134246826,115.072555542,-31.3897209167,2788757000000,124.759002686,117.991981506,-27.4978141785,2859789000000,35.2281799316,86.8590087891,-21.4632415771,2881785000000,134.741287231,139.554794312,-27.9015388489,2822501000000,133.862350464,126.500579834,-26.7507953644,2812057000000,117.454498291,127.034240723,-32.4472808838,2801341000000,128.158569336,123.64377594,-29.5937652588,2790845000000,124.736984253,121.64263916,-30.0416984558,2802429000000,124.125808716,125.217346191,-32.3886070251,2845657000000,141.869842529,112.347038269,-24.1334400177,2784137000000,106.597503662,128.090316772,-28.7081432343,2847941000000,132.099822998,116.675941467,-28.9928379059
2841341000000,128.489471436,139.576751709,-30.444480896,2793149000000,131.083099365,115.375869751,-31.6467914581,2881957000000,150.099578857,110.570755005,-18.2188606262,2803725000000,116.081161499,111.969818115,-31.4776077271,2788901000000,122.270675659,116.357574463,-27.5715618134,2859901000000,29.7030944824,84.2932739258,-21.1676273346,2881893000000,134.197128296,140.571960449,-27.6335430145,2822609000000,129.328994751,124.403022766,-27.124792099,2812145000000,112.154037476,123.698043823,-29.6888446808,2801433000000,124.823791504,127.27306366,-28.4617137909,2790933000000,118.801818848,118.234603882,-29.315694809,2802529000000,123.305999756,126.445304871,-32.2081642151,2845657000000,140.73109436,112.306289673,-24.6526870728,2784237000000,101.007781982,125.386062622,-27.2677059174,2848029000000,127.046966553,113.157203674,-28.9441299438
2841425000000,127.910202026,140.885726929,-30.2327976227,2793149000000,129.477828979,115.155052185,-30.8827514648,2882061000000,148.520294189,109.752578735,-18.051858902,2803821000000,114.526504517,111.863571167,-31.422876358,2789005000000,120.655700684,115.839759827,-27.4025650024,2860001000000,24.1780090332,81.7275543213,-20.872013092,2881985000000,116.446395874,131.542022705,-25.8403873444,2822705000000,123.604660034,121.742729187,-27.3661251068,2812293000000,106.126312256,120.068725586,-29.1659812927,2801565000000,123.836715698,128.729370117,-28.1405906677,2791021000000,113.192947388,115.030319214,-29.0410919189,2802641000000,115.279647827,122.295379639,-31.3272838593,2845777000000,137.788467407,109.924346924,-25.6628189087,2784337000000,94.8923797607,121.768180847,-27.4558792114,2848125000000,122.56237793,111.053634644,-28.7452487946
2841529000000,127.330947876,142.194702148,-30.0211162567,2793241000000,128.094161987,115.135643005,-30.6310443878,2882173000000,141.793792725,104.895217896,-21.492193222,2803933000000,112.971832275,111.757339478,-31.368144989,2789097000000,117.889663696,113.554756165,-27.5897216797,2860105000000,18.652923584,79.161819458,-20.5763988495,2882093000000,111.603393555,128.172164917,-25.5818119049,2822801000000,119.237747192,118.335762024,-26.9835605621,2812397000000,104.099349976,120.207489014,-28.8126621246,2801669000000,122.849639893,130.185699463,-27.8194656372,2791021000000,110.274536133,116.072692871,-26.974653244,2802641000000,113.980743408,121.510231018,-29.002784729,2845889000000,131.828933716,102.646759033,-26.4791164398,2784417000000,91.1981964111,120.659744263,-27.1852817535,2848221000000,120.537002563,110.576065063,-28.7373046875
2841613000000,120.746383667,139.098144531,-28.5854225159,2793337000000,124.674942017,112.994033813,-29.8578548431,2882289000000,139.63432312,103.060043335,-24.594991684,2804029000000,109.423461914,111.020263672,-30.4847316742,2789213000000,116.174377441,112.882926941,-27.4392127991,2860209000000,13.1278381348,76.5960998535,-20.2807846069,2882197000000,109.396697998,128.053771973,-25.2580852509,2822905000000,114.296936035,115.234161377,-27.7111167908,2812489000000,102.072372437,120.346252441,-28.4593448639,2801745000000,121.862564087,131.641998291,-27.4983406067,2791117000000,106.651428223,111.898849487,-26.5637645721,2802721000000,111.22668457,118.75037384,-28.2418823242,2845889000000,128.668624878,100.644943237,-26.9249629974,2784517000000,87.5040130615,119.551307678,-26.914686203,2848317000000,113.414245605,102.923309326,-28.6618995667
2841717000000,119.659820557,140.034973145,-28.3133449554,2793437000000,123.113983154,112.789779663,-29.5773830414,2882289000000,139.748397827,103.75692749,-28.4917545319,2804129000000,107.224609375,109.814086914,-30.6806259155,2789325000000,114.459091187,112.211097717,-27.2887020111,2860313000000,23.9003601074,67.5345001221,-19.4247894287,2882313000000,107.190002441,127.935394287,-24.9343566895,2823001000000,111.47593689,114.230049133,-27.5846652985,2812577000000,100.045410156,120.48500824,-28.1060256958,2801853000000,120.87550354,133.098327637,-27.1772155762,2791301000000,101.817306519,107.667190552,-26.239654541,2802881000000,109.671661377,119.066795349,-27.8897724152,2845997000000,124.38458252,96.3220672607,-26.9639987946,2784689000000,83.8098297119,118.442871094,-26.6440906525,2848317000000,111.287033081,101.762161255,-28.516664505
2841801000000,115.59161377,135.750518799,-28.0787525177,2793541000000,120.693237305,110.66633606,-28.0618991852,2882385000000,138.087585449,102.664413452,-30.2534236908,2804241000000,105.465194702,109.565689087,-30.5972518921,2789421000000,113.152572632,111.36289978,-27.4274425507,2860413000000,22.0467834473,64.5265655518,-18.8262138367,2882429000000,104.983306885,127.817008972,-24.6106300354,2823089000000,104.458938599,107.610229492,-27.3124656677,2812677000000,98.0184326172,120.623771667,-27.7527065277,2801937000000,119.888427734,134.554626465,-26.856092453,2791397000000,97.1590423584,103.476531982,-25.8545532227,2802965000000,100.433349609,110.515640259,-27.614068985,2845997000000,122.514923096,94.899597168,-28.1702289581,2784789000000,80.1156463623,117.334434509,-26.3734931946,2848425000000,107.364471436,99.7278747559,-26.4309711456
2841969000000,112.538528442,133.422119141,-26.6929206848,2793657000000,117.912918091,110.169067383,-27.4041233063,2882493000000,135.710647583,101.400283813,-29.1152839661,2804337000000,103.705795288,109.317276001,-30.5138778687,2789513000000,111.430221558,110.729690552,-26.9530334473,2860513000000,21.1265563965,61.5745391846,-19.1018257141,2882549000000,102.776611328,127.698623657,-24.286901474,2823225000000,101.268051147,106.111053467,-27.178609848,2812793000000,95.9914703369,120.762535095,-27.3993873596,2802101000000,98.6170501709,110.259613037,-26.7043647766,2791489000000,94.3701477051,100.479690552,-25.7631511688,2803057000000,98.2089233398,110.05947876,-27.2660694122,2846101000000,119.820083618,93.1029663086,-28.1560001373,2784873000000,76.4214477539,116.225997925,-26.102897644,2848521000000,104.792633057,98.5373840332,-26.2952785492
2842061000000,108.256347656,132.544128418,-26.5990562439,2793765000000,116.177108765,109.788650513,-27.0387477875,2882589000000,133.949081421,100.835128784,-30.4797744751,2804433000000,99.7088928223,108.304901123,-30.5390472412,2789617000000,109.745193481,110.04788208,-26.7999401093,2860617000000,17.3236083984,58.5288391113,-18.7955608368,2882653000000,100.569915771,127.580245972,-23.9631729126,2823313000000,97.1695556641,100.999176025,-26.80418396,2812885000000,93.9645080566,120.901298523,-27.0460681915,2802221000000,96.1161804199,109.794128418,-26.3906364441,2791577000000,90.8678436279,98.4698638916,-25.3723602295,2803149000000,95.9844818115,109.603317261,-26.9180698395,2846185000000,113.588516235,87.2153167725,-30.8102722168,2784957000000,72.7272644043,115.11756134,-25.8323020935,2848617000000,98.9960479736,92.4165496826,-25.5615558624
2842165000000,106.011459351,130.415161133,-26.3125572205,2793857000000,113.678573608,108.374816895,-26.3927288055,2882589000000,133.240859985,101.399963379,-30.8173828125,2804557000000,98.2474517822,107.193786621,-30.0342464447,2789705000000,108.060165405,109.366073608,-26.6468467712,2860729000000,13.5206604004,55.4831542969,-18.4892959595,2882753000000,98.3632202148,127.461860657,-23.6394462585,2823421000000,93.9000396729,99.1870727539,-26.6577548981,2812973000000,77.2764434814,99.952331543,-26.0613574982,2802329000000,89.8879241943,104.019760132,-25.783246994,2791665000000,87.365524292,96.4600219727,-24.9815711975,2803245000000,93.760055542,109.147155762,-26.5700702667,2846189000000,111.540725708,86.4479217529,-30.5972614288,2785053000000,67.2435302734,98.2907562256,-23.6764030457,2848713000000,96.1439361572,90.7975311279,-25.3923091888
2842165000000,105.271774292,129.422424316,-25.8970241547,2793961000000,111.876693726,107.904876709,-26.0120162964,2882709000000,131.687911987,101.044128418,-31.23695755,2804673000000,96.3442077637,106.812484741,-29.9343986511,2789817000000,106.375152588,108.684280396,-26.4937534332,2860821000000,18.3081359863,52.0048675537,-17.9182186127,2882857000000,96.1565246582,127.343475342,-23.3157176971,2823517000000,90.6305236816,97.3749694824,-26.5113258362,2813065000000,74.2105560303,98.5967712402,-25.678653717,2802425000000,82.591506958,96.3538360596,-25.1992874146,2791769000000,83.8632049561,94.4501953125,-24.5907802582,2803329000000,83.410949707,98.0083770752,-24.3868694305,2846293000000,108.203414917,83.0710296631,-29.5285568237,2785153000000,63.4229125977,96.0718383789,-23.3106918335,2848825000000,93.291809082,89.1785125732,-25.2230625153
2842249000000,103.577728271,129.273300171,-25.5784130096,2794085000000,110.074813843,107.434936523,-25.6313037872,2882821000000,130.025695801,100.414138794,-31.9188041687,2804789000000,91.6678314209,104.75062561,-30.9053497314,2789917000000,105.237075806,109.329956055,-26.0253734589,2861073000000,15.2244873047,48.9229431152,-17.5988311768,2882965000000,93.9498138428,127.225090027,-22.9919910431,2823621000000,87.3610076904,95.5628662109,-26.3648967743,2813169000000,71.1446685791,97.2412261963,-25.2959499359,2802513000000,79.3846740723,94.8502502441,-24.861082077,2791849000000,81.0824279785,88.5284729004,-24.433807373,2803429000000,78.9772644043,94.2279815674,-23.4539794922,2846293000000,106.376144409,82.1767120361,-29.977848053,2785249000000,59.6555175781,92.2099151611,-19.7931423187,2848933000000,90.4396820068,87.5594940186,-25.0538158417
2842353000000,99.4965362549,127.583854675,-25.1275024414,2794193000000,108.27293396,106.965011597,-25.2505931854,2882821000000,129.28604126,101.067962646,-32.1436500549,2804893000000,88.7683563232,104.336975098,-29.0398082733,2790001000000,103.595672607,108.753982544,-25.8561954498,2861461000000,12.140838623,45.8410339355,-17.2794418335,2883069000000,68.473526001,96.4385681152,-22.3271541595,2823737000000,84.0914916992,93.7507629395,-26.2184677124,2813305000000,60.831237793,82.7869567871,-23.4585361481,2802605000000,76.1778411865,93.3466644287,-24.5228748322,2791941000000,77.6378326416,86.2056884766,-24.0558490753,2803517000000,74.7006835938,89.8338012695,-23.3147602081,2846441000000,103.522003174,80.1389770508,-30.0493087769,2785345000000,55.8392944336,89.8562469482,-19.2714481354,2849017000000,83.9788818359,82.619720459,-23.2706336975
2842441000000,97.1056518555,125.427612305,-24.7826404572,2794313000000,102.90007019,103.676513672,-24.8023796082,2882929000000,127.647140503,100.387390137,-32.5783081055,2805005000000,87.3894805908,103.498703003,-27.7191123962,2790109000000,101.436447144,108.581634521,-24.7832679749,2861797000000,9.17147827148,38.8261108398,-15.1271905899,2883181000000,64.4705352783,92.2266845703,-22.1313915253,2823857000000,80.8219909668,91.938659668,-26.0720386505,2813389000000,58.4227294922,78.769241333,-22.831943512,2802697000000,68.3893280029,84.4405212402,-24.1984329224,2792021000000,75.1550445557,83.420211792,-23.8792858124,2803677000000,70.2643127441,85.4170684814,-18.5154266357,2846581000000,99.3008422852,77.1822967529,-29.4322090149,2785481000000,52.0230407715,87.5025787354,-18.749753952,2849105000000,80.8407592773,80.7375183105,-23.0148334503
2842441000000,96.6895294189,124.7784729,-23.6915798187,2794429000000,100.815155029,102.983169556,-24.4181232452,2883041000000,123.205749512,101.055465698,-32.7992553711,2805121000000,84.3517456055,102.805618286,-26.4624824524,2790205000000,99.7515411377,108.03956604,-24.568523407,2862005000000,6.09719848633,35.4209899902,-14.7171525955,2883273000000,60.6266784668,88.1295928955,-21.4529628754,2823945000000,72.5183105469,80.796005249,-24.8700885773,2813493000000,54.8819580078,76.2228851318,-22.3743572235,2802785000000,64.7978668213,82.3154907227,-23.8608703613,2792185000000,71.7911987305,81.05859375,-23.512172699,2803769000000,67.0300292969,83.4087219238,-17.835647583,2846581000000,97.4666595459,76.9177703857,-30.129524231,2785573000000,51.2947998047,76.6802368164,-19.3316955566,2849197000000,77.7026367188,78.8553314209,-22.7590332031
2842441000000,95.7296905518,125.121963501,-22.8973464966,2794549000000,97.8798828125,102.142211914,-23.5373535156,2883149000000,120.573867798,100.801940918,-32.9716033936,2805225000000,82.1348571777,102.246749878,-26.2066574097,2790305000000,98.2382049561,107.436447144,-24.2864189148,2862453000000,1.693359375,26.152557373,-13.9756383896,2883389000000,54.743560791,77.2714233398,-22.4942264557,2824057000000,68.2814025879,78.5307159424,-23.6714859009,2813589000000,50.7757263184,72.0780944824,-21.1505413055,2802889000000,61.2063903809,80.1904602051,-23.5233058929,2792289000000,68.9745788574,77.1994628906,-23.2816486359,2803905000000,63.3787231445,78.599029541,-17.4163722992,2846713000000,93.7303314209,74.1125488281,-29.6878948212,2785657000000,47.7335510254,73.6272125244,-18.8636169434,2849305000000,74.2863616943,74.6043548584,-23.1126117706
2842541000000,94.8939208984,125.009170532,-19.2098407745,2794661000000,95.7236785889,101.43649292,-23.1275348663,2883261000000,118.624771118,100.26612854,-33.380153656,2805325000000,79.91796875,101.687896729,-25.9508323669,2790389000000,97.4341888428,107.033050537,-24.041103363,2862813000000,-1.49365234375,22.2501983643,-13.5492229462,2883517000000,50.7857055664,74.0472412109,-22.2099761963,2824149000000,65.1863861084,74.5660552979,-22.8144035339,2813677000000,47.185760498,69.3926544189,-20.6569480896,2802997000000,57.6149291992,78.0654296875,-23.1857433319,2792389000000,65.6574707031,74.7099609375,-22.9217739105,2804009000000,60.1080932617,76.3464202881,-16.7503299713,2846713000000,91.9261016846,73.8745269775,-29.1240177155,2785757000000,45.0354309082,71.4598846436,-18.0476207733,2849465000000,71.1256561279,72.5298156738,-22.8882007599
2842541000000,94.035949707,123.688720703,-20.1988277435,2794785000000,93.5674591064,100.730789185,-22.7177181244,2883381000000,117.360916138,99.9357147217,-32.7426757812,2805445000000,77.7010803223,101.12902832,-25.6950073242,2790477000000,95.8403320312,106.498458862,-23.8216152191,2862969000000,-4.58456420898,11.1215209961,-12.5638227463,2883625000000,46.8278808594,70.823059082,-21.9257259369,2824253000000,61.5512084961,71.9588165283,-22.5344600677,2813761000000,43.5957946777,66.7072296143,-20.1633548737,2803085000000,54.0234680176,75.9403991699,-22.8481788635,2792477000000,62.3403625488,72.2204742432,-22.5618991852,2804129000000,58.3269042969,74.8348388672,-17.1124286652,2846849000000,89.0796051025,72.0060577393,-29.1312713623,2785853000000,43.0434265137,67.1494293213,-17.5246887207,2849629000000,65.7929077148,68.5385284424,-22.4495029449
2842633000000,92.456741333,123.23361969,-19.7108612061,2794885000000,91.4112548828,100.02507019,-22.3079013824,2883497000000,113.407562256,100.177871704,-32.1335754395,2805577000000,75.4841918945,100.570159912,-25.4391822815,2790577000000,94.2464904785,105.963851929,-23.6021251678,2863061000000,-7.76333618164,6.60009765625,-12.109703064,2883729000000,42.8700256348,67.5988769531,-21.6414756775,2824361000000,57.3514709473,68.0313720703,-21.2435321808,2813905000000,42.3365783691,65.2230682373,-19.3470993042,2803169000000,50.4320068359,73.8153686523,-22.5106163025,2792581000000,60.8987121582,69.9617004395,-21.3634414673,2804209000000,56.1005249023,71.9183044434,-18.0121059418,2846981000000,86.2331085205,70.137588501,-29.1385269165,2785937000000,41.5782775879,63.2953948975,-17.509016037,2849717000000,62.5518188477,66.3648529053,-22.4406471252
