P1_time_percent,P1_error_X,P1_error_Y,P1_error_Angle,P2_time_percent,P2_error_X,P2_error_Y,P2_error_Angle,P3_time_percent,P3_error_X,P3_error_Y,P3_error_Angle,P4_time_percent,P4_error_X,P4_error_Y,P4_error_Angle,P5_time_percent,P5_error_X,P5_error_Y,P5_error_Angle,PD1_time_percent,PD1_error_X,PD1_error_Y,PD1_error_Angle,PD2_time_percent,PD2_error_X,PD2_error_Y,PD2_error_Angle,PD3_time_percent,PD3_error_X,PD3_error_Y,PD3_error_Angle,PD4_time_percent,PD4_error_X,PD4_error_Y,PD4_error_Angle,PD5_time_percent,PD5_error_X,PD5_error_Y,PD5_error_Angle,PID1_time_percent,PID1_error_X,PID1_error_Y,PID1_error_Angle,PID2_time_percent,PID2_error_X,PID2_error_Y,PID2_error_Angle,PID3_time_percent,PID3_error_X,PID3_error_Y,PID3_error_Angle,PID4_time_percent,PID4_error_X,PID4_error_Y,PID4_error_Angle,PID5_time_percent,PID5_error_X,PID5_error_Y,PID5_error_Angle
2844693000000,48.6944274902,94.4896240234,-13.8513231277,2797265000000,46.7176513672,71.9443206787,-13.460521698,2885401000000,64.1428833008,91.2314605713,-22.2864723206,2808029000000,26.2635192871,71.6512451172,-9.18860626221,2792969000000,53.2954101562,73.5325775146,-18.2236862183,2867157000000,-31.470489502,-8.39770507812,-3.14721798897,2886493000000,-1.29455566406,17.4185028076,-7.32286167145,2826885000000,12.9418945312,27.7571105957,-10.9868841171,2816341000000,-0.0298767089844,31.0170898438,-9.21495723724,2805633000000,14.3969726562,30.7149353027,-13.1973247528,2794681000000,19.6365966797,33.0389099121,-13.0478630066,2806537000000,10.8268737793,33.5875854492,-13.124537468,2849361000000,25.1697998047,30.9986877441,-17.7977561951,2788533000000,3.55673217773,23.865524292,-7.99422168732,2851525000000,24.7817993164,37.9257507324,-12.9907999039
2844797000000,47.4224853516,92.3001556396,-13.4680891037,2797373000000,44.9459533691,70.9178924561,-13.1628112793,2885497000000,61.9198303223,90.8077850342,-22.0296878815,2808029000000,24.9382019043,71.4653167725,-8.86953735352,2793057000000,51.8700561523,76.9588775635,-16.4775600433,2867265000000,-32.7930908203,-9.09587097168,-2.83933925629,2886609000000,-1.44296264648,18.2584075928,-7.09254932404,2826985000000,10.9236755371,26.0033874512,-10.5852336884,2816445000000,0.16650390625,30.7263336182,-9.71553897858,2805757000000,12.9931945801,29.9006500244,-12.1761074066,2794785000000,18.2948608398,31.505279541,-12.7539615631,2806621000000,8.04797363281,31.3854522705,-13.142873764,2849453000000,23.6784057617,30.8660430908,-16.5755634308,2788645000000,2.69171142578,23.2352142334,-8.31698036194,2851525000000,24.8984680176,37.5989379883,-12.7895183563
2844905000000,45.1969909668,91.6231536865,-13.2101421356,2797493000000,43.1742858887,69.8914642334,-12.8651008606,2885597000000,59.6967773438,90.3841247559,-21.7729034424,2808129000000,24.2774047852,70.5141448975,-9.20426082611,2793057000000,51.3294372559,78.2130584717,-15.622792244,2867365000000,-33.4552307129,-9.07359313965,-3.21705031395,2886717000000,-2.83178710938,17.4665527344,-6.94101810455,2827089000000,8.90545654297,24.2496643066,-10.1835842133,2816541000000,-2.39672851562,29.9477996826,-10.0639677048,2805869000000,11.0773925781,28.1884155273,-11.9664735794,2794785000000,18.7414855957,31.0771484375,-12.5341901779,2806761000000,6.07369995117,29.8548278809,-12.8488388062,2849593000000,22.3848266602,29.8408508301,-15.889339447,2788761000000,0.811126708984,21.7706604004,-8.09263420105,2851633000000,22.8534240723,36.4544677734,-13.1481723785
2845009000000,44.507598877,90.4640655518,-13.5898199081,2797601000000,42.2123718262,69.4318084717,-11.7467317581,2885701000000,57.5517578125,89.2534484863,-20.6648387909,2808217000000,22.1600646973,69.4013519287,-8.39824867249,2793149000000,49.0984191895,81.2182617188,-14.379781723,2867481000000,-33.3668518066,-8.56161499023,-3.39877748489,2886813000000,-4.21649169922,16.3712615967,-6.74849081039,2827189000000,9.32684326172,22.723236084,-10.3432779312,2816633000000,-4.31326293945,28.7861022949,-9.89006519318,2805973000000,9.34744262695,26.8206176758,-12.09100914,2794789000000,17.7916870117,31.1288757324,-12.2177762985,2806865000000,4.09945678711,28.3242034912,-12.5548028946,2849701000000,20.1452331543,27.4830169678,-15.4958467484,2788861000000,-1.06945800781,20.3060913086,-7.86828947067,2851741000000,21.1088256836,35.3461608887,-13.9018592834
2845121000000,42.4843139648,88.5086517334,-13.149014473,2797713000000,40.5028381348,68.4488677979,-11.4065485001,2885701000000,56.946472168,88.8949432373,-19.7158088684,2808321000000,20.3737487793,69.3105621338,-7.30602216721,2793253000000,46.1166687012,86.6215820312,-13.4337501526,2867577000000,-34.5122070312,-9.09558105469,-3.15003228188,2886921000000,-5.38793945312,15.7453308105,-6.64308786392,2827301000000,6.62512207031,21.6333618164,-9.44612312317,2816737000000,-5.83285522461,28.2754974365,-9.9545955658,2806081000000,8.32461547852,25.780090332,-11.9230461121,2794877000000,16.3388061523,29.8690948486,-11.8695983887,2806973000000,2.36734008789,27.6459350586,-10.5406188965,2849801000000,19.0935058594,26.3996276855,-14.9547195435,2788965000000,-2.95004272461,18.8415374756,-7.64394378662,2851861000000,19.5715332031,33.7140808105,-15.7160902023
2845121000000,41.2728271484,88.3539886475,-12.651386261,2797809000000,38.3792724609,66.2837524414,-11.8077688217,2885805000000,54.8648681641,88.4270782471,-19.3824005127,2808433000000,18.977722168,68.4355773926,-7.06117153168,2793349000000,44.2207641602,87.7987518311,-13.0178518295,2867693000000,-34.4424133301,-9.19854736328,-3.47102570534,2887017000000,-6.50805664062,15.3173370361,-6.66974782944,2827413000000,4.7141418457,19.9498596191,-9.04647827148,2816845000000,-7.55722045898,27.0059814453,-9.66462612152,2806181000000,8.62744140625,24.6738586426,-9.64523983002,2794969000000,14.8859558105,28.6093139648,-11.5214204788,2807081000000,1.16741943359,25.2220458984,-10.6529693604,2849945000000,17.1934814453,24.7747497559,-13.479637146,2789149000000,-4.83062744141,17.3769683838,-7.41959857941,2851957000000,17.4167175293,32.7895355225,-15.3862228394
2845217000000,39.0274047852,86.191619873,-12.669298172,2797921000000,37.678314209,65.7409667969,-11.2900753021,2885905000000,52.7832641602,87.9592132568,-19.0489940643,2808545000000,17.4149169922,67.4552612305,-6.88003063202,2793453000000,42.3248596191,88.9759216309,-12.6019525528,2867781000000,-35.4823608398,-9.69509887695,-3.25212812424,2887101000000,-8.08850097656,13.9822692871,-6.30011034012,2827553000000,3.24142456055,19.1121673584,-8.60328578949,2816957000000,-7.53045654297,24.6449890137,-9.48744297028,2806269000000,7.48895263672,23.3853302002,-9.76566505432,2795057000000,15.8205871582,27.8832550049,-12.0627002716,2807185000000,-0.721740722656,23.6780395508,-10.2951307297,2850089000000,15.253692627,23.3743438721,-13.0220746994,2789229000000,-6.71118164062,15.9124145508,-7.19525337219,2852073000000,15.4552307129,31.5944671631,-14.5336275101
2845217000000,39.0606384277,85.9849090576,-13.4902143478,2797921000000,37.2704467773,65.6876068115,-11.9338464737,2886009000000,50.1004943848,88.5523071289,-14.7535257339,2808657000000,15.8049926758,66.6372070312,-6.96545791626,2793541000000,40.4289550781,90.1530914307,-12.1860542297,2867901000000,-36.522277832,-10.1916656494,-3.03323078156,2887189000000,-8.22839355469,13.028793335,-6.48334693909,2827653000000,1.84387207031,17.9714660645,-8.54866218567,2817069000000,-9.8408203125,24.7590179443,-8.6434545517,2806421000000,6.0637512207,21.9708557129,-9.34560966492,2795057000000,14.4007873535,27.6427154541,-11.9408721924,2807265000000,-1.54483032227,22.6952514648,-10.7893342972,2850201000000,13.313873291,21.9739227295,-12.5645132065,2789325000000,-8.59176635742,14.4478607178,-6.97090816498,2852193000000,12.6270446777,29.4081420898,-14.3765306473
2845309000000,37.4790649414,84.8188323975,-13.2530937195,2798029000000,35.7292175293,64.7412719727,-11.6694145203,2886009000000,49.3460388184,87.8165740967,-15.2572746277,2808765000000,13.6650085449,64.6076660156,-7.49568843842,2793629000000,38.5330505371,91.3302764893,-11.770154953,2868017000000,-37.5621948242,-10.6882171631,-2.81433320045,2887305000000,-9.68319702148,11.7269897461,-6.14342594147,2827757000000,1.98498535156,16.6739959717,-8.29307937622,2817165000000,-11.4780883789,23.5255126953,-8.32924938202,2806529000000,3.7783203125,21.5895996094,-7.52787256241,2795161000000,13.0775146484,26.3381195068,-11.1798858643,2807365000000,-2.77752685547,21.3707122803,-11.2774162292,2850341000000,11.4717102051,20.1806182861,-12.3273649216,2789425000000,-10.4723510742,12.983291626,-6.74656248093,2852305000000,11.0690917969,27.2253112793,-13.4974622726
2845485000000,36.5170898438,84.1440887451,-12.8946809769,2798149000000,34.1880187988,63.7949371338,-11.4049825668,2886009000000,49.698425293,88.7853240967,-14.8471689224,2808765000000,12.4909057617,64.489364624,-7.20002985001,2793733000000,38.4501037598,84.0717926025,-10.926484108,2868141000000,-35.80859375,-9.65325927734,-3.37574791908,2887453000000,-11.2675476074,12.0630645752,-6.09103727341,2827877000000,0.713958740234,15.1819915771,-8.49228191376,2817269000000,-13.1153259277,22.2920074463,-8.01504421234,2806617000000,2.27819824219,20.2651062012,-7.03025817871,2795273000000,11.8048400879,25.1922454834,-10.8647594452,2807461000000,-4.42227172852,20.5038146973,-10.938835144,2850341000000,10.1079101562,20.1102905273,-12.2966518402,2789525000000,-12.352935791,11.518737793,-6.52221727371,2852413000000,9.38186645508,25.6114501953,-13.2397060394
2845485000000,34.8599243164,84.2594146729,-12.0526561737,2798249000000,32.6467895508,62.8486022949,-11.1405506134,2886109000000,47.7956542969,87.4267730713,-14.9143466949,2808865000000,10.7877197266,63.5481414795,-6.82336521149,2793833000000,36.6932678223,84.6019287109,-10.4881420135,2868265000000,-36.0072937012,-9.66453552246,-3.42068767548,2887561000000,-12.4271240234,9.78495788574,-6.05523967743,2827977000000,-2.85595703125,13.445098877,-8.58059501648,2817365000000,-14.7525634766,21.0585174561,-7.7008395195,2806717000000,0.778076171875,18.940612793,-6.53264427185,2795361000000,10.6938476562,23.9301452637,-10.6641187668,2807565000000,-5.28936767578,19.1300506592,-10.6336956024,2850433000000,8.2255859375,18.795501709,-11.874499321,2789669000000,-2.07846069336,13.6012420654,-7.2334856987,2852521000000,7.16958618164,24.9227142334,-13.662946701
2845561000000,33.5188598633,82.4168548584,-11.7870550156,2798341000000,32.5343322754,62.836517334,-10.9561328888,2886109000000,47.8512573242,87.4404296875,-14.8627157211,2808969000000,9.08456420898,62.606918335,-6.4467010498,2793929000000,34.8451538086,81.9251251221,-9.73225688934,2868381000000,-36.3220825195,-9.76184082031,-3.48123168945,2887673000000,-14.4263305664,9.37252807617,-6.04887247086,2828081000000,-4.65148925781,11.8875732422,-8.25294208527,2817477000000,-15.0164489746,22.1608734131,-7.34339570999,2806809000000,-0.722045898438,17.6161193848,-6.03502988815,2795473000000,10.0376586914,22.1598052979,-10.5474128723,2807673000000,-6.94857788086,17.7094421387,-10.3566179276,2850529000000,7.40270996094,18.6860961914,-10.8225631714,2789773000000,-2.18087768555,12.8942260742,-8.15697956085,2852521000000,7.46829223633,24.2743682861,-13.0987873077
2845645000000,31.9974975586,81.3289642334,-11.5109195709,2798453000000,30.472076416,61.6513214111,-9.95742797852,2886109000000,46.6923217773,87.5070648193,-14.7609863281,2809065000000,8.86404418945,62.9595794678,-5.83993053436,2794017000000,33.0604248047,80.0116729736,-8.46744632721,2868525000000,-37.833404541,-9.29309082031,-1.77392983437,2887741000000,-15.9154663086,8.18891906738,-5.75638389587,2828181000000,-4.51361083984,10.7850341797,-7.53464174271,2817581000000,-16.5440368652,21.1138458252,-7.02688789368,2806917000000,-2.22216796875,16.2916259766,-5.53741550446,2795561000000,8.9778137207,20.7805328369,-10.3180046082,2807777000000,-8.60778808594,16.288848877,-10.0795402527,2850637000000,7.30532836914,17.4426422119,-11.0617637634,2789865000000,-1.14315795898,12.1448669434,-5.29425144196,2852617000000,6.45718383789,23.2141418457,-12.9541387558
2845745000000,31.3366088867,80.6551055908,-11.2078723907,2798545000000,28.9909973145,60.7530212402,-9.65962600708,2886209000000,45.6524047852,86.8141326904,-14.5669593811,2809173000000,6.94317626953,61.7308807373,-5.93544197083,2794101000000,31.9519042969,77.5952606201,-8.06586933136,2868637000000,-38.6297302246,-9.54412841797,-1.53807580471,2887825000000,-17.4046020508,7.0052947998,-5.46389484406,2828293000000,-6.14019775391,9.26727294922,-7.18658876419,2817681000000,-16.1394348145,20.2525634766,-7.2662062645,2807025000000,-3.72229003906,14.9671325684,-5.0398015976,2795561000000,8.11709594727,20.9381866455,-10.0401983261,2807881000000,-8.04528808594,16.8895111084,-10.6059179306,2850737000000,6.28720092773,16.5643920898,-10.8236703873,2789969000000,0.797576904297,12.0579071045,-7.15094566345,2852617000000,6.39144897461,23.0313720703,-12.9097366333
2845745000000,30.5110168457,80.1244659424,-11.2119588852,2798657000000,26.8391723633,60.5043029785,-9.01395702362,2886209000000,45.0534973145,86.4384155273,-13.5398206711,2809285000000,5.80087280273,60.3417663574,-6.21173906326,2794101000000,31.3143615723,76.9713592529,-7.41850566864,2868745000000,-39.803894043,-9.44262695312,-1.34104084969,2887997000000,-17.6867980957,6.11883544922,-5.8762793541,2828401000000,-9.51773071289,8.47747802734,-6.93707704544,2817789000000,-17.5048217773,19.2211303711,-6.97881650925,2807133000000,-4.36752319336,13.7111663818,-9.22402572632,2795653000000,6.9548034668,19.8373413086,-9.74670600891,2807881000000,-9.57620239258,16.5975341797,-10.4904375076,2850737000000,4.44793701172,16.4779052734,-10.7886142731,2790065000000,1.20584106445,11.1584625244,-7.1055598259,2852717000000,4.21737670898,21.9889373779,-12.0322704315
2845745000000,30.9873046875,80.5051269531,-11.3400363922,2798773000000,25.3001708984,59.6620941162,-8.69847011566,2886209000000,44.3234558105,86.8936004639,-13.3572950363,2809405000000,4.85250854492,59.3922576904,-5.74138879776,2794201000000,30.33984375,75.3254089355,-7.27516889572,2868865000000,-40.3347473145,-9.53883361816,-1.3585588932,2888125000000,-19.0752258301,4.96002197266,-5.62175559998,2828505000000,-11.0490722656,7.48120117188,-7.0611000061,2817901000000,-18.8702087402,18.1897125244,-6.691426754,2807225000000,-5.73889160156,13.5972595215,-6.91829967499,2795761000000,7.0110168457,18.7813262939,-9.57719707489,2807985000000,-11.0547485352,15.4293365479,-10.2623329163,2850849000000,4.61337280273,15.5514831543,-10.6369686127,2790065000000,2.25729370117,11.5483093262,-7.09433507919,2852825000000,2.75280761719,20.2487640381,-11.7192087173
2845745000000,30.0310974121,80.6717071533,-10.8528623581,2798865000000,25.3465881348,59.1983642578,-8.14948368073,2886317000000,43.9167785645,86.5368804932,-12.8219842911,2809509000000,3.34063720703,58.4749908447,-5.40641498566,2794201000000,30.7481994629,75.4152679443,-7.44524097443,2869105000000,-41.137512207,-9.74810791016,-1.13794124126,2888225000000,-20.4636230469,3.8011932373,-5.36723136902,2828621000000,-12.8046875,6.06663513184,-6.74304914474,2818017000000,-20.2355651855,17.1582946777,-6.40403747559,2807325000000,-7.17114257812,12.3773193359,-6.55701637268,2795889000000,6.05145263672,17.5867614746,-9.69042491913,2808085000000,-12.3236999512,14.635848999,-9.77116680145,2850949000000,2.80908203125,14.685333252,-10.6210956573,2790185000000,1.91061401367,10.6380310059,-6.94863843918,2852917000000,1.88369750977,19.6127471924,-11.8577127457
2845841000000,29.0944824219,79.6746826172,-10.333275795,2798981000000,23.9438781738,58.3887023926,-7.82210826874,2886317000000,42.3197631836,86.7882232666,-11.7496385574,2809617000000,1.82873535156,57.5577087402,-5.07144117355,2794201000000,29.353729248,76.2606506348,-5.6317987442,2869429000000,-41.9490661621,-10.1330566406,-1.12758016586,2888345000000,-20.2754821777,3.9281463623,-5.29684972763,2828729000000,-13.272064209,4.70184326172,-6.39076089859,2818121000000,-21.6009521484,16.1268615723,-6.11664772034,2807429000000,-8.60336303711,11.1573638916,-6.19573259354,2795889000000,5.44720458984,16.7660217285,-9.48839378357,2808193000000,-13.4609985352,14.3047943115,-9.36632633209,2851061000000,2.21240234375,13.5686798096,-10.6660461426,2790289000000,1.56396484375,9.72775268555,-6.80294132233,2852917000000,0.512115478516,19.8160552979,-11.555519104
2845841000000,29.3970947266,79.5650787354,-10.2134580612,2799081000000,22.0401306152,57.1326293945,-7.76095676422,2886429000000,40.3889160156,86.4242095947,-11.7712259293,2809725000000,0.316864013672,56.6404266357,-4.73646736145,2794293000000,28.8000488281,74.2294921875,-6.03470420837,2869829000000,-42.4645080566,-10.252532959,-1.44802939892,2888461000000,-21.5347900391,2.87463378906,-5.05199098587,2828833000000,-14.7153625488,3.43894958496,-6.78284502029,2818225000000,-21.546661377,16.9421081543,-6.74307870865,2807565000000,-10.0355834961,9.93742370605,-5.83444881439,2795893000000,5.72003173828,17.3024597168,-9.43579959869,2808289000000,-14.8928222656,13.2401733398,-9.11560630798,2851061000000,2.30212402344,13.3364562988,-10.6736593246,2790377000000,1.51751708984,9.30049133301,-6.96033525467,2853021000000,-0.890258789062,18.811630249,-11.3057479858
2845841000000,28.4389953613,79.8342590332,-10.0824737549,2799201000000,20.3564758301,57.0451812744,-7.36018037796,2886533000000,36.700592041,85.5899963379,-11.7188634872,2809833000000,-1.19500732422,55.72315979,-4.40149354935,2794293000000,28.2317810059,73.836807251,-6.35668611526,2870373000000,-41.6271972656,-10.493057251,-1.71243691444,2888593000000,-23.8957824707,3.43347167969,-5.46286678314,2828937000000,-15.1782531738,3.2214050293,-6.51411724091,2818333000000,-22.8041687012,16.0510101318,-6.50083589554,2807677000000,-11.3068237305,10.3449554443,-5.82391500473,2795893000000,4.802734375,17.5463104248,-9.21917057037,2808385000000,-16.3246765137,12.175567627,-8.86488628387,2851153000000,1.01391601562,12.12059021,-10.5137424469,2790477000000,1.03982543945,8.58422851562,-7.07342672348,2853153000000,-2.29263305664,17.8072052002,-11.0559778214
2845941000000,26.9729614258,79.2994995117,-9.72215270996,2799321000000,18.8897705078,56.2643127441,-7.04192352295,2886633000000,35.106628418,85.2907409668,-11.3054628372,2809933000000,-1.70425415039,55.3987731934,-4.64693927765,2794405000000,27.294708252,72.8242340088,-5.88774394989,2870693000000,-42.2168579102,-11.0447235107,-2.17228055,2888729000000,-25.2482910156,2.51637268066,-5.25189161301,2829045000000,-16.6999816895,1.93006896973,-6.23312473297,2818421000000,-22.0999755859,15.0075531006,-6.8233795166,2807793000000,-12.7262268066,9.25476074219,-5.47984075546,2795989000000,4.49407958984,16.3659973145,-8.86596393585,2808485000000,-16.5908813477,11.7711639404,-8.72190761566,2851153000000,0.00912475585938,12.2870635986,-10.3806219101,2790477000000,0.5576171875,8.73579406738,-7.29099035263,2853249000000,-4.2282409668,16.5506286621,-10.8070812225
2846013000000,26.0492248535,78.4981384277,-9.60373783112,2799445000000,16.979888916,55.8679504395,-6.46929359436,2886725000000,32.2472839355,83.2171478271,-11.534488678,2810029000000,-3.13931274414,54.5269317627,-4.3425860405,2794505000000,26.0856628418,72.4095001221,-5.45934057236,2870861000000,-42.8460083008,-11.2923583984,-2.048214674,2888921000000,-25.0985107422,2.7229309082,-5.38698577881,2829153000000,-17.7973937988,1.19232177734,-6.25002384186,2818529000000,-23.1942749023,14.1037597656,-6.60857248306,2807889000000,-12.7972717285,7.837890625,-5.95946931839,2795989000000,5.04476928711,16.3282775879,-8.29240322113,2808577000000,-17.6033630371,10.8821563721,-8.35474967957,2851257000000,-0.532562255859,11.208114624,-9.37259292603,2790581000000,0.209350585938,7.96998596191,-7.19050121307,2853345000000,-5.6750793457,15.5251617432,-10.5573596954
2846113000000,24.9425048828,77.8575744629,-9.37314224243,2799549000000,15.4747314453,55.1204528809,-6.13791227341,2886837000000,30.5510864258,82.7360992432,-11.6176662445,2810133000000,-3.17193603516,54.4220581055,-4.89301204681,2794593000000,25.3600158691,70.254776001,-5.28734445572,2870973000000,-38.8960571289,-8.41816711426,-2.02889037132,2889025000000,-27.5826416016,2.03071594238,-4.7941160202,2829265000000,-18.3026733398,0.983032226562,-6.09463405609,2818645000000,-23.0527648926,14.071975708,-6.53303813934,2808001000000,-14.1030883789,6.72016906738,-5.65535497665,2795989000000,3.10772705078,15.7082519531,-8.52006912231,2808665000000,-18.7233581543,10.1650390625,-8.21984767914,2851257000000,0.197784423828,11.4653778076,-8.84208679199,2790669000000,-0.901916503906,7.26718139648,-7.02595949173,2853441000000,-7.12194824219,14.499710083,-10.3076381683
2846277000000,23.0610351562,77.1816101074,-8.6764087677,2799633000000,14.3983764648,54.7969665527,-5.29180288315,2886837000000,28.8647766113,82.7509918213,-11.40284729,2810229000000,-4.29663085938,53.8930206299,-4.89342355728,2794673000000,23.9308776855,68.7775878906,-6.07220840454,2871081000000,-46.6456604004,-10.1652374268,-1.44767689705,2889129000000,-28.917755127,1.22108459473,-4.58040571213,2829369000000,-19.2336120605,0.474411010742,-5.96198272705,2818765000000,-24.0414428711,13.2427520752,-6.32496261597,2808121000000,-15.4089355469,5.60244750977,-5.35124063492,2796093000000,2.54205322266,16.4016876221,-6.61128282547,2808773000000,-19.0269775391,8.8641204834,-7.94648218155,2851409000000,-0.769378662109,10.5705566406,-8.88902187347,2790753000000,-1.31674194336,6.50686645508,-6.92209243774,2853521000000,-8.56878662109,13.4742584229,-10.0579166412
2846373000000,21.9226989746,76.5254058838,-8.40071392059,2799733000000,12.9300537109,54.0859069824,-4.93378019333,2886945000000,26.7637634277,82.2357788086,-10.9214191437,2810321000000,-7.0329284668,53.7667388916,-3.93262600899,2794673000000,23.2153320312,68.8432617188,-5.89481449127,2871209000000,-51.327545166,-11.7325897217,-1.27085018158,2889273000000,-28.2016906738,0.744522094727,-4.66851902008,2829481000000,-21.6059265137,0.397918701172,-5.6384601593,2818857000000,-23.3718261719,13.0140991211,-6.16816759109,2808233000000,-16.3430786133,6.72645568848,-5.82852649689,2796201000000,1.73928833008,15.7632293701,-6.27338600159,2808869000000,-20.2282714844,7.86068725586,-7.69968128204,2851409000000,2.20663452148,12.3623352051,-8.9747428894,2790857000000,-0.905883789062,6.76179504395,-7.1551451683,2853677000000,-10.015625,12.4488067627,-9.80819606781
2846469000000,21.2285766602,75.7007141113,-8.57736110687,2799833000000,11.4617614746,53.3748474121,-4.57575750351,2887053000000,24.4356689453,81.2965393066,-9.88430690765,2810409000000,-7.21270751953,53.0771331787,-3.91198015213,2794845000000,22.0677185059,68.2601928711,-5.55742120743,2871317000000,-52.563873291,-11.9940643311,-1.12539029121,2889473000000,-28.7777709961,0.0967864990234,-3.73706269264,2829593000000,-23.0536499023,-0.604232788086,-5.38255357742,2818949000000,-24.2179870605,12.2364807129,-5.96257734299,2808405000000,-17.6182250977,5.79385375977,-5.56195259094,2796313000000,1.89135742188,14.2819976807,-6.49639034271,2808973000000,-20.605255127,7.32461547852,-7.91627979279,2851565000000,-1.37185668945,9.9079284668,-9.11048698425,2790857000000,-1.82507324219,6.94671630859,-7.17053985596,2853853000000,-10.7044677734,11.5456390381,-10.0985298157
2846469000000,20.7915344238,76.2627563477,-9.83662986755,2799925000000,10.353302002,53.0504608154,-4.32867670059,2887165000000,22.1987304688,80.5697784424,-9.65870761871,2810509000000,-7.93414306641,52.4161987305,-3.80720162392,2794925000000,20.9201049805,67.6771240234,-5.22002744675,2871457000000,-49.5281677246,-9.9045715332,-0.590582311153,2889589000000,-29.8834228516,-0.672164916992,-3.50105667114,2829701000000,-22.7647399902,-0.447494506836,-5.55981969833,2819041000000,-23.934967041,12.3066558838,-6.84831762314,2808521000000,-19.7721252441,6.57041931152,-1.85356140137,2796313000000,2.51168823242,14.3303070068,-6.66066169739,2809077000000,-21.3857727051,6.41250610352,-7.69035577774,2851665000000,-4.21505737305,8.91833496094,-8.25647640228,2790957000000,-2.0432434082,5.84574890137,-7.21023464203,2853961000000,-15.1434936523,9.67835998535,-9.25263023376
2846565000000,19.7504882812,75.7010192871,-9.67222309113,2800013000000,10.1381225586,52.2968444824,-5.14687585831,2887277000000,20.200592041,79.5363311768,-9.24987602234,2810621000000,-9.78854370117,51.2360687256,-3.85689091682,2795021000000,20.7237243652,65.899230957,-5.86053752899,2871573000000,-49.1790161133,-9.69006347656,-0.978005826473,2889657000000,-30.989074707,-1.4411315918,-3.26505088806,2829809000000,-24.4143981934,-1.40185546875,-5.52556467056,2819129000000,-24.1341247559,12.0085296631,-6.59479379654,2808669000000,-18.5836181641,5.34385681152,-2.63155913353,2796313000000,1.54827880859,14.4443054199,-6.79216003418,2809177000000,-22.1596679688,5.8815612793,-8.49346637726,2851833000000,-5.0244140625,7.46162414551,-7.82584047318,2790957000000,-2.78695678711,6.04327392578,-7.07200050354,2854081000000,-17.3559570312,8.58442687988,-7.54589605331
2846661000000,18.017364502,74.8950042725,-9.4510974884,2800113000000,8.59280395508,51.5095977783,-5.00421619415,2887381000000,18.2703552246,78.7526245117,-9.23731613159,2810725000000,-10.5140075684,51.228012085,-4.41088104248,2795021000000,21.1455383301,65.9783935547,-5.95132923126,2871697000000,-47.359954834,-9.91156005859,-0.800520539284,2889773000000,-30.9364318848,-1.39205932617,-3.17954039574,2829909000000,-25.32421875,-2.01358032227,-6.74079942703,2819221000000,-23.9594116211,11.9758300781,-6.69995641708,2808765000000,-19.9974060059,4.05688476562,-3.6837143898,2796417000000,0.914764404297,13.8677978516,-6.53583288193,2809273000000,-23.2290649414,4.96165466309,-8.32663345337,2851961000000,-7.01373291016,5.83839416504,-7.83308362961,2791053000000,-3.26000976562,5.50625610352,-7.00293779373,2854201000000,-20.2958374023,6.13696289062,-7.62207174301
2846765000000,16.9163818359,74.3121185303,-9.28351020813,2800113000000,7.59936523438,51.5448608398,-4.63762140274,2887473000000,16.5439453125,76.950302124,-8.25006484985,2810725000000,-11.9798583984,51.175491333,-4.51054191589,2795109000000,20.0330200195,64.772277832,-6.35769605637,2871801000000,-47.8862609863,-9.96145629883,-0.661869227886,2889933000000,-31.9455566406,-2.09284973145,-2.95130157471,2830025000000,-27.903137207,-2.15693664551,-6.18076562881,2819317000000,-23.8659057617,11.7387542725,-6.83590459824,2808889000000,-22.2214050293,3.80369567871,-4.02932500839,2796509000000,0.925018310547,13.0468902588,-6.50926494598,2809361000000,-23.3028259277,4.54724121094,-7.87084341049,2851961000000,-9.08584594727,5.20516967773,-7.67900848389,2791161000000,-3.67721557617,4.94244384766,-6.92577838898,2854201000000,-21.9122314453,5.99230957031,-7.43220567703
2846853000000,16.5672912598,73.1473388672,-8.95272731781,2800209000000,6.28002929688,50.9159393311,-4.34872436523,2887473000000,15.5321655273,76.9984741211,-8.20154094696,2810833000000,-12.7377929688,50.2714538574,-4.54555130005,2795205000000,19.0787353516,64.103225708,-6.13164567947,2871909000000,-45.0096435547,-8.64970397949,-0.68689674139,2890113000000,-34.9460144043,-2.31483459473,-2.88657569885,2830125000000,-29.6608581543,-2.56646728516,-5.66718053818,2819429000000,-24.0370178223,11.4110717773,-6.79870891571,2809017000000,-23.4703674316,2.99176025391,-3.75804924965,2796597000000,0.347412109375,12.4491424561,-6.26581954956,2809453000000,-23.987487793,4.06803894043,-7.26102638245,2852057000000,-9.07928466797,4.26889038086,-7.66214227676,2791257000000,-2.52532958984,4.73280334473,-7.27922964096,2854297000000,-23.4161987305,4.62692260742,-7.28722572327
