1_time_percent,1_error_X,1_error_Y,1_error_Angle,2_time_percent,2_error_X,2_error_Y,2_error_Angle,3_time_percent,3_error_X,3_error_Y,3_error_Angle,4_time_percent,4_error_X,4_error_Y,4_error_Angle,5_time_percent,5_error_X,5_error_Y,5_error_Angle,6_time_percent,6_error_X,6_error_Y,6_error_Angle
2824981000000.0,16.6716003418,4.75158691406,-31.3113994598,2799801000000.0,23.2485961914,-7.55952453613,-38.2783279419,2803569000000.0,15.5933227539,6.46937561035,-42.5079956055,2801233000000.0,18.8275146484,-4.88436889648,-22.0262775421,2803025000000.0,10.2513122559,-3.97952270508,-44.7808380127,2839013000000,27.0265197754,-12.6162414551,-38.9657974243
2825069000000.0,15.4394836426,4.20652770996,-31.1876583099,2799909000000.0,22.6131286621,-7.14750671387,-38.6483955383,2803645000000.0,14.3906555176,7.08551025391,-41.9096260071,2801325000000.0,17.5626831055,-4.42376708984,-26.8509120941,2803129000000.0,9.28482055664,-3.74560546875,-45.0042800903,2839097000000,26.896484375,-12.9881286621,-40.4875717163
2825169000000.0,12.5120849609,5.45526123047,-30.6930217743,2800045000000.0,21.428894043,-7.45123291016,-38.8084869385,2803777000000.0,13.2536010742,7.23875427246,-41.916053772,2801429000000.0,15.6274719238,-3.76164245605,-30.260017395,2803221000000.0,8.31832885742,-3.51167297363,-45.2277183533,2839185000000,26.0574951172,-12.7265167236,-40.5398750305
2825277000000.0,12.0700378418,4.2957611084,-30.8902130127,2800121000000.0,19.5759277344,-6.32257080078,-38.3885650635,2803861000000.0,12.1165466309,7.39199829102,-41.9224815369,2801517000000.0,14.5506591797,-3.40733337402,-30.1468391418,2803325000000.0,11.7315979004,-1.48466491699,-42.9670639038,2839289000000,25.218536377,-12.4649047852,-40.59217453
2825385000000.0,12.2237548828,4.41534423828,-31.0978546143,2800265000000.0,19.6280822754,-6.78930664062,-37.9576416016,2803981000000.0,10.9794921875,7.54524230957,-41.9289093018,2801605000000.0,13.473815918,-3.05302429199,-30.0336589813,2803429000000.0,11.0191040039,-1.1467590332,-43.0920944214,2839389000000,26.0459289551,-12.4656066895,-40.3179893494
2825481000000.0,9.32781982422,5.17091369629,-31.1390781403,2800345000000.0,18.5005187988,-6.99522399902,-38.0577545166,2804073000000.0,10.484375,7.43367004395,-41.8085327148,2801761000000.0,11.3311157227,-3.24157714844,-30.0985374451,2803537000000.0,10.3065795898,-0.808853149414,-43.217124939,2839497000000,25.3480224609,-12.2261962891,-40.3540992737
2825589000000.0,10.3000488281,4.48187255859,-30.6888141632,2800433000000.0,17.3729553223,-7.20112609863,-38.1578674316,2804145000000.0,9.39852905273,7.56578063965,-41.8082466125,2801837000000.0,10.1647949219,-2.93284606934,-29.9940357208,2803633000000.0,12.9290161133,0.452484130859,-43.3219871521,2839581000000,24.4507751465,-11.978302002,-40.661075592
2825685000000.0,8.98812866211,3.73225402832,-31.2756328583,2800513000000.0,16.2454223633,-7.40702819824,-38.2579803467,2804253000000.0,7.80114746094,8.76351928711,-43.6127357483,2801981000000.0,8.99844360352,-2.62413024902,-29.8895339966,2803733000000.0,12.4835205078,0.864318847656,-43.4462203979,2839717000000,24.9561767578,-11.3634643555,-40.2802009583
2825781000000.0,7.63125610352,3.2121887207,-31.8361778259,2800657000000.0,15.1178588867,-7.61293029785,-38.3580932617,2804361000000.0,6.67236328125,8.98509216309,-43.706237793,2802077000000.0,7.83212280273,-2.31541442871,-29.7850322723,2803829000000.0,12.0380249023,1.27615356445,-43.5704574585,2839793000000,24.3492126465,-11.0901641846,-40.3078079224
2825881000000.0,5.55087280273,3.7957611084,-31.6186695099,2800757000000.0,14.7228393555,-7.02351379395,-38.1109809875,2804457000000.0,5.83389282227,8.13227844238,-43.3076438904,2802169000000.0,6.66577148438,-2.00668334961,-29.6805305481,2803937000000.0,11.5925292969,1.68800354004,-43.6946907043,2839885000000,23.7422485352,-10.8168792725,-40.3354110718
2825973000000.0,5.19561767578,2.5086517334,-32.2934265137,2800853000000.0,13.6513366699,-7.16856384277,-38.1933822632,2804565000000.0,5.11080932617,7.95191955566,-42.1016464233,2802253000000.0,5.49945068359,-1.6979675293,-29.5760288239,2804033000000.0,11.1470336914,2.09983825684,-43.8189277649,2839993000000,23.1352844238,-10.5435791016,-40.3630180359
2826085000000.0,4.3850402832,2.11573791504,-32.6821479797,2800933000000.0,12.579864502,-7.31359863281,-38.2757797241,2804657000000.0,3.67251586914,7.68074035645,-43.3671989441,2802337000000.0,8.25445556641,-1.23121643066,-33.7395248413,2804121000000.0,10.7015686035,2.51168823242,-43.9431610107,2840081000000,23.2380981445,-9.24725341797,-42.2684059143
2826173000000.0,3.6106262207,2.08499145508,-32.9664306641,2801009000000.0,11.5169677734,-6.48600769043,-37.7831687927,2804797000000.0,3.98309326172,7.49061584473,-43.4097175598,2802429000000.0,7.37380981445,-0.910980224609,-33.8394393921,2804229000000.0,10.256072998,2.92352294922,-44.0673980713,2840193000000,22.6879882812,-8.8920135498,-42.3943710327
2826329000000.0,2.91738891602,1.60760498047,-32.9902000427,2801117000000.0,10.4461669922,-6.55242919922,-37.8371047974,2804873000000.0,3.80798339844,6.90789794922,-42.08253479,2802537000000.0,6.49313354492,-0.590744018555,-33.9393501282,2804341000000.0,10.4281005859,2.76518249512,-43.7219200134,2840281000000,22.137878418,-8.53675842285,-42.5203361511
2826401000000.0,2.55780029297,0.604034423828,-32.996421814,2801229000000.0,8.83535766602,-5.39674377441,-37.0286216736,2804965000000.0,2.47537231445,8.0841217041,-41.4080696106,2802629000000.0,5.61248779297,-0.270523071289,-34.039264679,2804433000000.0,10.0263671875,3.13664245605,-43.8274650574,2840409000000,22.4768676758,-7.43341064453,-40.8474235535
2826521000000.0,0.215576171875,0.598373413086,-32.7389373779,2801313000000.0,8.13616943359,-5.7667388916,-36.8087730408,2805061000000.0,2.27426147461,7.30656433105,-41.4721221924,2802773000000.0,4.73184204102,0.0497131347656,-34.139175415,2804577000000.0,9.62460327148,3.5080871582,-43.9330062866,2840505000000,21.9992370605,-7.01719665527,-40.881072998
2826601000000.0,-0.116607666016,0.742492675781,-32.8675994873,2801437000000.0,7.21237182617,-5.74940490723,-36.1678543091,2805157000000.0,1.41247558594,8.01782226562,-40.5847396851,2802853000000.0,3.85116577148,0.36994934082,-34.2390899658,2804669000000.0,9.22286987305,3.87953186035,-44.0385513306,2840589000000,21.5926513672,-6.0051574707,-42.4471473694
2826757000000.0,-1.38748168945,0.432800292969,-33.4093360901,2801521000000.0,6.26473999023,-5.6222076416,-36.0614776611,2805261000000.0,1.1549987793,7.28021240234,-40.9482078552,2802933000000.0,2.97052001953,0.690185546875,-34.3390007019,2804765000000.0,8.82113647461,4.2509765625,-44.1440925598,2840673000000,21.1210021973,-5.53848266602,-42.5586242676
2826841000000.0,-2.38980102539,0.572265625,-33.7416801453,2801521000000.0,5.24710083008,-5.57635498047,-37.8376960754,2805361000000.0,0.602905273438,7.09394836426,-41.3952064514,2803029000000.0,4.07641601562,1.73883056641,-36.1564407349,2804845000000.0,8.41940307617,4.62242126465,-44.2496376038,2840793000000,20.7477111816,-5.07942199707,-42.128780365
2826929000000.0,-3.2356262207,0.781112670898,-33.7999572754,2801661000000.0,5.06286621094,-5.49871826172,-37.937877655,2805457000000.0,-0.346557617188,7.86419677734,-40.6870040894,2803137000000.0,3.33389282227,2.10971069336,-36.3321914673,2804969000000.0,7.27938842773,4.4722442627,-42.1577796936,2840881000000,20.2844848633,-4.61338806152,-42.2128868103
2827017000000.0,-4.95892333984,0.609405517578,-33.5909423828,2801753000000.0,3.88174438477,-4.55236816406,-37.1582679749,2805553000000.0,-0.604156494141,6.87284851074,-40.9973144531,2803237000000.0,2.59140014648,2.4806060791,-36.5079460144,2805041000000.0,6.82406616211,4.80584716797,-42.1754379272,2841013000000,19.8212890625,-4.14736938477,-42.2969932556
2827101000000.0,-5.32766723633,0.967346191406,-33.7230911255,2801841000000.0,3.67578125,-5.05107116699,-37.4825210571,2805645000000.0,-0.496154785156,6.47566223145,-40.5334014893,2803345000000.0,3.06823730469,3.06956481934,-38.1626968384,2805181000000.0,7.16415405273,4.05754089355,-41.5788078308,2841097000000,19.3580627441,-3.68133544922,-42.3810997009
2827241000000.0,-6.15139770508,1.04382324219,-33.7234268188,2801917000000.0,3.30850219727,-5.06225585938,-37.4720687866,2805741000000.0,-1.5380859375,6.11933898926,-40.6835632324,2803445000000.0,2.42373657227,3.45797729492,-38.4027938843,2805253000000.0,6.77490234375,4.30128479004,-41.5713996887,2841185000000,18.8948669434,-3.21530151367,-42.4652061462
2827333000000.0,-7.2698059082,1.18940734863,-34.0309677124,2802053000000.0,2.65994262695,-4.72575378418,-37.3177070618,2805889000000.0,-1.55590820312,5.88403320312,-42.2539672852,2803533000000.0,2.68170166016,3.07528686523,-40.7441291809,2805361000000.0,6.38565063477,4.54504394531,-41.5639915466,2841285000000,17.2485656738,-1.8434753418,-41.5747871399
2827401000000.0,-7.37783813477,1.93479919434,-33.8835945129,2802145000000.0,2.05853271484,-4.5217590332,-37.4209060669,2805969000000.0,-2.58679199219,5.51899719238,-42.2568435669,2803637000000.0,2.3525390625,3.30671691895,-41.8034095764,2805457000000.0,5.99639892578,4.7887878418,-41.5565834045,2841377000000,16.6952819824,-1.30847167969,-41.6114616394
2827401000000.0,-6.04843139648,2.11961364746,-33.6849212646,2802213000000.0,1.58041381836,-4.35502624512,-37.4845085144,2806057000000.0,-3.26846313477,5.3984375,-42.2051200867,2803745000000.0,1.80596923828,3.62139892578,-42.1681213379,2805549000000.0,5.6071472168,5.03253173828,-41.5491752625,2841473000000,16.1419677734,-0.773468017578,-41.6481399536
2827501000000.0,-7.65893554688,1.93580627441,-33.6020927429,2802309000000.0,1.06909179688,-4.09704589844,-37.3647880554,2806161000000.0,-3.41555786133,5.36949157715,-42.0995521545,2803841000000.0,1.25939941406,3.93609619141,-42.5328292847,2805645000000.0,5.21789550781,5.27627563477,-41.5417671204,2841585000000,15.588684082,-0.238464355469,-41.6848182678
2827601000000.0,-7.11077880859,2.23956298828,-33.5383682251,2802409000000.0,0.477996826172,-3.74412536621,-37.3408088684,2806265000000.0,-4.76068115234,5.01571655273,-42.475479126,2803941000000.0,0.712829589844,4.25079345703,-42.8975410461,2805741000000.0,5.77465820312,2.71450805664,-47.8084259033,2841681000000,15.035369873,0.296524047852,-41.721496582
2827697000000.0,-9.10894775391,2.15087890625,-33.6886749268,2802497000000.0,-0.13525390625,-3.44207763672,-37.1893081665,2806269000000.0,-5.66186523438,5.02890014648,-40.7923545837,2804041000000.0,0.166229248047,4.56549072266,-43.2622489929,2805853000000.0,5.36978149414,3.20805358887,-47.3980178833,2841773000000,14.4820861816,0.831527709961,-41.7581710815
2827793000000.0,-12.2866516113,4.1091003418,-33.3309822083,2802497000000.0,0.296966552734,-3.3863067627,-36.1333198547,2806365000000.0,-6.02517700195,5.02603149414,-40.9455718994,2804137000000.0,-0.380340576172,4.88018798828,-43.6269607544,2805941000000.0,5.04293823242,3.28366088867,-47.6280403137,2841921000000,14.7242126465,-0.386016845703,-40.1814994812
2827941000000.0,-14.156829834,5.4817199707,-31.6598262787,2802601000000.0,-1.40200805664,-2.56408691406,-36.0903701782,2806485000000.0,-6.78335571289,5.10006713867,-41.2509765625,2804281000000.0,-0.926910400391,5.19486999512,-43.9916725159,2806045000000.0,4.7160949707,3.35926818848,-47.8580627441,2842001000000,14.8090515137,0.0195617675781,-40.2359275818
2828017000000.0,-12.6188354492,3.63305664062,-31.5189037323,2802709000000.0,-1.31948852539,-2.88256835938,-36.0505943298,2806557000000.0,-7.82299804688,4.62698364258,-41.3413009644,2804361000000.0,-1.47348022461,5.50956726074,-44.3563804626,2806149000000.0,4.38922119141,3.43487548828,-48.0880851746,2842137000000,14.3612365723,0.427581787109,-40.2035446167
2828097000000.0,-14.6114807129,3.06866455078,-31.7823257446,2802857000000.0,-1.48712158203,-2.97039794922,-35.7545585632,2806689000000.0,-9.63909912109,5.48629760742,-41.3237075806,2804497000000.0,0.0864562988281,4.22302246094,-8.15915393829,2806257000000.0,4.06237792969,3.51048278809,-48.318107605,2842213000000,13.9133911133,0.835586547852,-40.1711616516
2828205000000.0,-15.1562194824,2.88032531738,-31.7156829834,2802945000000.0,-1.97592163086,-2.7061920166,-35.7981109619,2806761000000.0,-10.7641601562,5.67411804199,-41.3379478455,2804577000000.0,-0.316864013672,4.42880249023,-6.89436864853,2806413000000.0,3.73553466797,3.58609008789,-48.5481300354,2842289000000,14.8065185547,0.702926635742,-40.2278175354
2828337000000.0,-18.228515625,4.2855682373,-30.8120536804,2803029000000.0,-3.31137084961,-1.23284912109,-33.1278114319,2806889000000.0,-10.2839660645,4.96875,-41.4634056091,2804661000000.0,0.0838623046875,4.05110168457,-17.5363311768,2806489000000.0,3.71194458008,3.42301940918,-47.2978134155,2842433000000,14.3057861328,1.02616882324,-40.2941627502
2828417000000.0,-20.1813354492,4.48571777344,-30.6235942841,2803101000000.0,-3.98016357422,-0.970626831055,-32.914516449,2806889000000.0,-11.5362243652,5.31228637695,-41.4766616821,2804745000000.0,1.5915222168,3.95793151855,-26.0832290649,2806573000000.0,3.40744018555,3.48104858398,-47.4621238708,2842505000000,14.0751953125,1.15869140625,-39.900642395
2828553000000.0,-18.556854248,2.46153259277,-30.9126911163,2803229000000.0,-3.93856811523,-1.7455291748,-33.0666351318,2806965000000.0,-12.313079834,5.26679992676,-41.4692115784,2804873000000.0,1.41552734375,4.0940246582,-25.7661380768,2806653000000.0,3.77185058594,3.32162475586,-43.5712127686,2842601000000,13.7353820801,1.49784851074,-39.8593215942
2828637000000.0,-21.0982055664,3.90690612793,-30.8683109283,2803317000000.0,-4.15264892578,-1.43359375,-33.3594818115,2807101000000.0,-13.5635070801,5.43821716309,-41.5770797729,2804953000000.0,0.423217773438,3.12985229492,-28.9039535522,2806773000000.0,3.52279663086,3.36161804199,-43.553817749,2842729000000,12.6150817871,2.39059448242,-39.092590332
2828717000000.0,-19.9590454102,2.24185180664,-31.2411575317,2803453000000.0,-5.27688598633,-1.10389709473,-34.2356300354,2807185000000.0,-14.0261230469,5.57569885254,-40.8366012573,2804953000000.0,-0.408264160156,3.70443725586,-31.2564945221,2806857000000.0,3.27374267578,3.40162658691,-43.5364227295,2842821000000,12.2070617676,2.77813720703,-39.0159454346
2828841000000.0,-18.8516235352,1.3182220459,-31.458278656,2803453000000.0,-4.78765869141,-1.01286315918,-34.0211906433,2807273000000.0,-14.5275268555,5.73481750488,-40.3990821838,2805097000000.0,-0.576141357422,3.54679870605,-33.7135543823,2806997000000.0,1.37969970703,2.68518066406,-42.0762901306,2842901000000,12.6713256836,2.38102722168,-39.4814300537
2828917000000.0,-18.4719848633,0.460388183594,-31.5744571686,2803537000000.0,-5.74169921875,-1.0258026123,-34.5013237,2807361000000.0,-15.0702209473,5.57377624512,-38.5906639099,2805177000000.0,-0.863830566406,3.61224365234,-33.7965316772,2807069000000.0,0.99462890625,2.66262817383,-41.9928588867,2843009000000,12.0486450195,3.23443603516,-38.9132385254
2829065000000.0,-18.185760498,-0.131774902344,-32.0844688416,2803625000000.0,-6.61456298828,-1.17808532715,-34.9260406494,2807489000000.0,-15.607635498,5.6672668457,-38.6853904724,2805257000000.0,-1.36215209961,2.69221496582,-34.2462043762,2807161000000.0,-0.508178710938,3.31517028809,-41.5765686035,2843133000000,12.4055480957,2.72988891602,-39.0719566345
2829149000000.0,-20.2329711914,1.64851379395,-31.9284000397,2803725000000.0,-7.33404541016,-1.22613525391,-35.5758056641,2807565000000.0,-15.6376953125,4.18273925781,-39.4076080322,2805393000000.0,-1.66830444336,2.67135620117,-34.3476676941,2807257000000.0,-1.25845336914,2.78103637695,-41.0018196106,2843233000000,12.3991699219,2.7802734375,-39.3092880249
2829233000000.0,-17.2338562012,0.12922668457,-31.9662151337,2803817000000.0,-7.99087524414,-1.09840393066,-35.7056808472,2807685000000.0,-15.1307373047,3.80418395996,-39.730594635,2805465000000.0,-3.30499267578,3.37982177734,-36.039894104,2807369000000.0,-1.76260375977,2.76574707031,-40.8804016113,2843309000000,12.4297485352,2.84533691406,-39.5634803772
2829313000000.0,-16.1135559082,-0.633728027344,-32.0537872314,2803925000000.0,-8.76327514648,-0.878234863281,-35.9489555359,2807757000000.0,-15.9504394531,3.30479431152,-40.1785392761,2805557000000.0,-3.72598266602,3.42190551758,-36.2233467102,2807453000000.0,-2.17059326172,2.47817993164,-41.6450004578,2843409000000,12.1886291504,3.09428405762,-39.53150177
2829433000000.0,-15.3072814941,-0.543304443359,-31.8886966705,2804033000000.0,-8.52624511719,-0.46549987793,-35.8083724976,2807873000000.0,-16.583190918,2.79486083984,-40.5454788208,2805649000000.0,-4.14144897461,3.55665588379,-37.4175949097,2807573000000.0,-2.66635131836,2.43919372559,-41.5668182373,2843497000000,11.5855712891,3.09056091309,-39.1787757874
2829533000000.0,-16.977722168,1.84001159668,-31.0185871124,2804109000000.0,-8.6594543457,-0.178970336914,-35.6913490295,2807957000000.0,-17.21484375,2.19836425781,-40.2259979248,2805749000000.0,-4.56195068359,3.60670471191,-37.6537246704,2807665000000.0,-3.162109375,2.40020751953,-41.4886322021,2843605000000,11.3541870117,3.13771057129,-39.1714172363
2829625000000.0,-16.895324707,2.96655273438,-30.6231422424,2804245000000.0,-9.62484741211,0.0819396972656,-35.7374839783,2808093000000.0,-18.1976623535,1.81526184082,-41.6036300659,2805881000000.0,-5.2409362793,2.42344665527,-38.5086402893,2807797000000.0,-3.65789794922,2.36122131348,-41.4104499817,2843705000000,11.085144043,3.34867858887,-39.124332428
2829725000000.0,-16.7961120605,3.80879211426,-29.2186031342,2804325000000.0,-10.6249694824,1.65223693848,-34.2351074219,2808169000000.0,-17.8655700684,1.57232666016,-41.5874252319,2805961000000.0,-5.68362426758,2.36766052246,-38.7771492004,2807885000000.0,-3.7473449707,2.30911254883,-41.4538269043,2843801000000,10.8161315918,3.55964660645,-39.0772438049
2829825000000.0,-13.5444946289,2.01335144043,-29.6993808746,2804461000000.0,-10.0350036621,1.00317382812,-34.5536231995,2808249000000.0,-18.4030456543,1.31056213379,-41.6254615784,2806101000000.0,-6.12631225586,2.31187438965,-39.0456581116,2807885000000.0,-3.40234375,2.19229125977,-40.1394996643,2843889000000,10.547088623,3.77061462402,-39.0301551819
2829933000000.0,-12.2222900391,1.28977966309,-30.1145820618,2804537000000.0,-10.1575927734,0.867584228516,-34.869304657,2808353000000.0,-18.9405517578,1.04879760742,-41.6634979248,2806169000000.0,-6.56900024414,2.25608825684,-39.3141670227,2807965000000.0,-3.79681396484,2.14570617676,-40.0056343079,2843989000000,10.2780761719,3.98159790039,-38.9830665588
2829933000000.0,-9.80764770508,3.23394775391,-30.4058532715,2804617000000.0,-10.4613037109,1.08930969238,-35.2234840393,2808449000000.0,-20.0463562012,1.30778503418,-41.413860321,2806293000000.0,-7.01168823242,2.20030212402,-39.5826759338,2808069000000.0,-4.19128417969,2.09912109375,-39.8717727661,2844085000000,9.62203979492,4.14363098145,-39.4411239624
2830041000000.0,-13.1509094238,3.85260009766,-30.4403362274,2804713000000.0,-10.9526062012,0.608001708984,-34.8630371094,2808593000000.0,-20.2286071777,1.3543548584,-40.9171905518,2806369000000.0,-6.06246948242,2.00378417969,-40.4692878723,2808169000000.0,-5.51977539062,2.67874145508,-40.5336380005,2844245000000,9.63043212891,4.09539794922,-38.6968421936
2830173000000.0,-10.2312316895,1.06896972656,-30.8955173492,2804869000000.0,-11.3941345215,0.736450195312,-34.8248901367,2808673000000.0,-20.5576171875,1.29637145996,-41.2549591064,2806501000000.0,-6.39926147461,1.93728637695,-40.7688751221,2808265000000.0,-4.96127319336,1.69630432129,-40.8735618591,2844337000000,10.2182006836,4.13697814941,-37.7620353699
2830273000000.0,-8.68817138672,-0.0814971923828,-31.2186450958,2804957000000.0,-12.2266540527,2.32531738281,-37.1916046143,2808753000000.0,-21.4638366699,1.4836730957,-41.1377334595,2806581000000.0,-6.73608398438,1.87080383301,-41.0684661865,2808369000000.0,-5.34371948242,1.61581420898,-40.8013000488,2844417000000,9.86029052734,4.32183837891,-38.0429458618
2830365000000.0,-8.56658935547,-0.449234008789,-31.5830345154,2805033000000.0,-10.0991516113,1.85968017578,-36.5378570557,2808901000000.0,-21.9297180176,1.97654724121,-40.516872406,2806661000000.0,-6.61944580078,1.57554626465,-41.9204902649,2808465000000.0,-5.72613525391,1.53533935547,-40.7290344238,2844497000000,9.13027954102,4.28062438965,-38.3691062927
2830449000000.0,-8.00897216797,-1.56918334961,-31.6905441284,2805133000000.0,-11.4996643066,1.68695068359,-36.8464927673,2808901000000.0,-22.5264892578,2.87846374512,-40.5431900024,2806761000000.0,-7.44204711914,1.06318664551,-42.6457481384,2808561000000.0,-6.10858154297,1.45484924316,-40.6567687988,2844621000000,9.21136474609,4.96055603027,-38.8665237427
2830533000000.0,-10.5836791992,0.150283813477,-31.5610580444,2805237000000.0,-11.2342529297,1.69989013672,-37.012424469,2808993000000.0,-22.5492248535,3.56280517578,-40.0891685486,2806869000000.0,-7.78726196289,0.941360473633,-42.9917564392,2808661000000.0,-6.45834350586,2.30094909668,-40.8175125122,2844705000000,9.39056396484,4.62800598145,-39.2078781128
2830677000000.0,-8.14364624023,-2.73399353027,-31.8037891388,2805321000000.0,-11.7081298828,1.35437011719,-37.2331199646,2809085000000.0,-22.1465759277,2.3462677002,-40.5621185303,2806961000000.0,-8.54119873047,0.751846313477,-43.179019928,2808761000000.0,-6.8381652832,2.29443359375,-40.7569084167,2844793000000,8.46893310547,4.97984313965,-38.9127998352
2830773000000.0,-7.24612426758,-3.7679901123,-32.0111541748,2805469000000.0,-11.0812988281,1.1848449707,-35.6929283142,2809165000000.0,-22.1664428711,2.31353759766,-40.8443107605,2807065000000.0,-8.92184448242,0.624145507812,-43.5172424316,2808901000000.0,-7.60852050781,2.59161376953,-40.4479560852,2844893000000,8.21206665039,5.15153503418,-38.8851890564
2830853000000.0,-10.0085144043,-1.41293334961,-32.1646156311,2805557000000.0,-11.306427002,1.26188659668,-35.6851959229,2809289000000.0,-22.0532531738,2.48826599121,-41.2338218689,2807161000000.0,-9.36135864258,0.453796386719,-43.8358764648,2808981000000.0,-7.5263671875,2.90533447266,-40.7288970947,2844997000000,7.95523071289,5.3232421875,-38.8575744629
2830925000000.0,-10.6975708008,0.701019287109,-30.9472389221,2805637000000.0,-13.3348083496,0.764724731445,-36.2282562256,2809353000000.0,-21.8111877441,2.15447998047,-41.6829490662,2807257000000.0,-9.76733398438,0.358169555664,-43.3223381042,2809113000000.0,-7.89562988281,2.95021057129,-40.6735992432,2845085000000,8.74395751953,5.37982177734,-37.7081832886
2831129000000.0,-10.3293457031,1.22856140137,-29.6805706024,2805721000000.0,-14.2312927246,0.542266845703,-36.4229125977,2809481000000.0,-21.7337036133,3.41914367676,-41.9348945618,2807361000000.0,-10.1548461914,0.229965209961,-43.6172294617,2809193000000.0,-8.32266235352,3.34829711914,-41.0461273193,2845233000000,7.47647094727,6.66021728516,-37.6739044189
2831217000000.0,-10.1607666016,1.10050964355,-28.9069271088,2805861000000.0,-14.9822692871,0.22038269043,-36.5233459473,2809561000000.0,-21.5093688965,2.1584777832,-42.1536026001,2807449000000.0,-10.4363098145,0.101348876953,-43.6286392212,2809273000000.0,-8.30157470703,3.61880493164,-41.1420440674,2845325000000,7.75128173828,6.46070861816,-38.0832061768
2831301000000.0,-10.1056213379,1.40171813965,-29.0421276093,2805861000000.0,-15.932220459,-0.0467224121094,-36.6536903381,2809693000000.0,-20.9161376953,1.54454040527,-42.1696014404,2807673000000.0,-11.1569519043,0.0664825439453,-42.0374031067,2809393000000.0,-8.32366943359,3.90803527832,-41.2999458313,2845417000000,7.53442382812,6.67916870117,-38.0242805481
2831381000000.0,-6.47326660156,-1.69728088379,-29.3841285706,2806105000000.0,-16.4739379883,-0.0380859375,-36.4042854309,2809785000000.0,-20.5000610352,1.25947570801,-42.2922744751,2807757000000.0,-11.5972290039,0.0731506347656,-42.3571815491,2809485000000.0,-6.91189575195,3.77674865723,-41.356880188,2845513000000,7.97189331055,7.08985900879,-38.6642074585
2831465000000.0,-4.74261474609,-3.32801818848,-30.0703048706,2806181000000.0,-16.992401123,0.239776611328,-36.3314437866,2809785000000.0,-21.8583984375,2.67269897461,-42.2105331421,2807849000000.0,-12.0087280273,-0.0354461669922,-42.5491142273,2809577000000.0,-8.49444580078,4.79632568359,-40.6349182129,2845621000000,7.81192016602,7.32501220703,-38.6433792114
2831545000000.0,-2.74240112305,-3.94592285156,-30.2729701996,2806181000000.0,-18.9523620605,1.52169799805,-36.3686141968,2809861000000.0,-20.6454467773,1.3850402832,-42.2806587219,2807981000000.0,-13.1517028809,-0.317047119141,-42.7092132568,2809669000000.0,-9.24179077148,4.35667419434,-40.5567855835,2845717000000,7.65191650391,7.56018066406,-38.6225547791
2831669000000.0,-1.02429199219,-4.92602539062,-30.53540802,2806257000000.0,-19.1901855469,1.64239501953,-35.8712043762,2809957000000.0,-20.0985717773,0.763244628906,-42.4126091003,2808081000000.0,-13.0083007812,-0.524536132812,-42.6337814331,2809669000000.0,-8.40734863281,4.09902954102,-40.0860862732,2845845000000,7.49194335938,7.7953338623,-38.601726532
2831773000000.0,0.609985351562,-5.86123657227,-30.8527736664,2806257000000.0,-17.9106140137,1.21771240234,-35.2200012207,2810049000000.0,-19.4334411621,0.244293212891,-43.1096420288,2808165000000.0,-13.4324035645,-0.152252197266,-42.0511932373,2809793000000.0,-9.59252929688,4.85977172852,-40.018989563,2845937000000,7.34783935547,7.52488708496,-39.4734268188
2831849000000.0,-2.06979370117,-2.37246704102,-28.8401832581,2806481000000.0,-17.6607971191,1.28379821777,-35.3625106812,2810189000000.0,-18.4852905273,-0.800964355469,-44.0853691101,2808313000000.0,-13.8530883789,-0.238143920898,-42.1867179871,2809881000000.0,-9.73364257812,4.44667053223,-40.5767021179,2846013000000,6.33172607422,8.22007751465,-39.5398712158
2831921000000.0,0.493865966797,-4.96876525879,-29.2229747772,2806577000000.0,-16.9065246582,1.39532470703,-34.9071464539,2810265000000.0,-18.36328125,-1.06257629395,-44.2339477539,2808397000000.0,-13.8800048828,-0.575225830078,-42.3841018677,2809981000000.0,-10.5540161133,4.00495910645,-39.8615341187,2846117000000,6.69165039062,8.03816223145,-39.9149932861
2832069000000.0,-0.772674560547,-2.67811584473,-29.8242607117,2806669000000.0,-16.7604370117,1.72799682617,-35.1706809998,2810389000000.0,-18.2412719727,-1.32420349121,-44.382522583,2808477000000.0,-13.8630371094,-0.630828857422,-42.3884811401,2810065000000.0,-10.3826293945,4.42144775391,-40.0555076599,2846117000000,7.42700195312,8.06636047363,-40.0329856873
2832181000000.0,0.373413085938,-3.98745727539,-29.987827301,2806753000000.0,-16.9914855957,1.81578063965,-35.1308860779,2810469000000.0,-17.8318786621,-1.37603759766,-44.2160415649,2808601000000.0,-14.9217834473,0.192474365234,-41.9176216125,2810185000000.0,-10.3866577148,4.68347167969,-40.0827713013,2846221000000,6.93453979492,7.89897155762,-40.4605522156
2832181000000.0,-2.45272827148,-1.2021484375,-28.7980232239,,,,,2810597000000.0,-17.5111999512,-1.59426879883,-44.0847625732,2808677000000.0,-15.3359680176,0.172439575195,-42.016254425,2810269000000.0,-10.5262451172,4.72476196289,-40.2080116272,2846313000000,6.70416259766,7.71455383301,-40.664100647
2832273000000.0,-0.790557861328,-3.50923156738,-29.2170963287,,,,,2810669000000.0,-17.3500671387,-1.83613586426,-44.2008781433,2808809000000.0,-15.4494934082,-1.0064239502,-42.1542510986,2810389000000.0,-10.7829589844,4.81568908691,-40.1613082886,2846417000000,7.37973022461,7.51922607422,-39.9731140137
