P1_time_percent,P1_Xc,P1_Yc,P1_W,P1_H,P1_angle,P2_time_percent,P2_Xc,P2_Yc,P2_W,P2_H,P2_angle,P3_time_percent,P3_Xc,P3_Yc,P3_W,P3_H,P3_angle,P4_time_percent,P4_Xc,P4_Yc,P4_W,P4_H,P4_angle,P5_time_percent,P5_Xc,P5_Yc,P5_W,P5_H,P5_angle,PD1_time_percent,PD1_Xc,PD1_Yc,PD1_W,PD1_H,PD1_angle,PD2_time_percent,PD2_Xc,PD2_Yc,PD2_W,PD2_H,PD2_angle,PD3_time_percent,PD3_Xc,PD3_Yc,PD3_W,PD3_H,PD3_angle,PD4_time_percent,PD4_Xc,PD4_Yc,PD4_W,PD4_H,PD4_angle,PD5_time_percent,PD5_Xc,PD5_Yc,PD5_W,PD5_H,PD5_angle,PID1_time_percent,PID1_Xc,PID1_Yc,PID1_W,PID1_H,PID1_angle,PID2_time_percent,PID2_Xc,PID2_Yc,PID2_W,PID2_H,PID2_angle,PID3_time_percent,PID3_Xc,PID3_Yc,PID3_W,PID3_H,PID3_angle,PID4_time_percent,PID4_Xc,PID4_Yc,PID4_W,PID4_H,PID4_angle,PID5_time_percent,PID5_Xc,PID5_Yc,PID5_W,PID5_H,PID5_angle
2844693000000,271.30557251,145.510375977,55.0203285217,58.3141059875,-13.8513231277,2797265000000,273.282348633,168.055679321,52.4183311462,53.690448761,-13.460521698,2885401000000,255.857116699,148.768539429,60.5188217163,61.3654022217,-22.2864723206,2808029000000,293.736480713,168.348754883,51.1190261841,51.5626029968,-9.18860626221,2792969000000,266.704589844,166.467422485,105.638305664,70.6772689819,-18.2236862183,2867157000000,351.470489502,248.397705078,74.2908248901,75.7985687256,-3.14721798897,2886493000000,321.294555664,222.581497192,64.9844360352,67.2519454956,-7.32286167145,2826641000000,303.021636963,208.735443115,69.5007400513,71.6011352539,-11.7901830673,2816341000000,320.029876709,208.982910156,59.9489707947,59.5590515137,-9.21495723724,2805161000000,299.170318604,204.161453247,58.6615371704,58.1095314026,-14.6163311005,2794681000000,300.36340332,206.961090088,55.8663787842,57.4949035645,-13.0478630066,2806537000000,309.173126221,206.412414551,52.3937797546,53.9475860596,-13.124537468,2849361000000,294.830200195,209.001312256,57.0207862854,57.5630149841,-17.7977561951,2788533000000,316.443267822,216.134475708,64.2996749878,63.0321846008,-7.99422168732,2851525000000,295.218200684,202.074249268,57.1293296814,54.5056648254,-12.9907999039
2844797000000,272.577514648,147.69984436,54.8423042297,57.588684082,-13.4680891037,2797373000000,275.054046631,169.082107544,52.4484100342,53.6856918335,-13.1628112793,2885497000000,258.080169678,149.192214966,60.5981674194,61.3944740295,-22.0296878815,2808029000000,295.061798096,168.534683228,51.1599693298,51.7970275879,-8.86953735352,2793057000000,268.129943848,163.041122437,97.4599609375,68.2729187012,-16.4775600433,2867265000000,352.79309082,249.095870972,74.6825332642,76.1674728394,-2.83933925629,2886609000000,321.442962646,221.741592407,64.922164917,67.4250488281,-7.09254932404,2826773000000,305.039855957,210.48916626,69.865020752,71.9405975342,-11.3885335922,2816445000000,319.833496094,209.273666382,60.2874832153,59.6091117859,-9.71553897858,2805249000000,300.890441895,205.84185791,58.8396530151,58.1451759338,-14.258477211,2794785000000,301.70513916,208.494720459,55.6558837891,57.3105239868,-12.7539615631,2806621000000,311.952026367,208.614547729,52.727016449,54.6045875549,-13.142873764,2849453000000,296.321594238,209.133956909,57.1072311401,58.0927734375,-16.5755634308,2788645000000,317.308288574,216.764785767,61.4504699707,60.9632225037,-8.31698036194,2851525000000,295.101531982,202.401062012,57.6098556519,55.2091217041,-12.7895183563
2844905000000,274.803009033,148.376846313,55.0811347961,57.8831100464,-13.2101421356,2797493000000,276.825714111,170.108535767,52.4784851074,53.6809387207,-12.8651008606,2885597000000,260.303222656,149.615875244,60.6775131226,61.4235496521,-21.7729034424,2808129000000,295.722595215,169.485855103,51.2801361084,52.0630950928,-9.20426082611,2793057000000,268.670562744,161.786941528,90.4445037842,66.2234573364,-15.622792244,2867365000000,353.455230713,249.07359314,74.9568328857,76.2184829712,-3.21705031395,2886717000000,322.831787109,222.533447266,65.48828125,68.2411956787,-6.94101810455,2826885000000,307.058105469,212.242889404,70.2293014526,72.2800521851,-10.9868841171,2816541000000,322.396728516,210.052200317,60.6936569214,60.6705131531,-10.0639677048,2805357000000,302.610565186,207.522277832,59.0177650452,58.1808242798,-13.9006242752,2794785000000,301.258514404,208.922851562,55.9934883118,56.9774589539,-12.5341901779,2806761000000,313.926300049,210.145172119,52.7650299072,54.6430435181,-12.8488388062,2849593000000,297.61517334,210.15914917,57.0438613892,58.3295516968,-15.889339447,2788761000000,319.188873291,218.2293396,60.7246589661,60.3101768494,-8.09263420105,2851633000000,297.146575928,203.545532227,57.487663269,55.549571991,-13.1481723785
2845009000000,275.492401123,149.535934448,58.1273651123,59.0957298279,-13.5898199081,2797601000000,277.787628174,170.568191528,52.0189361572,53.8027000427,-11.7467317581,2885701000000,262.448242188,150.746551514,60.6208343506,60.5520401001,-20.6648387909,2808217000000,297.839935303,170.598648071,50.9865379333,51.603969574,-8.39824867249,2793149000000,270.901580811,158.781738281,84.3963088989,63.9579048157,-14.379781723,2867481000000,353.366851807,248.56161499,76.0226364136,77.0687789917,-3.39877748489,2886813000000,324.216491699,223.628738403,65.9744796753,68.4249572754,-6.74849081039,2826985000000,309.076324463,213.996612549,70.5935821533,72.6195144653,-10.5852336884,2816633000000,324.313262939,211.213897705,61.20936203,61.593082428,-9.89006519318,2805469000000,303.917419434,207.727844238,59.2660255432,59.1218528748,-13.5545301437,2794785000000,302.208312988,208.871124268,56.2604103088,57.5505447388,-12.2177762985,2806865000000,315.900543213,211.675796509,52.8030395508,54.6814994812,-12.5548028946,2849701000000,299.854766846,212.516983032,56.906288147,57.7904815674,-15.4958467484,2788861000000,321.069458008,219.693908691,59.9988479614,59.6571311951,-7.86828947067,2851741000000,298.891174316,204.653839111,57.2846984863,55.8909568787,-13.9018592834
2845121000000,277.515686035,151.491348267,57.5924835205,58.3001098633,-13.149014473,2797713000000,279.497161865,171.551132202,52.0236740112,53.8044891357,-11.4065485001,2885701000000,263.053527832,151.105056763,61.1185379028,61.188583374,-19.7158088684,2808321000000,299.626251221,170.689437866,50.792514801,51.736869812,-7.30602216721,2793253000000,273.883331299,153.378417969,78.6814727783,62.4122314453,-13.4337501526,2867577000000,354.512207031,249.095581055,76.443649292,77.4471130371,-3.15003228188,2886921000000,325.387939453,224.254669189,66.4943847656,68.7514877319,-6.64308786392,2827089000000,311.094543457,215.750335693,70.957862854,72.9589691162,-10.1835842133,2816737000000,325.832855225,211.724502563,61.5868606567,62.4073028564,-9.9545955658,2805633000000,305.603027344,209.285064697,59.448009491,59.2074546814,-13.1973247528,2794873000000,303.661193848,210.130905151,56.3254737854,57.5937919617,-11.8695983887,2806973000000,317.632659912,212.354064941,52.5719947815,54.7720146179,-10.5406188965,2849801000000,300.906494141,213.600372314,57.0086936951,56.9200363159,-14.9547195435,2788965000000,322.950042725,221.158462524,59.2730369568,59.0040893555,-7.64394378662,2851861000000,300.428466797,206.285919189,57.4518966675,56.2981414795,-15.7160902023
2845121000000,278.727172852,151.646011353,57.0022964478,58.2428092957,-12.651386261,2797809000000,281.620727539,173.716247559,51.7488479614,52.6220016479,-11.8077688217,2885805000000,265.135131836,151.572921753,61.212562561,61.2047920227,-19.3824005127,2808433000000,301.022277832,171.564422607,50.8782272339,52.0016860962,-7.06117153168,2793349000000,275.77923584,152.201248169,78.6725616455,62.3747711182,-13.0178518295,2867693000000,354.44241333,249.198547363,77.1568069458,77.9371795654,-3.47102570534,2887017000000,326.508056641,224.682662964,66.928894043,69.3420715332,-6.66974782944,2827189000000,310.673156738,217.276763916,72.7663955688,74.5113220215,-10.3432779312,2816845000000,327.557220459,212.994018555,61.833694458,62.6109199524,-9.66462612152,2805757000000,307.00680542,210.099349976,59.1430091858,59.9378471375,-12.1761074066,2794969000000,305.114044189,211.390686035,56.3905334473,57.6370353699,-11.5214204788,2807081000000,318.832580566,214.777954102,52.5327644348,54.4092407227,-10.6529693604,2849945000000,302.806518555,215.225250244,57.4517364502,57.3999824524,-13.479637146,2789149000000,324.830627441,222.623031616,58.5472259521,58.3510437012,-7.41959857941,2851957000000,302.583282471,207.210464478,57.7087287903,57.2736434937,-15.3862228394
2845217000000,280.972595215,153.808380127,56.5727462769,57.5507545471,-12.669298172,2797921000000,282.321685791,174.259033203,51.7461166382,52.0798339844,-11.2900753021,2885905000000,267.21673584,152.040786743,61.3065910339,61.2209968567,-19.0489940643,2808545000000,302.585083008,172.54473877,51.0448303223,52.2661514282,-6.88003063202,2793453000000,277.675140381,151.024078369,78.6636581421,62.3373146057,-12.6019525528,2867781000000,355.48236084,249.695098877,77.5931167603,78.3213653564,-3.25212812424,2887101000000,328.088500977,226.017730713,67.1231155396,69.4677352905,-6.30011034012,2827301000000,313.37487793,218.366638184,73.6369247437,75.9879684448,-9.44612312317,2816957000000,327.530456543,215.355010986,62.6282310486,62.3994178772,-9.48744297028,2805869000000,308.922607422,211.811584473,59.7163009644,60.9547386169,-11.9664735794,2795057000000,304.179412842,212.116744995,56.6150169373,57.4368476868,-12.0627002716,2807185000000,320.721740723,216.321960449,52.5534934998,54.4294433594,-10.2951307297,2850089000000,304.746307373,216.625656128,57.5341529846,57.3927993774,-13.0220746994,2789229000000,326.711181641,224.087585449,57.8214149475,57.6979980469,-7.19525337219,2852073000000,304.544769287,208.405532837,58.0904693604,58.1140556335,-14.5336275101
2845217000000,280.939361572,154.015090942,56.5929908752,57.1635322571,-13.4902143478,2797921000000,282.729553223,174.312393188,51.6871528625,52.0889511108,-11.9338464737,2886009000000,269.899505615,151.447692871,58.9725837708,63.2845115662,-14.7535257339,2808657000000,304.195007324,173.362792969,51.0731620789,52.636844635,-6.96545791626,2793541000000,279.571044922,149.846908569,78.6547546387,62.2998580933,-12.1860542297,2867901000000,356.522277832,250.191665649,78.0294265747,78.7055587769,-3.03323078156,2887189000000,328.228393555,226.971206665,67.3217697144,69.0563583374,-6.48334693909,2827413000000,315.285858154,220.050140381,74.0913314819,76.4370803833,-9.04647827148,2817069000000,329.840820312,215.240982056,62.2214546204,62.3306541443,-8.6434545517,2805973000000,310.652557373,213.179382324,60.2592048645,61.8269004822,-12.09100914,2795057000000,305.599212646,212.357284546,57.0374145508,58.0786170959,-11.9408721924,2807265000000,321.544830322,217.304748535,52.6284675598,53.8588027954,-10.7893342972,2850201000000,306.686126709,218.026077271,57.6165657043,57.3856201172,-12.5645132065,2789325000000,328.591766357,225.552139282,57.0956039429,57.0449523926,-6.97090816498,2852189000000,307.372955322,210.59185791,58.5432319641,59.2493934631,-14.3765306473
2845309000000,282.520935059,155.181167603,56.617313385,57.0814666748,-13.2530937195,2798029000000,284.270782471,175.258728027,51.6754455566,52.0105209351,-11.6694145203,2886009000000,270.653961182,152.183425903,58.6441421509,62.5935440063,-15.2572746277,2808765000000,306.334991455,175.392333984,50.8759498596,52.1771392822,-7.49568843842,2793629000000,281.466949463,148.669723511,78.6458435059,62.2623977661,-11.770154953,2868017000000,357.562194824,250.688217163,78.4657440186,79.0897521973,-2.81433320045,2887305000000,329.683197021,228.273010254,67.5162277222,69.1531524658,-6.14342594147,2827553000000,316.758575439,220.887832642,74.7544555664,77.9013519287,-8.60328578949,2817165000000,331.478088379,216.474487305,62.460773468,62.4984321594,-8.32924938202,2806081000000,311.675384521,214.219909668,60.7769508362,62.6069831848,-11.9230461121,2795161000000,306.922485352,213.661880493,57.2353172302,58.5282859802,-11.1798858643,2807365000000,322.777526855,218.62928772,52.5771255493,53.5405693054,-11.2774162292,2850341000000,308.528289795,219.819381714,57.6127433777,57.3842658997,-12.3273649216,2789425000000,330.472351074,227.016708374,56.3697929382,56.3919067383,-6.74656248093,2852305000000,308.930908203,212.774688721,58.6621894836,59.2246551514,-13.4974622726
2845485000000,283.482910156,155.855911255,56.5898094177,56.7064476013,-12.8946809769,2798149000000,285.811981201,176.205062866,51.6637382507,51.9320869446,-11.4049825668,2886009000000,270.301574707,151.214675903,59.4140892029,62.2627944946,-14.8471689224,2808765000000,307.509094238,175.510635376,50.9978218079,52.3917312622,-7.20002985001,2793729000000,281.54989624,155.928207397,72.022605896,59.9578132629,-10.926484108,2868141000000,355.80859375,249.653259277,79.8777084351,80.1307296753,-3.37574791908,2887453000000,331.267547607,227.936935425,68.0054702759,70.0570373535,-6.09103727341,2827653000000,318.15612793,222.028533936,75.8413467407,79.1226806641,-8.54866218567,2817269000000,333.115325928,217.707992554,62.7000961304,62.6662101746,-8.01504421234,2806181000000,311.372558594,215.326141357,61.9500045776,63.4631462097,-9.64523983002,2795269000000,308.195159912,214.807754517,57.3343391418,58.6133041382,-10.8647594452,2807461000000,324.422271729,219.496185303,53.0161399841,54.0691833496,-10.938835144,2850341000000,309.892089844,219.889709473,58.3456382751,58.9106712341,-12.2966518402,2789521000000,332.352935791,228.481262207,55.6439819336,55.738861084,-6.52221727371,2852413000000,310.618133545,214.388549805,58.7943458557,59.2810058594,-13.2397060394
2845485000000,285.140075684,155.740585327,56.3523864746,56.9384651184,-12.0526561737,2798245000000,287.353210449,177.151397705,51.6520309448,51.8536567688,-11.1405506134,2886105000000,272.204345703,152.573226929,59.621471405,62.1348800659,-14.9143466949,2808865000000,309.212280273,176.451858521,50.9924354553,52.3739624023,-6.82336521149,2793833000000,283.306732178,155.398071289,71.6666793823,59.801410675,-10.4881420135,2868265000000,356.007293701,249.664535522,80.5265426636,80.6851425171,-3.42068767548,2887561000000,332.427124023,230.215042114,68.4223709106,69.868019104,-6.05523967743,2827757000000,318.015014648,223.326004028,77.0267410278,79.0294036865,-8.29307937622,2817361000000,334.752563477,218.941482544,62.939414978,62.8339920044,-7.7008395195,2806269000000,312.511047363,216.6146698,62.4033622742,63.2457427979,-9.76566505432,2795361000000,309.306152344,216.069854736,57.6341133118,59.1764640808,-10.6641187668,2807565000000,325.289367676,220.869949341,53.0651130676,53.7696075439,-10.6336956024,2850433000000,311.774414062,221.204498291,58.4596824646,58.9891319275,-11.874499321,2789669000000,322.078460693,226.398757935,54.8759613037,55.752368927,-7.2334856987,2852521000000,312.830413818,215.077285767,59.2929878235,60.4312782288,-13.662946701
2845561000000,286.481140137,157.583145142,56.1983375549,56.5061378479,-11.7870550156,2798341000000,287.465667725,177.163482666,51.637550354,51.3159103394,-10.9561328888,2886109000000,272.148742676,152.559570312,59.9661903381,61.6879653931,-14.8627157211,2808969000000,310.915435791,177.393081665,50.9870529175,52.3561897278,-6.4467010498,2793929000000,285.154846191,158.074874878,67.047416687,59.2840538025,-9.73225688934,2868381000000,356.32208252,249.76184082,81.1276092529,81.2478103638,-3.48123168945,2887673000000,334.426330566,230.627471924,69.0570220947,70.8786239624,-6.04887247086,2827877000000,319.28604126,224.818008423,78.0706939697,79.9967346191,-8.49228191376,2817477000000,335.016448975,217.839126587,63.033744812,63.6177635193,-7.34339570999,2806421000000,313.936248779,218.029144287,62.6816864014,63.4915924072,-9.34560966492,2795473000000,309.962341309,217.840194702,57.5956230164,58.9319763184,-10.5474128723,2807673000000,326.948577881,222.290557861,53.1070785522,53.7562675476,-10.3566179276,2850529000000,312.597290039,221.313903809,58.1867370605,59.2523193359,-10.8225631714,2789773000000,322.180877686,227.105773926,54.9324493408,56.2611274719,-8.15697956085,2852521000000,312.531707764,215.725631714,60.0050392151,60.5150527954,-13.0987873077
2845645000000,288.002502441,158.671035767,56.1966362,56.4066772461,-11.5109195709,2798453000000,289.527923584,178.348678589,51.4870071411,51.114616394,-9.95742797852,2886109000000,273.307678223,152.492935181,60.0263977051,62.2261123657,-14.7609863281,2809065000000,311.135955811,177.040420532,51.9905395508,52.7794151306,-5.83993053436,2794017000000,286.939575195,159.988327026,63.5305671692,58.5993423462,-8.46744632721,2868525000000,357.833404541,249.29309082,81.3009109497,82.2503585815,-1.77392983437,2887741000000,335.915466309,231.811080933,69.3008728027,71.0492324829,-5.75638389587,2827977000000,322.855957031,226.554901123,79.0038604736,81.7001266479,-8.58059501648,2817581000000,336.544036865,218.886154175,63.2653427124,63.8183479309,-7.02688789368,2806529000000,316.221679688,218.410400391,62.7417869568,63.8188362122,-7.52787256241,2795561000000,311.022186279,219.219467163,57.5910377502,58.6972541809,-10.3180046082,2807777000000,328.607788086,223.711151123,53.1490478516,53.742931366,-10.0795402527,2850637000000,312.694671631,222.557357788,58.7038612366,59.8753356934,-11.0617637634,2789865000000,321.143157959,227.855133057,54.6726799011,54.769908905,-5.29425144196,2852617000000,313.542816162,216.785858154,60.539691925,60.9569892883,-12.9541387558
2845745000000,288.663391113,159.344894409,56.5448036194,56.7190055847,-11.2078723907,2798545000000,291.009002686,179.24697876,51.4681282043,51.0078125,-9.65962600708,2886209000000,274.347595215,153.18586731,60.1611709595,62.1585083008,-14.5669593811,2809173000000,313.05682373,178.269119263,52.051738739,53.257976532,-5.93544197083,2794101000000,288.048095703,162.40473938,61.0278320312,57.3979072571,-8.06586933136,2868637000000,358.629730225,249.544128418,81.7841262817,82.7117004395,-1.53807580471,2887825000000,337.404602051,232.9947052,69.5447311401,71.219833374,-5.46389484406,2828081000000,324.651489258,228.112426758,79.5769729614,82.2850875854,-8.25294208527,2817677000000,336.139434814,219.747436523,64.4790039062,64.334526062,-7.2662062645,2806617000000,317.721801758,219.734893799,63.0080032349,64.0691986084,-7.03025817871,2795561000000,311.882904053,219.061813354,57.9202575684,59.2917442322,-10.0401983261,2807881000000,328.045288086,223.110488892,54.9260559082,55.4130554199,-10.6059179306,2850737000000,313.712799072,223.43560791,59.2781257629,59.6755409241,-10.8236703873,2789969000000,319.202423096,227.942092896,54.4668426514,53.9843521118,-7.15094566345,2852617000000,313.608551025,216.96862793,60.7228240967,60.8208045959,-12.9097366333
2845745000000,289.488983154,159.875534058,56.2472114563,56.4282875061,-11.2119588852,2798657000000,293.160827637,179.495697021,51.5612754822,51.6525230408,-9.01395702362,2886209000000,274.946502686,153.561584473,60.3560371399,62.1238555908,-13.5398206711,2809285000000,314.199127197,179.658233643,51.9349822998,52.9057426453,-6.21173906326,2794101000000,288.685638428,163.028640747,58.8173141479,56.6180877686,-7.41850566864,2868745000000,359.803894043,249.442626953,81.1886672974,83.2019271851,-1.34104084969,2887997000000,337.686798096,233.881164551,70.2305755615,71.3431625366,-5.8762793541,2828181000000,324.51361084,229.21496582,81.2177276611,82.8958587646,-7.53464174271,2817789000000,337.504821777,220.778869629,64.762046814,64.5516433716,-6.97881650925,2806717000000,319.221923828,221.059387207,63.2742195129,64.3195648193,-6.53264427185,2795653000000,313.045196533,220.162658691,58.0292053223,59.3943595886,-9.74670600891,2807881000000,329.576202393,223.40246582,55.0487327576,55.7827949524,-10.4904375076,2850737000000,315.552062988,223.522094727,58.9871444702,60.0434455872,-10.7886142731,2790065000000,318.794158936,228.841537476,54.3232154846,53.4843292236,-7.1055598259,2852717000000,315.782623291,218.011062622,60.515663147,60.9449882507,-12.0322704315
2845745000000,289.012695312,159.494873047,56.2967987061,56.10754776,-11.3400363922,2798773000000,294.699829102,180.337905884,51.5480880737,51.5839233398,-8.69847011566,2886209000000,275.676544189,153.106399536,60.6353988647,62.5427398682,-13.3572950363,2809405000000,315.147491455,180.60774231,51.9260101318,52.5456047058,-5.74138879776,2794201000000,289.66015625,164.674591064,57.1058654785,55.9674377441,-7.27516889572,2868865000000,360.334747314,249.538833618,81.0930099487,83.7405395508,-1.3585588932,2888125000000,339.07522583,235.039978027,70.4982376099,71.51121521,-5.62175559998,2828293000000,326.140197754,230.732727051,81.8465957642,83.482170105,-7.18658876419,2817901000000,338.87020874,221.810287476,65.0450973511,64.7687606812,-6.691426754,2806809000000,320.722045898,222.383880615,63.540435791,64.5699386597,-6.03502988815,2795761000000,312.988983154,221.218673706,58.2350616455,59.5274734497,-9.57719707489,2807985000000,331.054748535,224.570663452,55.1822166443,55.8744316101,-10.2623329163,2850849000000,315.386627197,224.448516846,59.4019470215,59.9530715942,-10.6369686127,2790065000000,317.742706299,228.451690674,54.3570556641,53.3414115906,-7.09433507919,2852825000000,317.247192383,219.751235962,60.6248512268,60.5563201904,-11.7192087173
2845745000000,289.968902588,159.328292847,56.2807121277,56.5496788025,-10.8528623581,2798865000000,294.653411865,180.801635742,51.8868179321,51.4821205139,-8.14948368073,2886317000000,276.083221436,153.463119507,61.3246574402,62.683177948,-12.8219842911,2809509000000,316.659362793,181.525009155,51.9656333923,52.5368080139,-5.40641498566,2794201000000,289.251800537,164.584732056,55.9449729919,55.3379898071,-7.44524097443,2869105000000,361.137512207,249.74810791,81.4924163818,84.2073669434,-1.13794124126,2888225000000,340.463623047,236.198806763,70.7658920288,71.6792755127,-5.36723136902,2828401000000,329.517730713,231.522521973,82.7038116455,85.116394043,-6.93707704544,2818017000000,340.235565186,222.841705322,65.3281402588,64.9858779907,-6.40403747559,2806917000000,322.222167969,223.708374023,63.8066482544,64.8203048706,-5.53741550446,2795889000000,313.948547363,222.413238525,58.9365577698,59.8417358398,-9.69042491913,2808085000000,332.323699951,225.364151001,55.2798805237,56.3594970703,-9.77116680145,2850949000000,317.190917969,225.314666748,59.8225746155,60.6123046875,-10.6210956573,2790185000000,318.089385986,229.361968994,53.7628555298,52.749080658,-6.94863843918,2852917000000,318.11630249,220.387252808,61.0101013184,60.4134407043,-11.8577127457
2845841000000,290.905517578,160.325317383,56.2559051514,56.3090286255,-10.333275795,2798981000000,296.056121826,181.611297607,51.8915519714,51.4118309021,-7.82210826874,2886317000000,277.680236816,153.211776733,60.9895782471,62.7522735596,-11.7496385574,2809617000000,318.171264648,182.44229126,52.0052528381,52.5280151367,-5.07144117355,2794201000000,290.646270752,163.739349365,55.2364196777,55.0367012024,-5.6317987442,2869429000000,361.949066162,250.133056641,82.2053985596,84.9730758667,-1.12758016586,2888345000000,340.275482178,236.071853638,71.4294967651,71.920173645,-5.29684972763,2828505000000,331.049072266,232.518798828,84.1246871948,86.6979980469,-7.0611000061,2818121000000,341.600952148,223.873138428,65.6111907959,65.2029876709,-6.11664772034,2807025000000,323.722290039,225.032867432,64.0728683472,65.0706710815,-5.0398015976,2795889000000,314.55279541,223.233978271,58.6480484009,59.6540603638,-9.48839378357,2808193000000,333.460998535,225.695205688,55.348651886,56.7420463562,-9.36632633209,2851061000000,317.787597656,226.43132019,60.4091491699,61.0364456177,-10.6660461426,2790289000000,318.436035156,230.272247314,53.1686553955,52.1567459106,-6.80294132233,2852917000000,319.487884521,220.183944702,61.283039093,61.1171646118,-11.555519104
2845841000000,290.602905273,160.434921265,57.9251976013,57.671661377,-10.2134580612,2799081000000,297.959869385,182.867370605,51.8189697266,51.0974960327,-7.76095676422,2886429000000,279.611083984,153.575790405,61.1908378601,63.1694755554,-11.7712259293,2809725000000,319.683135986,183.359573364,52.0448760986,52.5192184448,-4.73646736145,2794293000000,291.199951172,165.770507812,54.094959259,54.4412155151,-6.03470420837,2869829000000,362.464508057,250.252532959,83.3084487915,86.3657455444,-1.44802939892,2888461000000,341.534790039,237.125366211,71.7179412842,72.0920562744,-5.05199098587,2828621000000,332.8046875,233.933364868,84.8070526123,87.3895950317,-6.74304914474,2818225000000,341.546661377,223.057891846,66.9023742676,67.7340621948,-6.74307870865,2807133000000,324.367523193,226.288833618,71.8594894409,72.4944915771,-9.22402572632,2795889000000,314.279968262,222.697540283,59.2322425842,59.5167999268,-9.43579959869,2808289000000,334.892822266,226.75982666,55.4768943787,56.8689231873,-9.11560630798,2851061000000,317.697875977,226.663543701,60.6908187866,60.7645759583,-10.6736593246,2790377000000,318.48248291,230.699508667,53.2501411438,52.2238273621,-6.96033525467,2853021000000,320.890258789,221.188369751,61.4657821655,61.2893714905,-11.3057479858
2845841000000,291.561004639,160.165740967,57.9588432312,58.0882034302,-10.0824737549,2799201000000,299.64352417,182.954818726,52.1049880981,51.8810501099,-7.36018037796,2886533000000,283.299407959,154.410003662,61.3508224487,63.5482826233,-11.7188634872,2809833000000,321.195007324,184.27684021,52.0844993591,52.5104217529,-4.40149354935,2794293000000,291.768218994,166.163192749,53.7922973633,54.9699745178,-6.35668611526,2870373000000,361.627197266,250.493057251,84.7638092041,87.1680221558,-1.71243691444,2888593000000,343.895782471,236.56652832,73.2800521851,74.3961486816,-5.46286678314,2828729000000,333.272064209,235.298156738,85.4799346924,87.5271453857,-6.39076089859,2818333000000,342.804168701,223.948989868,67.2352294922,68.0654983521,-6.50083589554,2807225000000,325.738891602,226.402740479,71.0905838013,72.4406280518,-6.91829967499,2795893000000,315.197265625,222.453689575,59.3635139465,59.8671417236,-9.21917057037,2808385000000,336.324676514,227.824432373,55.605140686,56.9957962036,-8.86488628387,2851153000000,318.986083984,227.87940979,60.6681861877,60.7776527405,-10.5137424469,2790477000000,318.960174561,231.415771484,53.3954811096,52.2362823486,-7.07342672348,2853153000000,322.292633057,222.1927948,61.648525238,61.4615783691,-11.0559778214
2845941000000,293.027038574,160.700500488,57.7023010254,58.1914749146,-9.72215270996,2799321000000,301.110229492,183.735687256,52.1203727722,51.8426399231,-7.04192352295,2886633000000,284.893371582,154.709259033,61.4298439026,63.6495704651,-11.3054628372,2809933000000,321.70425415,184.601226807,52.3831710815,52.272808075,-4.64693927765,2794405000000,292.705291748,167.175765991,53.0401687622,54.9372177124,-5.88774394989,2870693000000,362.21685791,251.044723511,85.2298736572,87.1799697876,-2.17228055,2888729000000,345.248291016,237.483627319,73.6343078613,74.6782073975,-5.25189161301,2828833000000,334.715362549,236.561050415,86.4039077759,87.6331939697,-6.78284502029,2818421000000,342.099975586,224.992446899,67.924621582,68.313911438,-6.8233795166,2807325000000,327.171142578,227.622680664,71.6707687378,73.0251922607,-6.55701637268,2795989000000,315.50592041,223.634002686,59.1965408325,59.5716056824,-8.86596393585,2808481000000,336.590881348,228.22883606,55.778553009,57.1399650574,-8.72190761566,2851153000000,319.990875244,227.712936401,61.0221405029,61.4357910156,-10.3806219101,2790477000000,319.442382812,231.264205933,53.8965454102,53.3991394043,-7.29099035263,2853249000000,324.228240967,223.449371338,62.6482849121,63.2260627747,-10.8070812225
2846009000000,293.950775146,161.501861572,57.426612854,57.9835281372,-9.60373783112,2799445000000,303.020111084,184.132049561,52.5128936768,52.638092041,-6.46929359436,2886725000000,287.752716064,156.782852173,61.3984565735,63.0183525085,-11.534488678,2810029000000,323.139312744,185.473068237,52.4364585876,52.2519416809,-4.3425860405,2794505000000,293.914337158,167.590499878,52.1402244568,54.6671791077,-5.45934057236,2870861000000,362.846008301,251.292358398,85.7339859009,87.6967468262,-2.048214674,2888921000000,345.098510742,237.277069092,74.9488601685,75.008934021,-5.38698577881,2828937000000,335.178253174,236.778594971,87.8981781006,88.7943725586,-6.51411724091,2818529000000,343.194274902,225.896240234,68.2747955322,68.6413192749,-6.60857248306,2807429000000,328.603363037,228.842636108,72.2509460449,73.6097488403,-6.19573259354,2795989000000,314.955230713,223.671722412,59.4464492798,59.3923034668,-8.29240322113,2808577000000,337.603363037,229.117843628,55.8919677734,57.2152938843,-8.35474967957,2851257000000,320.532562256,228.791885376,61.3056182861,61.599281311,-9.37259292603,2790581000000,319.790649414,232.030014038,53.4258041382,52.9571762085,-7.19050121307,2853345000000,325.675079346,224.474838257,62.877204895,63.4882621765,-10.5573596954
