P1_time_percent,P1_Xc,P1_Yc,P1_W,P1_H,P1_angle,P2_time_percent,P2_Xc,P2_Yc,P2_W,P2_H,P2_angle,P3_time_percent,P3_Xc,P3_Yc,P3_W,P3_H,P3_angle,P4_time_percent,P4_Xc,P4_Yc,P4_W,P4_H,P4_angle,P5_time_percent,P5_Xc,P5_Yc,P5_W,P5_H,P5_angle,PD1_time_percent,PD1_Xc,PD1_Yc,PD1_W,PD1_H,PD1_angle,PD2_time_percent,PD2_Xc,PD2_Yc,PD2_W,PD2_H,PD2_angle,PD3_time_percent,PD3_Xc,PD3_Yc,PD3_W,PD3_H,PD3_angle,PD4_time_percent,PD4_Xc,PD4_Yc,PD4_W,PD4_H,PD4_angle,PD5_time_percent,PD5_Xc,PD5_Yc,PD5_W,PD5_H,PD5_angle,PID1_time_percent,PID1_Xc,PID1_Yc,PID1_W,PID1_H,PID1_angle,PID2_time_percent,PID2_Xc,PID2_Yc,PID2_W,PID2_H,PID2_angle,PID3_time_percent,PID3_Xc,PID3_Yc,PID3_W,PID3_H,PID3_angle,PID4_time_percent,PID4_Xc,PID4_Yc,PID4_W,PID4_H,PID4_angle,PID5_time_percent,PID5_Xc,PID5_Yc,PID5_W,PID5_H,PID5_angle
2839785000000,177.280258179,123.490730286,51.6395568848,51.1962661743,-36.9900245667,2791697000000,163.337036133,131.800613403,49.9398956299,51.8502120972,-38.9154624939,2880469000000,162.81930542,135.414932251,57.6113548279,54.9856681824,-33.5193061829,2802321000000,188.28225708,139.535690308,49.6607322693,47.0406570435,-25.9486961365,2787377000000,175.919555664,131.272064209,48.7614974976,52.5338630676,-37.7211608887,2857189000000,178.360595703,120.838676453,56.7361488342,56.4263877869,-32.0305137634,2880285000000,173.359481812,121.545089722,54.8294906616,55.0166664124,-37.732837677,2820873000000,174.571243286,125.680892944,52.0025177002,50.9113388062,-32.7530593872,2810653000000,187.336959839,135.823791504,49.1451759338,50.2149467468,-38.728729248,2799617000000,180.674804688,141.701126099,47.9351882935,49.7026977539,-36.8530044556,2789485000000,137.475524902,100.599029541,52.1493682861,54.8870582581,-36.5561332703,2801409000000,176.215072632,132.432144165,48.0604438782,48.97473526,-38.6828689575,2844341000000,154.198913574,133.252746582,52.5278358459,52.5542526245,-35.5391082764,2782809000000,159.488723755,120.917755127,55.1183891296,54.2972831726,-43.4114379883,2846573000000,139.359390259,108.39226532,53.0919189453,55.8978614807,-22.7022705078
2839893000000,177.199539185,123.490638733,51.5868034363,51.1234931946,-37.0425109863,2791809000000,154.172607422,119.319862366,50.563419342,54.2086410522,-38.6856040955,2880553000000,162.789123535,135.046630859,57.8281326294,55.0977058411,-33.4154777527,2802421000000,186.965133667,136.335906982,49.6537704468,47.6887626648,-28.0607757568,2787473000000,176.140640259,131.434570312,48.5545959473,52.5194816589,-37.865322113,2857541000000,178.972610474,120.782279968,56.8267097473,56.5246696472,-32.1720733643,2880377000000,173.075439453,121.495452881,54.917514801,55.0907249451,-37.7940597534,2820961000000,174.287307739,125.589454651,52.0555877686,50.8832435608,-32.8026390076,2810777000000,187.211166382,135.71321106,49.1801986694,50.2284851074,-38.7939529419,2799709000000,180.820892334,141.781402588,47.8818778992,49.6299438477,-36.8489837646,2789577000000,134.52671814,98.340927124,52.1282424927,55.010181427,-36.5165214539,2801497000000,169.349914551,122.513526917,48.3483390808,49.9153556824,-38.6931419373,2844433000000,153.188446045,131.800308228,52.7309112549,52.7282066345,-35.4838066101,2782929000000,159.029754639,120.587516785,55.0890197754,54.3786201477,-44.1017913818,2846649000000,136.650085449,105.424324036,53.2668266296,56.1712989807,-22.2532062531
2839981000000,186.626983643,126.374214172,51.2660827637,50.4033203125,-35.5091781616,2791921000000,167.101516724,128.856964111,51.2644500732,55.3075027466,-35.9481124878,2880661000000,162.758956909,134.678329468,58.0449066162,55.2097396851,-33.3116493225,2802525000000,187.06741333,136.015655518,49.6975708008,47.6358070374,-27.7210693359,2787573000000,183.21182251,125.005958557,49.6008796692,52.3206748962,-39.8241653442,2858057000000,179.584625244,120.725883484,56.9172706604,56.6229476929,-32.3136291504,2880473000000,172.791412354,121.445808411,55.0055351257,55.1647834778,-37.8552818298,2821049000000,174.003356934,125.498008728,52.1086540222,50.8551483154,-32.8522148132,2810853000000,187.085372925,135.602615356,49.2152252197,50.2420196533,-38.8591766357,2799801000000,180.966995239,141.861663818,47.8285675049,49.5571899414,-36.8449668884,2789661000000,131.577896118,96.0828170776,52.1071166992,55.1333045959,-36.4769134521,2801497000000,166.292984009,118.533592224,49.1985664368,50.77085495,-39.3464431763,2844525000000,159.114852905,130.797897339,52.595615387,52.6743812561,-36.857460022,2783045000000,158.570800781,120.257270813,55.0596466064,54.4599571228,-44.7921447754,2846757000000,170.397949219,121.449935913,52.7717437744,55.8971786499,-24.5696964264
2840061000000,187.340713501,126.615058899,51.2000350952,50.2984275818,-35.4829902649,2791921000000,173.366424561,131.771697998,51.1596679688,54.9122657776,-35.4895477295,2880781000000,139.326828003,109.13318634,60.9484710693,56.0183410645,-14.3996076584,2802625000000,165.844299316,113.479850769,50.7484436035,49.9946403503,-29.2379455566,2787649000000,183.980773926,124.641304016,49.4619903564,52.2962837219,-40.0668106079,2858293000000,180.196640015,120.669487,57.0078315735,56.7212295532,-32.4551849365,2880589000000,172.507385254,121.39617157,55.0935592651,55.2388458252,-37.9165039062,2821129000000,173.719406128,125.406562805,52.1617240906,50.8270492554,-32.9017944336,2810981000000,186.959579468,135.492034912,49.2502479553,50.2555580139,-38.9244003296,2799881000000,181.113082886,141.941940308,47.7752571106,49.4844360352,-36.8409461975,2789749000000,122.827392578,76.5251998901,54.4813575745,60.4521408081,-36.2434005737,2801593000000,183.314498901,131.354598999,48.8267021179,49.8709793091,-39.2255744934,2844625000000,158.698654175,129.384017944,52.7806434631,52.83618927,-36.8783836365,2783149000000,158.111831665,119.927032471,55.0302772522,54.5412940979,-45.4825019836,2847021000000,170.867248535,120.137985229,52.9114685059,56.1418571472,-24.26587677
2840237000000,188.054428101,126.855903625,51.1339912415,50.1935348511,-35.4568061829,2792029000000,173.644485474,131.517364502,51.2292671204,55.1005516052,-35.3576927185,2880881000000,128.995788574,97.6605377197,63.3316192627,56.8003005981,-0.419366657734,2802733000000,164.137573242,111.27507782,50.8471260071,50.0731201172,-28.9994182587,2787781000000,184.749725342,124.276649475,49.3231048584,52.2718925476,-40.3094558716,2858461000000,180.808654785,120.613090515,57.0983924866,56.8195075989,-32.5967407227,2880701000000,172.223358154,121.3465271,55.1815834045,55.3129043579,-37.9777259827,2821273000000,140.955505371,101.582862854,53.449596405,55.3215179443,-32.6152534485,2811105000000,186.833770752,135.381454468,49.2852745056,50.2690963745,-38.9896240234,2799969000000,181.437561035,140.491531372,47.7265968323,49.4883117676,-36.565990448,2789849000000,119.399116516,72.8374176025,54.5865478516,60.8492469788,-36.1935653687,2801593000000,190.431625366,136.735687256,49.397441864,50.5232276917,-41.0769920349,2844729000000,158.282455444,127.970123291,52.9656715393,52.9979934692,-36.8993034363,2783257000000,149.148925781,72.1056594849,57.7822875977,59.9785652161,-40.8788490295,2847129000000,171.336532593,118.826026917,53.0511894226,56.3865394592,-23.9620571136
2840361000000,188.768157959,127.096748352,51.0679473877,50.0886421204,-35.4306221008,2792153000000,173.922561646,131.263046265,51.298866272,55.2888336182,-35.2258338928,2880977000000,132.455978394,99.13306427,62.5352210999,58.7446975708,-6.37404584885,2802821000000,172.303161621,115.493263245,50.7106285095,51.0664749146,-30.2038211823,2787889000000,185.518692017,123.912002563,49.1842155457,52.2475013733,-40.55210495,2858789000000,181.420669556,120.55670166,57.1889533997,56.9177894592,-32.7383003235,2880813000000,171.939331055,121.296890259,55.2696075439,55.3869628906,-38.0389480591,2821373000000,138.231567383,99.7085800171,53.5623550415,55.5120353699,-32.6485862732,2811189000000,186.707977295,135.270858765,49.3203010559,50.2826347351,-39.0548439026,2800061000000,181.597976685,140.448974609,47.6735267639,49.4195213318,-36.5479545593,2789941000000,115.970832825,69.1496276855,54.691734314,61.2463531494,-36.1437301636,2801689000000,191.35017395,136.805831909,49.4307861328,50.5692749023,-41.4667358398,2844845000000,94.1252822876,59.9179916382,63.8799552917,55.6533546448,-14.3841209412,2783353000000,148.043762207,68.1666641235,57.8951911926,60.3338623047,-41.298412323,2847273000000,171.805831909,117.514076233,53.1909103394,56.6312179565,-23.6582355499
2840453000000,189.481887817,127.337593079,51.0018997192,49.9837493896,-35.4044380188,2792269000000,174.200622559,131.008712769,51.3684654236,55.4771194458,-35.0939788818,2880977000000,129.495193481,99.6903381348,69.0955123901,61.5364761353,2.48000264168,2802917000000,176.048736572,116.553070068,50.9928627014,52.4324951172,-30.6908473969,2787985000000,166.073303223,101.309997559,60.159324646,54.2958183289,-14.0077733994,2859005000000,215.097198486,102.398963928,59.2437705994,63.3969116211,-28.3406600952,2880913000000,171.655303955,121.247245789,55.3576316833,55.4610214233,-38.1001701355,2821473000000,135.507614136,97.8342895508,53.6751098633,55.7025566101,-32.6819152832,2811281000000,186.582183838,135.16027832,49.3553237915,50.2961730957,-39.1200675964,2800165000000,181.758377075,140.406402588,47.6204566956,49.3507347107,-36.529914856,2790041000000,112.542556763,65.4618377686,54.7969245911,61.6434593201,-36.0938949585,2801801000000,192.268737793,136.875991821,49.4641265869,50.6153182983,-41.8564796448,2844973000000,88.4538650513,53.0100212097,64.6257858276,55.9454956055,-13.2271099091,2783453000000,146.938598633,64.2276687622,58.0080909729,60.6891593933,-41.7179718018,2847369000000,167.764266968,114.155067444,54.1668968201,58.1685066223,-25.9657421112
2840561000000,190.195602417,127.578445435,50.9358558655,49.8788566589,-35.3782539368,2792377000000,159.966369629,110.162940979,52.9814910889,56.7381744385,-34.410282135,2881093000000,135.728088379,102.533531189,67.8245925903,62.0765190125,-3.70216941833,2803021000000,177.506454468,116.573020935,51.1875953674,52.7659759521,-31.6497745514,2788077000000,165.259017944,99.203666687,60.5891265869,54.3774833679,-12.8797674179,2859121000000,229.60585022,116.540550232,60.2556419373,63.7752380371,-25.9594726562,2881009000000,171.371261597,121.197608948,55.4456520081,55.5350837708,-38.1613922119,2821573000000,132.783676147,95.9600067139,53.7878684998,55.8930740356,-32.7152442932,2811365000000,186.456375122,135.049682617,49.3903503418,50.3097076416,-39.1852912903,2800249000000,181.918792725,140.363845825,47.5673866272,49.2819442749,-36.5118789673,2790129000000,109.114273071,61.774055481,54.9021110535,62.040561676,-36.0440597534,2801901000000,193.187301636,136.946136475,49.4974708557,50.6613616943,-42.2462234497,2845065000000,82.7824554443,46.1020507812,65.3716125488,56.2376365662,-12.070098877,2783545000000,145.833450317,60.2886734009,58.1209907532,61.0444602966,-42.1375350952,2847461000000,171.584197998,115.045639038,54.3473815918,58.2938995361,-28.332075119
2840665000000,190.909332275,127.819290161,50.8698120117,49.7739639282,-35.3520698547,2792477000000,165.630233765,113.997268677,53.3176574707,56.3785400391,-34.8660125732,2881189000000,140.660430908,104.967178345,66.4634552002,62.8154525757,-7.96955299377,2803113000000,181.993713379,117.536758423,51.190120697,53.4734191895,-31.7249832153,2788145000000,164.444747925,97.0973358154,61.0189247131,54.4591522217,-11.7517604828,2859221000000,240.187393188,122.966941833,59.9220581055,64.6339035034,-24.6299495697,2881113000000,171.087234497,121.147964478,55.5336761475,55.6091423035,-38.2226142883,2821661000000,130.059738159,94.085723877,53.9006271362,56.0835914612,-32.7485771179,2811477000000,186.330581665,134.939102173,49.4253730774,50.3232460022,-39.2505149841,2800333000000,182.079193115,140.321273804,47.5143165588,49.2131576538,-36.4938430786,2790233000000,162.301879883,101.170028687,56.2594718933,61.9340286255,-36.3399620056,2801989000000,194.105865479,137.016281128,49.5308151245,50.7074050903,-42.6359672546,2845177000000,77.1110458374,39.1940765381,66.1174468994,56.5297775269,-10.9130887985,2783645000000,144.728286743,56.3496780396,58.2338905334,61.3997573853,-42.557094574,2847461000000,171.275421143,114.919746399,54.751083374,59.2325897217,-28.3004951477
2840797000000,191.623062134,128.060134888,50.8037643433,49.6690711975,-35.3258857727,2792593000000,165.306335449,112.585144043,53.4764633179,56.5910987854,-34.7374038696,2881301000000,144.244277954,108.827919006,68.3882598877,63.5220718384,0.726601600647,2803205000000,185.970108032,120.569602966,51.2124252319,53.3528518677,-32.2559623718,2788277000000,177.596252441,107.615135193,59.2504997253,56.2297706604,-16.9046287537,2859325000000,244.497802734,123.524131775,60.1151199341,65.0453338623,-24.4050922394,2881245000000,170.803207397,121.098327637,55.6217002869,55.6832008362,-38.2838401794,2821765000000,127.335792542,92.21144104,54.013381958,56.2741088867,-32.7819061279,2811549000000,183.423233032,112.718086243,52.280834198,55.2984428406,-36.1749229431,2800445000000,182.239608765,140.278717041,47.4612464905,49.144367218,-36.4758033752,2790341000000,163.156417847,100.741401672,56.4266967773,62.3061828613,-36.3072547913,2802081000000,195.024414062,137.086425781,49.5641593933,50.753452301,-43.0257110596,2845297000000,71.4396286011,32.2861061096,66.8632736206,56.8219184875,-9.75607776642,2783805000000,184.069152832,94.5605316162,57.8867073059,63.0180015564,-36.4798698425,2847557000000,173.048477173,116.008377075,54.9280967712,60.2337837219,-28.5666713715
2840913000000,192.336791992,128.300979614,50.7377204895,49.5641784668,-35.2997016907,2792693000000,173.892807007,116.634941101,53.312702179,56.3829040527,-34.1665458679,2881301000000,145.796646118,110.263244629,66.6513824463,63.9199829102,-4.60733413696,2803301000000,190.655227661,123.412757874,51.0188331604,53.1693153381,-32.3909263611,2788381000000,179.950531006,109.467689514,58.3730430603,56.6503715515,-19.0145626068,2859429000000,261.284912109,129.916885376,59.9203453064,65.0695419312,-22.6331958771,2881353000000,170.519180298,121.048683167,55.7097244263,55.7572631836,-38.3450622559,2821861000000,124.611846924,90.3371582031,54.1261405945,56.464630127,-32.8152351379,2811693000000,183.116149902,111.166572571,52.4503631592,55.5485992432,-36.0903587341,2800529000000,182.400009155,140.23614502,47.4081764221,49.0755805969,-36.4577674866,2790429000000,164.010955811,100.312774658,56.5939216614,62.6783370972,-36.2745475769,2802161000000,186.44670105,117.081977844,50.7762908936,53.6405754089,-38.0093383789,2845421000000,161.43069458,111.800498962,63.3599586487,57.7041130066,-16.1505184174,2783961000000,194.863006592,102.121902466,57.1257781982,62.4033813477,-32.5314254761,2847557000000,175.846878052,115.997825623,55.3366889954,60.7576408386,-29.1425037384
2841037000000,186.723434448,105.609321594,53.3003768921,54.8704071045,-34.0317192078,2792781000000,178.04524231,117.950485229,52.7985229492,56.2793159485,-32.7404174805,2881425000000,150.659393311,114.516563416,66.0120620728,63.7665023804,-11.3730564117,2803301000000,193.031738281,124.589286804,50.1985855103,52.6652526855,-31.4912433624,2788457000000,184.507385254,113.100387573,58.5125770569,54.8311424255,-26.1864337921,2859481000000,268.971893311,136.693054199,59.7478981018,64.5526123047,-22.2294120789,2881465000000,181.109451294,102.714149475,57.4185180664,61.4231834412,-28.567653656,2821969000000,121.887901306,88.4628677368,54.2388954163,56.6551475525,-32.8485679626,2811765000000,188.599029541,109.296859741,54.1170730591,58.4279708862,-34.4910392761,2800701000000,182.560424805,140.193572998,47.3551063538,49.0067901611,-36.4397315979,2790521000000,178.662185669,110.305541992,55.919254303,61.5875091553,-34.0582618713,2802253000000,190.224868774,118.473365784,50.8963432312,53.5822143555,-36.2333755493,2845421000000,168.984451294,117.308403015,61.972278595,57.672908783,-18.9389572144,2784045000000,202.210083008,106.51902771,57.422996521,62.7526855469,-30.7427215576,2847649000000,178.729873657,118.274497986,55.493637085,61.7084999084,-27.9099788666
2841145000000,188.013656616,105.534660339,53.593914032,54.6840820312,-31.936126709,2792957000000,181.584655762,120.3359375,52.9430122375,56.1738853455,-31.6043586731,2881517000000,150.82572937,114.075752258,66.4136352539,64.1800842285,-10.7213115692,2803393000000,195.57572937,125.26071167,50.2334594727,53.0699272156,-31.515794754,2788585000000,185.365478516,112.670730591,58.7690467834,54.9102287292,-25.8987216949,2859525000000,274.584075928,138.275588989,59.9061737061,64.9024353027,-21.9268245697,2881561000000,184.170394897,102.479530334,60.0822067261,65.7596817017,-28.4375305176,2822065000000,119.163955688,86.5885848999,54.3516540527,56.845664978,-32.8818969727,2811849000000,188.762039185,107.719512939,54.3564529419,58.8007965088,-34.3358078003,2800789000000,182.720825195,140.151016235,47.3020362854,48.9379997253,-36.4216918945,2790657000000,184.45300293,112.545570374,56.1316146851,62.7760848999,-33.0799446106,2802337000000,194.019256592,119.142074585,51.1741943359,53.9663658142,-34.3412742615,2845541000000,173.950210571,121.72064209,60.6848983765,58.9651565552,-21.1779022217,2784045000000,205.378936768,108.468948364,57.0107269287,62.3997039795,-29.1604480743,2847649000000,180.022903442,118.169235229,55.6280860901,62.064868927,-28.2517280579
