P1_time_percent,P1_Xc,P1_Yc,P1_W,P1_H,P1_angle,P2_time_percent,P2_Xc,P2_Yc,P2_W,P2_H,P2_angle,PD1_time_percent,PD1_Xc,PD1_Yc,PD1_W,PD1_H,PD1_angle,PD2_time_percent,PD2_Xc,PD2_Yc,PD2_W,PD2_H,PD2_angle,PD3_time_percent,PD3_Xc,PD3_Yc,PD3_W,PD3_H,PD3_angle,PD4_time_percent,PD4_Xc,PD4_Yc,PD4_W,PD4_H,PD4_angle
1.54393907538152E+018,40.8599777222,105.162490845,-400.994171143,-50.9907569885,-15.5071201324,1.54393922509045E+018,206.084121704,122.942405701,96.4828948975,82.0394897461,25.6475105286,1.54393811557823E+018,155.441589355,155.205169678,35.5716094971,41.3750839233,-5.67648696899,1.5439384864912E+018,57.3252067566,115.600196838,68.7405319214,75.0871810913,18.5266628265,1.54402785604903E+018,176.193527222,69.0997619629,71.0732498169,116.142623901,72.2111587524,1.54402863107619E+018,160.946456909,82.6244354248,71.6038284302,67.0038604736,-40.9186134338
1.54393907554376E+018,38.8247718811,103.702941895,-475.673248291,-68.3301391602,-13.1705131531,1.54393922528634E+018,207.980072021,124.073455811,97.335609436,82.7645568848,25.872341156,1.54393811577681E+018,155.496505737,152.170837402,34.4630851746,40.579536438,-6.13225650787,1.54393848670065E+018,57.628528595,116.166107178,70.2269897461,77.7318496704,21.8101863861,1.54402785621716E+018,174.688079834,66.7268066406,70.4205474854,120.323440552,73.6139907837,1.54402863113896E+018,162.08505249,83.2089538574,72.1033172607,67.4712600708,-41.2032241821
1.54393907572516E+018,36.78956604,102.243392944,-550.352355957,-85.6695175171,-10.8339061737,1.54393922546962E+018,209.876022339,125.20451355,98.188331604,83.4896240234,26.0971717834,1.54393811600212E+018,154.795684814,207.470458984,53.0548210144,55.5825881958,-1.64075100422,1.54393848684894E+018,57.9318504333,116.732009888,71.7134552002,80.3765182495,25.0937099457,1.5440278563499E+018,173.182617188,64.353843689,69.7678451538,124.504249573,75.0168304443,1.54402863123388E+018,163.223648071,83.79347229,72.6028137207,67.9386672974,-41.4878349304
1.54393907591628E+018,34.754360199,100.783836365,-625.031433105,-103.008895874,-8.49729919434,1.54393922569589E+018,211.771972656,126.335571289,99.0410461426,84.2146911621,26.3220043182,1.54393811622956E+018,154.793914795,208.812271118,53.3732528687,55.9313850403,-1.73817300797,1.54393848705595E+018,58.235168457,117.297920227,73.1999206543,83.021194458,28.3772335052,1.54402785671002E+018,171.677154541,61.9808921814,69.1151351929,128.685058594,76.419670105,1.54402863133354E+018,164.362258911,84.3779907227,73.1023025513,68.4060668945,-41.7724456787
1.54393907605818E+018,32.7191505432,99.3242874146,-699.710510254,-120.348274231,-6.16069221497,1.54393922587237E+018,213.667922974,127.466621399,99.8937683105,84.9397583008,26.5468349457,1.54393811641155E+018,154.792144775,210.154098511,53.6916809082,56.2801818848,-1.8355948925,1.54393848720135E+018,64.8562088013,116.633911133,68.2172927856,75.2764205933,10.1376247406,1.54402785748491E+018,170.171707153,59.6079368591,68.4624328613,132.865875244,77.8225097656,1.54402863147997E+018,165.500854492,84.9625091553,73.6017913818,68.8734664917,-42.057056427
1.54393907625801E+018,30.6839447021,97.8647384644,-774.389587402,-137.687652588,-3.8240852356,1.54393922606719E+018,215.563873291,128.597686768,100.746482849,85.6648254395,26.7716655731,1.54393811672283E+018,154.790374756,211.495925903,54.0101127625,56.6289787292,-1.93301689625,1.54393848737602E+018,66.8484191895,116.871025085,68.7190551758,76.3396453857,10.1449613571,1.54402785772004E+018,168.666244507,57.2349777222,67.8097305298,137.046691895,79.2253494263,1.54402863157488E+018,166.639450073,85.5470275879,74.1012802124,69.3408737183,-42.3416671753
1.54393907647934E+018,28.6487388611,96.4051818848,-849.068664551,-155.027038574,-1.48747813702,1.54393922629953E+018,217.459823608,129.728729248,101.599205017,86.3898925781,26.9964962006,1.54393811689315E+018,154.788604736,212.837738037,54.3285446167,56.9777755737,-2.03043889999,1.54393848756407E+018,68.8406295776,117.108146667,69.2208099365,77.4028625488,10.15229702,1.54402785793394E+018,167.16078186,54.8620223999,67.1570281982,141.227493286,80.6281890869,1.54402863171623E+018,167.778060913,86.1315460205,74.600769043,69.8082733154,-42.6262779236
1.54393907667637E+018,26.6135311127,94.9456329346,-923.747802734,-172.366409302,0.849128901958,1.5439392264984E+018,140.79119873,148.453445435,74.366065979,71.3273773193,2.43078684807,1.54393811713857E+018,159.432785034,211.986907959,62.4537658691,62.846988678,20.0963764191,1.5439384877668E+018,70.8328475952,117.34526062,69.7225646973,78.4660797119,10.1596336365,1.54402785808961E+018,165.655334473,52.4890670776,66.5043258667,145.408309937,82.0310287476,1.54402863188534E+018,168.916656494,86.7160644531,75.1002578735,70.2756729126,-42.9108886719
1.54393907687795E+018,24.5783252716,93.4860839844,-998.426879883,-189.705795288,3.18573594093,1.54393922665478E+018,136.445419312,150.344116211,65.6414871216,68.5838546753,-6.06523704529,1.5439381174735E+018,160.435165405,212.854812622,63.8247871399,63.9401054382,22.9954509735,1.5439384880624E+018,83.2433547974,116.698295593,63.5800285339,67.5775909424,0.822383463383,1.5440278582315E+018,164.149871826,50.1161117554,65.8516235352,149.589126587,83.4338684082,1.54402863200775E+018,170.055252075,87.3005828857,75.5997543335,70.7430801392,-43.1954994202
1.54393907708481E+018,22.5431194305,92.0265274048,-1073.10595703,-207.045166016,5.52234315872,1.54393922679855E+018,132.65411377,152.20463562,64.5155944824,68.4397125244,-7.61989402771,1.5439381177132E+018,161.437561035,213.722717285,65.1958084106,65.0332183838,25.894525528,1.54393848825671E+018,88.021736145,116.698982239,63.1171226501,66.9055862427,-0.526988446712,1.54402785836352E+018,162.64440918,47.7431564331,65.1989135742,153.769943237,84.8367080688,1.54402863216572E+018,171.193847656,87.8851013184,76.0992431641,71.2104797363,-43.4801101685
1.54393907724933E+018,20.5079116821,90.5669784546,-1147.78503418,-224.384552002,7.85895013809,1.54393922693541E+018,128.862808228,154.065170288,63.389705658,68.2955703735,-9.17455101013,1.54393811787565E+018,168.064926147,206.637863159,59.5762214661,56.1591033936,14.5397424698,1.54393848845811E+018,92.8001174927,116.699668884,62.6542167664,66.2335739136,-1.87636041641,1.54402785854123E+018,161.138946533,45.3702011108,64.5462112427,157.950744629,86.2395401001,1.5440286324393E+018,172.332458496,88.469619751,76.5987319946,71.6778793335,-43.7647209167
1.54393907748404E+018,18.4727058411,89.1074295044,-1222.46411133,-241.723922729,10.1955575943,1.54393922705271E+018,110.578651428,163.408294678,61.8169631958,67.5786972046,-18.8133964539,1.54393811813924E+018,170.905181885,204.907333374,59.8536529541,55.6929740906,15.2089824677,1.54393848867998E+018,97.5785064697,116.70035553,62.1913146973,65.5615692139,-3.22573232651,1.54402785864591E+018,159.633499146,42.9972419739,63.8935089111,162.131561279,87.6423797607,1.54402863268647E+018,173.471054077,89.0541381836,77.0982208252,72.1452789307,-44.049331665
1.54393907774139E+018,16.4374980927,87.6478729248,-1297.14318848,-259.063293457,12.5321645737,1.54393922714929E+018,102.210205078,167.631988525,60.5942993164,67.3105163574,-22.1191921234,1.54393811831608E+018,173.745452881,203.17678833,60.1310844421,55.2268447876,15.8782234192,1.54393848888101E+018,73.5784072876,105.452827454,66.352432251,69.2460327148,1.9632743597,1.54402785878116E+018,158.128036499,40.6242866516,63.2408065796,166.31237793,89.0452194214,1.54402863284185E+018,174.609649658,89.6386566162,77.5977096558,72.6126861572,-44.3339424133
1.54393907794887E+018,14.4022912979,86.1883239746,-1371.82226562,-276.402679443,14.868771553,1.54393922727045E+018,93.841758728,171.855682373,59.371635437,67.0423431396,-25.424987793,1.54393811850814E+018,166.150268555,202.459533691,56.0838394165,54.2203559875,4.87808179855,1.54393848911614E+018,70.6608276367,102.445510864,66.5613708496,69.2070007324,1.56389904022,1.54402785891573E+018,156.622573853,38.2513313293,62.588104248,170.493179321,90.448059082,1.54402863297794E+018,175.748260498,90.2231750488,78.0971984863,73.0800857544,-44.6185531616
1.54393907815326E+018,12.3670845032,84.7287750244,-1446.50134277,-293.74206543,17.2053775787,1.54393922744894E+018,85.4733123779,176.079376221,58.1489753723,66.7741699219,-28.7307834625,1.54393811866974E+018,165.61958313,201.05632019,55.6592483521,53.6665115356,3.65303397179,1.54393848931235E+018,67.7432479858,99.4381866455,66.7703170776,69.16796875,1.16452372074,1.54402785902554E+018,155.117126465,35.8783760071,61.9353981018,174.673995972,91.8508987427,1.54402863321206E+018,176.886856079,90.8076934814,78.5966949463,73.5474853516,-44.9031639099
1.54393907835509E+018,10.3318786621,83.2692184448,-1521.18041992,-311.081451416,19.5419845581,1.54393922759299E+018,77.1048660278,180.303070068,56.9263114929,66.5059967041,-32.0365791321,1.54393811889825E+018,165.088882446,199.653106689,55.2346572876,53.112663269,2.42798614502,1.54393848950859E+018,64.825668335,96.4308700562,66.9792633057,69.1289367676,0.76514840126,1.5440278591597E+018,153.611663818,33.5054206848,61.2826957703,178.854812622,93.2537384033,1.54402863347182E+018,178.02545166,91.3922119141,79.0961837769,74.0148925781,-45.1877784729
1.54393907870215E+018,8.29667186737,81.8096694946,-1595.85949707,-328.420837402,21.8785915375,1.54393922771116E+018,68.7364120483,184.526763916,55.7036476135,66.2378158569,-35.342376709,1.54393811913777E+018,164.558197021,198.249893188,54.8100624084,52.5588188171,1.20293843746,1.54393848966077E+018,61.9080886841,93.4235458374,67.1882019043,69.0899047852,0.365773051977,1.54402785929897E+018,152.106201172,31.1324634552,60.6299934387,183.035614014,94.656578064,1.54402863457468E+018,179.1640625,91.9767303467,79.5956726074,74.4822921753,-45.4723892212
1.54393907889585E+018,6.26146459579,80.3501205444,-1670.53857422,-345.760192871,24.2152004242,1.54393922793024E+018,60.3679656982,188.750457764,54.4809875488,65.9696426392,-38.6481704712,1.54393811930641E+018,164.027496338,196.846679688,54.385471344,52.0049705505,-0.0221093911678,1.54393848978745E+018,58.9905090332,90.416229248,67.3971481323,69.0508651733,-0.0336022488773,1.54402785940757E+018,150.600738525,28.7595081329,59.9772872925,187.216430664,96.0594177246,1.54402863488942E+018,180.302658081,92.5612487793,80.095161438,74.9496917725,-45.7569999695
1.54393907915256E+018,4.22625827789,78.8905639648,-1745.21765137,-363.099578857,26.5518074036,1.54393922810436E+018,51.9995193481,192.974151611,53.2583236694,65.7014694214,-41.9539680481,1.5439381194898E+018,163.496810913,195.443466187,53.9608764648,51.4511222839,-1.24715721607,1.54393848999616E+018,68.0163116455,94.4103240967,69.7496337891,69.1671218872,-11.9443063736,1.54402785952981E+018,149.095291138,26.3865509033,59.3245849609,191.397247314,97.4622573853,1.54402863500322E+018,181.441253662,93.1457672119,80.5946502686,75.417098999,-46.0416107178
