P1_time_percent,P1_Xc,P1_Yc,P1_W,P1_H,P1_angle,P2_time_percent,P2_Xc,P2_Yc,P2_W,P2_H,P2_angle,PD1_time_percent,PD1_Xc,PD1_Yc,PD1_W,PD1_H,PD1_angle,PD2_time_percent,PD2_Xc,PD2_Yc,PD2_W,PD2_H,PD2_angle,PD3_time_percent,PD3_Xc,PD3_Yc,PD3_W,PD3_H,PD3_angle,PD4_time_percent,PD4_Xc,PD4_Yc,PD4_W,PD4_H,PD4_angle
1.5439390793379E+018,29.067937851,141.338287354,37.2971343994,55.2273292542,-28.5606479645,1.54393922825263E+018,43.6310691833,197.197845459,52.03565979,65.4332962036,-45.2597618103,1.54393811962206E+018,162.966110229,194.040237427,53.5362854004,50.897277832,-2.47220492363,1.54393849013293E+018,69.0449295044,97.4289016724,69.2739562988,68.3864593506,-8.71782779694,1.54402785965171E+018,147.589828491,24.0135955811,58.6718826294,195.578063965,98.8650894165,1.54402863514964E+018,195.095077515,127.068115234,65.190788269,71.5490570068,2.38343977928
1.54393907953927E+018,28.5481204987,143.481994629,55.6600570679,59.7140312195,-29.1021308899,1.54393922902631E+018,35.2626228333,201.421524048,50.8129997253,65.1651153564,-48.5655593872,1.54393811981706E+018,169.290557861,194.214248657,56.5489273071,58.8965415955,-10.1903715134,1.54393849028858E+018,69.3771209717,98.4177093506,69.6176605225,68.2571105957,-9.84821414948,1.54402785977616E+018,146.084365845,21.6406402588,58.0191764832,199.758865356,100.267929077,1.54402863529029E+018,196.553207397,128.50378418,65.2863082886,71.9063339233,3.3351829052
1.54393907969536E+018,29.6671066284,154.767745972,68.6798019409,64.8715591431,-34.4191856384,1.54393922981469E+018,26.8941726685,205.645217896,49.5903358459,64.8969421387,-51.8713569641,1.54393812000745E+018,125.908638,110.636779785,281.415679932,72.1108169556,38.4719085693,1.54393849050124E+018,69.709312439,99.4065246582,69.9613647461,68.1277618408,-10.9785995483,1.54402785994913E+018,144.578918457,19.2676830292,57.3664741516,203.939682007,101.670768738,1.54402863548566E+018,198.011322021,129.939437866,65.3818359375,72.2636108398,4.28692579269
1.543939079884E+018,29.9143047333,161.190231323,86.2648544312,69.4559173584,-35.6559028625,1.54393922995231E+018,18.525724411,209.868911743,48.3676719666,64.6287689209,-55.1771507263,1.54393812019374E+018,100.95425415,61.5518722534,312.616088867,74.3555984497,43.496799469,1.54393849061875E+018,70.0414962769,100.395339966,70.3050613403,67.9984054565,-12.1089859009,1.54402786017347E+018,143.073455811,16.8947277069,56.7137718201,208.120498657,103.073608398,1.54402863563331E+018,199.469451904,131.375106812,65.4773635864,72.6208877563,5.23866891861
1.54393908004177E+018,30.1615028381,167.612716675,103.849906921,74.0402832031,-36.8926200867,1.54393923014395E+018,10.1572771072,214.092605591,47.1450119019,64.3605957031,-58.4829483032,1.54393812037432E+018,174.433700562,180.046875,215.654724121,86.162612915,14.3956069946,1.5439384908358E+018,70.3736877441,101.384155273,70.648765564,67.8690567017,-13.2393712997,1.54402786035379E+018,141.567993164,14.521771431,56.0610656738,212.301300049,104.476448059,1.5440286357755E+018,186.045028687,149.712249756,57.2621917725,63.4645423889,12.6396074295
1.5439390801892E+018,30.4086990356,174.035202026,121.434959412,78.6246414185,-38.1293373108,1.54393923028861E+018,1.788828969,218.316299438,45.9223480225,64.092414856,-61.7887420654,1.543938120597E+018,189.630523682,199.317886353,224.292297363,90.0908279419,13.4126148224,1.54393849106963E+018,70.705871582,102.372970581,70.9924621582,67.7397079468,-14.3697576523,1.54402786099397E+018,140.062530518,12.1488161087,55.4083633423,216.482116699,105.87928772,1.54402863593764E+018,185.718109131,151.221984863,54.4577980042,64.7967834473,21.9785175323
1.54393908040327E+018,30.6558971405,180.457687378,139.020004272,83.2090072632,-39.3660545349,1.54393923044591E+018,-6.57961893082,222.539993286,44.6996841431,63.8242416382,-65.0945358276,1.54393812079358E+018,204.827346802,218.588897705,232.929870605,94.0190353394,12.4296226501,1.54393849125437E+018,71.0380630493,103.361785889,71.3361663818,67.6103591919,-15.5001430511,1.54402786111977E+018,182.852661133,178.16027832,56.7113189697,59.576751709,8.78431415558,1.54402863609953E+018,193.276153564,152.863052368,54.3483810425,63.5094299316,20.0936393738
1.54393908059034E+018,30.9030952454,186.880172729,156.605056763,87.7933654785,-40.602771759,1.54393923084006E+018,-14.9480676651,226.763687134,43.4770240784,63.5560684204,-68.4003372192,1.54393812096057E+018,220.024154663,237.859893799,241.567443848,97.9472427368,11.4466314316,1.54393849144522E+018,71.3702468872,104.350593567,71.6798706055,67.481010437,-16.6305294037,1.54402786130855E+018,183.324707031,183.304595947,56.1367416382,57.3220901489,6.25211572647,1.54402863640788E+018,196.718994141,155.377075195,53.0137138367,62.5882110596,22.4541473389
1.54393908073609E+018,31.1502933502,193.302658081,174.190109253,92.3777313232,-41.8394889832,1.54393923094672E+018,-23.3165149689,230.987380981,42.254360199,63.2878913879,-71.7061309814,1.54393812124602E+018,235.220977783,257.130889893,250.20501709,101.875450134,10.4636392593,1.54393849161386E+018,71.7024383545,105.339408875,72.0235671997,67.3516616821,-17.7609157562,1.54402786179918E+018,183.796768188,188.448898315,55.5621681213,55.0674285889,3.71991705894,1.54402863659816E+018,192.538833618,160.096420288,55.1580657959,62.7712020874,12.7891759872
1.5439390808769E+018,31.3974895477,199.725158691,191.775161743,96.9620895386,-43.0762062073,1.54393923106373E+018,-31.6849632263,235.21105957,41.0316963196,63.0197181702,-75.0119247437,1.54393812143899E+018,191.464645386,196.362457275,105.946418762,75.6815414429,-2.00311541557,1.54393849183228E+018,91.9665145874,124.934440613,66.332611084,66.6714324951,-0.813634812832,1.54402786194121E+018,184.268814087,193.593215942,54.9875946045,52.8127670288,1.18771839142,1.54402863669263E+018,192.928878784,163.493621826,54.5612068176,62.0841598511,12.599366188
1.54393908100571E+018,30.0817260742,144.946014404,83.3316192627,64.530632019,-30.5465373993,1.54393923122574E+018,-40.0534133911,239.434753418,39.8090324402,62.7515411377,-78.3177185059,1.54393812165304E+018,185.23374939,193.128860474,73.8749771118,69.8912277222,-7.83751392365,1.54393849203527E+018,96.4373016357,126.114219666,68.2646560669,69.0452270508,7.09106016159,1.54402786209185E+018,184.740859985,198.737518311,54.4130210876,50.5581016541,-1.34448027611,1.54402863687126E+018,199.515594482,159.9581604,59.0802574158,64.2842788696,16.2718715668
1.54393908113122E+018,36.5802993774,140.606460571,72.0058288574,63.0666503906,-26.1846961975,1.54393923136034E+018,-48.4218597412,243.658447266,38.5863723755,62.4833679199,-81.6235198975,1.54393812183726E+018,184.023010254,188.536682129,57.8988456726,67.5217590332,-12.5004558563,1.54393849227355E+018,100.392662048,128.215057373,68.2415618896,69.1927337646,8.87471580505,1.54402786237566E+018,185.212921143,203.881835938,53.8384475708,48.303440094,-3.87667894363,1.5440286369644E+018,202.380615234,160.586410522,59.4718132019,64.1550445557,16.8282756805
1.54393908126501E+018,40.4861373901,136.771835327,72.9045410156,63.0824775696,-25.2666606903,1.54393923160238E+018,-56.790309906,247.882141113,37.3637084961,62.2151908875,-84.9293136597,1.54393812268716E+018,174.725952148,172.323623657,48.1128158569,63.1558799744,-15.6842632294,1.54393849242117E+018,104.348022461,130.31590271,68.2184677124,69.3402481079,10.6583709717,1.54402786257607E+018,185.684967041,209.026138306,53.263874054,46.0487785339,-6.40887737274,1.5440286371025E+018,195.50189209,156.905792236,56.3740692139,60.1646881104,7.79246234894
1.54393908149191E+018,44.3919792175,132.937194824,73.8032608032,63.0983047485,-24.3486270905,1.54393923171376E+018,-65.1587524414,252.105834961,36.1410446167,61.9470176697,-88.2351074219,1.54393812287748E+018,169.009399414,162.422180176,32.7960662842,61.0617675781,-19.0753650665,1.54393849261185E+018,108.303382874,132.416732788,68.1953735352,69.4877624512,12.4420261383,1.54402786279414E+018,186.157012939,214.170455933,52.6892967224,43.7941169739,-8.94107627869,1.54402863831538E+018,194.46673584,155.809295654,56.128742218,59.33070755,6.5980553627
1.5439390817323E+018,48.2978210449,129.102554321,74.7019805908,63.1141319275,-23.4305934906,1.54393923180316E+018,-73.5272064209,256.329528809,34.918384552,61.6788406372,-91.5409088135,1.54393812300386E+018,163.292861938,152.520721436,17.4793186188,58.9676551819,-22.4664649963,1.54393849286306E+018,112.258735657,134.517562866,68.1722793579,69.635269165,14.2256822586,1.54402786292173E+018,177.924682617,197.756210327,63.4706954956,67.8359146118,12.1082353592,1.54402863843931E+018,193.431564331,154.712814331,55.8834152222,58.496723175,5.40364837646
1.54393908191736E+018,52.2036628723,125.267913818,75.600692749,63.1299591064,-22.5125598907,1.54393923196941E+018,-81.895652771,260.553222656,33.6957206726,61.4106674194,-94.8467025757,1.54393812350261E+018,157.576309204,142.619277954,2.16256999969,56.8735466003,-25.8575668335,1.54393849305371E+018,125.388381958,134.959915161,92.8165588379,85.5688476562,-16.4034366608,1.54402786319105E+018,177.215515137,197.905014038,65.0463485718,71.3047103882,20.6458454132,1.54402863854576E+018,186.471374512,150.095199585,60.8541679382,63.6769676208,6.28783416748
1.54393908206498E+018,56.1095046997,121.433280945,76.4994125366,63.1457862854,-21.5945262909,1.54393923220714E+018,-90.2640991211,264.776916504,32.4730567932,61.142490387,-98.1524963379,1.54393812373753E+018,157.112716675,157.949005127,37.5962257385,59.2424621582,-17.4423408508,1.54393849321288E+018,131.382522583,136.692184448,96.4773330688,88.0738754272,-19.4603595734,1.54402786337062E+018,166.51852417,189.87171936,63.8835067749,69.5416030884,15.5762338638,1.54402863870978E+018,183.532196045,147.867202759,61.4816436768,63.8493423462,5.44123649597
1.5439390822666E+018,75.4069366455,88.6294326782,113.756523132,131.374359131,-24.3289394379,1.54393923233784E+018,-98.6325454712,269.000610352,31.2503948212,60.8743171692,-101.4582901,1.54393812426354E+018,152.794006348,154.761688232,30.9117412567,57.9074745178,-18.8252735138,1.54393849337644E+018,137.376663208,138.424453735,100.13809967,90.5789031982,-22.517282486,1.54402786376376E+018,165.191986084,182.483016968,62.8872108459,68.2377853394,9.00477218628,1.54402863881631E+018,197.480117798,159.034790039,68.7227249146,67.2258911133,10.2987222672
1.54393908250868E+018,82.2914733887,79.1884460449,119.649635315,140.760269165,-23.9126262665,1.54393923254927E+018,-107.000999451,273.224304199,30.0277328491,60.6061401367,-104.764091492,1.5439381244252E+018,132.86895752,142.933303833,47.0091133118,62.4497909546,-12.2427845001,1.54393849359787E+018,136.802139282,128.78604126,266.147613525,183.985702515,-10.1466121674,1.54402786395246E+018,149.928787231,176.64390564,124.285758972,114.185241699,25.3139533997,1.54402863912891E+018,201.373031616,162.226303101,70.4700164795,67.940788269,10.4179353714
1.54393908267293E+018,89.1760177612,69.7474594116,125.542747498,150.146179199,-23.4963130951,1.54393923268454E+018,-115.369445801,277.447998047,28.8050708771,60.3379669189,-108.069885254,1.54393812457222E+018,128.569000244,129.672729492,53.3851127625,63.641254425,-10.9406423569,1.54393849377677E+018,140.650985718,126.804695129,294.771453857,200.467971802,-10.8313570023,1.54402786430486E+018,140.277832031,170.817398071,138.011993408,124.554321289,28.0360927582,1.54402863928193E+018,205.265930176,165.417800903,72.2173080444,68.6556930542,10.5371494293
1.54393908290448E+018,96.0605621338,60.306476593,131.435852051,159.532089233,-23.0799999237,1.54393923282224E+018,-123.737892151,281.671691895,27.5824069977,60.0697898865,-111.375679016,1.54393812480265E+018,121.130691528,119.60243988,52.1551513672,63.5642738342,-10.7493915558,1.54393849394742E+018,137.570556641,130.209121704,180.838424683,138.323959351,3.03978991508,1.54402786462559E+018,130.626876831,164.990890503,151.738235474,134.923400879,30.7582321167,1.54402863945595E+018,209.158843994,168.609313965,73.96459198,69.3705978394,10.6563634872
1.54393908312844E+018,102.945106506,50.8654899597,137.328964233,168.917999268,-22.663684845,1.54393923302727E+018,-132.106338501,285.895385742,26.3597450256,59.801612854,-114.681472778,1.54393812503788E+018,113.692382812,109.532150269,50.9251899719,63.4872894287,-10.5581417084,1.54393849414378E+018,138.616012573,130.406707764,185.759536743,141.733154297,4.77523183823,1.54402786504918E+018,120.975921631,159.164398193,165.464477539,145.292480469,33.4803695679,1.54402863959764E+018,213.051742554,171.800811768,75.7118835449,70.0854949951,10.7755765915
1.54393908344768E+018,109.82964325,41.4245033264,143.222076416,178.303909302,-22.2473716736,1.54393923312189E+018,-140.47479248,290.119049072,25.1370830536,59.5334396362,-117.98727417,1.54393812522979E+018,135.334701538,128.104980469,60.0568389893,65.0498733521,-7.09729290009,1.54393849427914E+018,140.21395874,127.68082428,119.12739563,94.0890274048,0.909896194935,1.54402786526465E+018,111.324966431,153.337890625,179.190719604,155.661575317,36.2025108337,1.54402863971581E+018,216.944656372,174.992324829,77.4591674805,70.8003997803,10.8947906494
1.5439390836406E+018,116.714187622,31.9835186005,149.115188599,187.689819336,-21.8310585022,1.54393923332064E+018,-148.843231201,294.34274292,23.9144191742,59.2652626038,-121.293067932,1.54393812542539E+018,135.487167358,129.826080322,64.397354126,66.1091461182,-5.67943668365,1.5439384944386E+018,144.670913696,128.181381226,87.2945404053,75.7017822266,0.635852336884,1.54402786551518E+018,101.67401123,147.511383057,192.91696167,166.030654907,38.9246482849,1.54402863982122E+018,220.837554932,178.183822632,79.2064590454,71.515296936,11.0140047073
1.54393908378843E+018,123.598731995,22.5425319672,155.008285522,197.07572937,-21.4147453308,1.54393923356995E+018,-157.211685181,298.566436768,22.6917572021,58.997089386,-124.598861694,1.54393812562371E+018,135.466659546,128.837661743,66.5103683472,66.7911682129,-5.25018119812,1.54393849455923E+018,147.555969238,127.955436707,75.0753097534,67.7060775757,1.19122469425,1.54402786571591E+018,92.0230560303,141.684875488,206.643203735,176.399734497,41.6467895508,1.54402863992616E+018,224.73046875,181.375335693,80.953742981,72.2302017212,11.1332187653
1.54393908400125E+018,130.483276367,13.1015462875,160.901397705,206.461639404,-20.9984321594,1.54393923382593E+018,-165.58013916,302.790130615,21.4690933228,58.7289123535,-127.904663086,1.54393812589418E+018,135.931762695,128.532272339,67.9448394775,67.2172546387,-4.45284461975,1.54393849479689E+018,151.154327393,128.364517212,62.7064819336,57.226940155,-5.54158973694,1.54402786594674E+018,82.3721008301,135.858383179,220.369445801,186.768814087,44.368927002,1.54402864004266E+018,228.62336731,184.566833496,82.7010345459,72.9451065063,11.2524318695
1.54393908416387E+018,137.36781311,3.66055989265,166.794509888,215.847549438,-20.582118988,1.54393923407659E+018,-173.948577881,307.013824463,20.2464313507,58.4607391357,-131.210449219,1.54393812615119E+018,136.396865845,128.226898193,69.3793106079,67.6433486938,-3.65550780296,1.54393849493663E+018,154.325912476,128.393661499,50.4584999084,48.7539634705,-6.38687181473,1.54402786609074E+018,72.7211456299,130.03187561,234.095672607,197.137893677,47.0910644531,1.54402864022661E+018,232.516281128,187.758346558,84.4483261108,73.6600036621,11.3716459274
1.54393908431082E+018,144.252349854,-5.78042602539,172.68762207,225.233459473,-20.1658058167,1.54393923435683E+018,-182.31703186,311.237518311,19.0237693787,58.1925621033,-134.51625061,1.54393812643138E+018,136.861968994,127.92150116,70.8137817383,68.069442749,-2.85817122459,1.5439384951299E+018,157.497497559,128.422805786,38.2105178833,40.2809867859,-7.23215389252,1.54402786642668E+018,63.0701904297,124.205368042,247.821914673,207.506973267,49.813205719,1.54402864053048E+018,236.409179688,190.94984436,86.1956100464,74.3749084473,11.4908599854
1.54393908454101E+018,151.136901855,-15.221411705,178.580734253,234.619369507,-19.7494926453,1.54393923464298E+018,-190.68548584,315.461212158,17.8011054993,57.9243888855,-137.822052002,1.54393812660992E+018,132.310623169,135.111450195,68.7607727051,70.9507675171,-1.71245896816,1.54393849532822E+018,160.669082642,128.451950073,25.9625339508,31.8080120087,-8.07743644714,1.54402786655236E+018,53.4192352295,118.378868103,261.548156738,217.876068115,52.5353431702,1.54402864064227E+018,240.302093506,194.141357422,87.9429016113,75.0898132324,11.6100730896
1.54393908470442E+018,158.021438599,-24.6623973846,184.473831177,244.005279541,-19.3331775665,1.54393923494278E+018,-199.053924561,319.684906006,16.5784435272,57.656211853,-141.127838135,1.5439381267856E+018,131.441955566,136.798919678,69.6135253906,71.7863922119,-0.857012748718,1.54393849556009E+018,163.840667725,128.48109436,13.714550972,23.3350353241,-8.9227180481,1.54402786673246E+018,43.7682762146,112.552360535,275.274383545,228.245147705,55.2574806213,1.54402864097959E+018,244.194992065,197.332855225,89.6901855469,75.8047103882,11.7292871475
1.54393908493579E+018,164.905975342,-34.1033821106,190.366943359,253.391189575,-18.9168643951,1.54393923520644E+018,-207.42237854,323.908599854,15.3557806015,57.3880386353,-144.433639526,1.54393812696241E+018,130.973358154,133.356185913,71.3855895996,75.5355758667,-3.8478603363,1.54393849588611E+018,167.012252808,128.510238647,1.46656775475,14.8620595932,-9.76800060272,1.54402786694559E+018,34.1173210144,106.725852966,289.000640869,238.614227295,57.9796218872,1.54402864154064E+018,145.182342529,123.263420105,55.9125442505,61.3576278687,-6.71683359146
1.54393908505586E+018,195.528488159,138.864562988,64.4596633911,61.2575798035,9.98786830902,1.54393923544233E+018,-215.790817261,328.132293701,14.1331186295,57.1198616028,-147.739440918,1.54393812715776E+018,130.268844604,132.938781738,72.3913955688,76.8562850952,-3.63279271126,1.54393849600113E+018,170.183837891,128.539382935,-10.7814149857,6.38908338547,-10.6132831573,1.5440278670601E+018,24.4663658142,100.899353027,302.726867676,248.983306885,60.7017593384,1.5440286417204E+018,137.451568604,108.082443237,61.4103126526,65.154510498,-12.6794281006
1.5439390852306E+018,204.654891968,146.650604248,60.0757637024,54.9301948547,12.6255397797,1.54393923569369E+018,-224.15927124,332.355987549,12.9104557037,56.851688385,-151.045227051,1.54393812736929E+018,129.564315796,132.521392822,73.3972091675,78.1769943237,-3.41772484779,1.54393849619352E+018,173.355422974,128.568511963,-23.0293979645,-2.08389234543,-11.4585647583,1.5440278671964E+018,14.815410614,95.072845459,316.453125,259.352386475,63.4239006042,1.54402864196703E+018,130.052078247,96.2936935425,60.959602356,65.1052856445,-14.6533870697
1.54393908539685E+018,213.781280518,154.436660767,55.691860199,48.602809906,15.2632102966,1.54393923591864E+018,-232.52772522,336.579681396,11.687792778,56.5835113525,-154.351028442,1.54393812758153E+018,128.859802246,132.104003906,74.4030227661,79.4977111816,-3.20265722275,1.5439384963346E+018,195.010818481,137.727432251,49.8221626282,55.1781425476,18.4437446594,1.5440278673057E+018,5.16445541382,89.24634552,330.179351807,269.721466064,66.1460342407,1.54402864216859E+018,122.65259552,84.5049362183,60.5088920593,65.056060791,-16.6273460388
1.54393908556042E+018,222.907684326,162.222702026,51.3079605103,42.2754249573,17.9008827209,1.54393923618603E+018,-240.89616394,340.803375244,10.4651298523,56.3153381348,-157.656814575,1.54393812768143E+018,132.151977539,131.418884277,70.0132827759,70.3790054321,-1.48514401913,1.54393849652488E+018,201.084793091,139.190170288,47.4140625,54.3059654236,21.1537437439,1.54402786756538E+018,-4.48650026321,83.4198379517,343.905609131,280.090545654,68.8681793213,1.54402864242765E+018,115.253105164,72.716178894,60.058177948,65.0068359375,-18.6013069153
1.54393908570268E+018,232.034088135,170.008743286,46.9240570068,35.9480400085,20.5385532379,1.54393923643188E+018,-249.26461792,345.027069092,9.24246788025,56.0471611023,-160.962615967,1.54393812788331E+018,123.806610107,130.677154541,69.4132614136,69.0998306274,0.689906537533,1.54393849672221E+018,217.411605835,142.065353394,54.5011863708,57.528263092,14.1605787277,1.54402786765313E+018,-14.1374559402,77.5933380127,357.631835938,290.459625244,71.5903167725,1.5440286425596E+018,103.586303711,75.180770874,60.6979484558,64.3889694214,-10.8671236038
1.54393908595126E+018,241.160476685,177.794799805,42.5401535034,29.6206531525,23.1762237549,1.54393923670143E+018,-257.633056641,349.250762939,8.01980495453,55.7789878845,-164.268417358,1.54393812806983E+018,119.578163147,130.055130005,69.4640960693,68.6556167603,1.41783356667,1.54393849694047E+018,227.910430908,144.137664795,53.4410400391,57.2373428345,15.4931058884,1.54402786785602E+018,-23.7884120941,71.7668304443,371.358062744,300.828735352,74.3124542236,1.54402864274114E+018,95.075302124,67.1045837402,60.4280776978,64.2454376221,-11.2311306
1.54393908613005E+018,250.286880493,185.580841064,38.1562538147,23.2932682037,25.8138961792,1.54393923703074E+018,-266.001525879,353.474456787,6.79714202881,55.5108108521,-167.574203491,1.54393812823957E+018,121.926620483,127.81388092,69.1544647217,68.9109573364,-1.07527244091,1.5439384971509E+018,238.409240723,146.209976196,52.3808898926,56.9464263916,16.8256320953,1.54402786802459E+018,-33.4393692017,65.9403305054,385.084320068,311.197814941,77.0345916748,1.54402864302162E+018,109.628501892,66.6475753784,61.8062438965,65.9108047485,-1.55670464039
1.54393908634217E+018,259.413269043,193.366882324,33.7723503113,16.965883255,28.4515666962,1.54393923731834E+018,-274.3699646,357.698120117,5.57447957993,55.2426376343,-170.880004883,1.54393812846327E+018,120.360794067,126.536315918,69.1400146484,68.5934448242,-0.930725693703,1.54393849738291E+018,248.908065796,148.282287598,51.3207397461,56.655506134,18.1581573486,1.54402786816286E+018,199.997161865,181.89793396,72.1142807007,68.764541626,40.4037895203,1.54402864325212E+018,110.586547852,61.6994552612,61.8187179565,66.0771789551,-0.200915560126
1.54393908651002E+018,221.50630188,199.34034729,51.1560211182,45.2460823059,9.18529701233,1.5439392375428E+018,-282.73840332,361.921813965,4.35181713104,54.9744606018,-174.185806274,1.54393812866741E+018,118.794967651,125.258758545,69.1255645752,68.2759246826,-0.78617888689,1.54393849759454E+018,259.406890869,150.354598999,50.2605934143,56.3645858765,19.4906845093,1.54402786831636E+018,219.943481445,181.869613647,66.6196899414,62.1166267395,40.6023597717,1.54402864341276E+018,111.54460144,56.751335144,61.8311920166,66.2435531616,1.15487349033
1.54393908666897E+018,223.76461792,206.861709595,49.2069664001,42.7897872925,9.37286758423,1.54393923776672E+018,-291.106842041,366.145507812,3.12915420532,54.706287384,-177.491592407,1.54393812897822E+018,117.229141235,123.981193542,69.111114502,67.9584121704,-0.641632080078,1.54393849777538E+018,234.217086792,145.206726074,62.5983963013,62.3561401367,7.47536182404,1.54402786846555E+018,236.655822754,182.532501221,60.5372047424,56.9204597473,40.9153671265,1.54402864492347E+018,120.56653595,68.8037109375,67.3941650391,67.9165267944,-8.07223892212
1.54393908700181E+018,214.725891113,214.849029541,75.0377349854,71.2458343506,-2.06664729118,1.54393923797283E+018,-299.475311279,370.36920166,1.90649163723,54.4381103516,-180.797393799,1.5439381291577E+018,115.663314819,122.70362854,69.0966644287,67.6408996582,-0.497085273266,1.54393849798306E+018,236.649917603,145.647201538,63.4691581726,62.9706497192,6.88419771194,1.54402786858162E+018,253.368164062,183.195388794,54.4547157288,51.7242889404,41.2283782959,1.54402864522009E+018,124.114265442,69.3152313232,68.3344573975,68.3347473145,-8.48547554016
1.54393908722563E+018,185.005661011,153.723861694,172.891693115,258.678161621,-27.4568748474,1.54393923823677E+018,-307.84375,374.592895508,0.683828890324,54.1699371338,-184.10319519,1.54393812936502E+018,126.846466064,125.470870972,69.6175384521,68.4688186646,5.48428535461,1.54393849817187E+018,234.740646362,142.670837402,72.5961151123,62.30493927,-4.84619998932,1.54402786865456E+018,270.080505371,183.858261108,48.3722229004,46.5281181335,41.5413856506,1.54402864530717E+018,131.86138916,81.3355255127,74.0762634277,75.3539810181,-7.49814319611
1.54393908782667E+018,168.392852783,125.920799255,191.462219238,292.614532471,-33.0722122192,1.54393923842525E+018,-316.212188721,378.816589355,-0.538833737373,53.9017601013,-187.408981323,1.54393812952929E+018,128.178283691,125.112625122,69.6815185547,68.3191375732,6.4840388298,1.54393849828502E+018,235.365066528,141.688262939,74.7684860229,62.7176208496,-7.19349479675,1.5440278687825E+018,286.79284668,184.521148682,42.2897338867,41.3319473267,41.8543968201,1.54402864548684E+018,128.525848389,79.0243759155,76.6055374146,78.8712158203,-2.97130775452
1.54393908802135E+018,151.780029297,98.1177368164,210.032745361,326.55090332,-38.6875534058,1.54393923871458E+018,-324.580657959,383.040283203,-1.76149642467,53.6335868835,-190.714782715,1.54393812972107E+018,129.510101318,124.754379272,69.7455062866,68.1694488525,7.48379230499,1.54393849840933E+018,235.989486694,140.705688477,76.9408569336,63.1302986145,-9.54078960419,1.54402786884003E+018,303.505187988,185.184036255,36.207244873,36.1357765198,42.1674041748,1.54402864548731E+018,127.05291748,77.8925933838,78.3020858765,83.0514984131,-2.45170998573
1.54393908818775E+018,135.167221069,70.3146820068,228.603271484,360.48727417,-44.3028907776,1.54393923891423E+018,-332.94909668,387.263977051,-2.98415899277,53.3654098511,-194.020568848,1.54393812985172E+018,130.841903687,124.396133423,69.8094863892,68.0197601318,8.48354530334,1.5439384985522E+018,236.613922119,139.723098755,79.1132354736,63.5429801941,-11.8880844116,1.54402786895201E+018,320.217529297,185.846908569,30.1247558594,30.9396076202,42.4804153442,1.54402864549076E+018,127.56312561,77.309753418,82.3061676025,86.5785598755,1.77196371555
1.54393908848521E+018,161.94090271,144.208862305,424.954193115,316.347167969,3.3284034729,1.54393923909422E+018,-341.3175354,391.487670898,-4.20682191849,53.0972366333,-197.326370239,1.54393813002317E+018,128.41166687,121.222999573,76.6982421875,84.0632095337,20.5744915009,1.54393849865386E+018,236.405670166,137.019119263,80.4293060303,84.6498947144,-11.5054397583,1.54402786901204E+018,336.929840088,186.509796143,24.0422649384,25.7434368134,42.793422699,1.54402864558348E+018,124.480140686,76.9716644287,82.7232894897,84.8089828491,2.73901581764
1.54393908868513E+018,156.860809326,143.438308716,473.338043213,337.190307617,6.64239501953,1.54393923928414E+018,-349.686004639,395.711364746,-5.42948436737,52.8290596008,-200.632171631,1.54393813016644E+018,135.547286987,122.343139648,71.8141708374,76.8435211182,10.808722496,1.54393849877187E+018,235.083557129,134.205734253,74.5009460449,79.9365997314,-1.53295779228,1.54402786919194E+018,353.642181396,187.172683716,17.9597759247,20.5472679138,43.1064338684,1.54402864568214E+018,120.934257507,75.1781311035,82.7542037964,85.5633621216,5.5148935318
1.5439390888934E+018,199.013793945,204.373352051,268.778411865,201.418380737,25.2447738647,1.54393923945266E+018,-358.054443359,399.935058594,-6.65214729309,52.5608863831,-203.937957764,1.54393813031896E+018,139.461700439,122.40801239,71.9225921631,77.5321578979,11.4532003403,1.54393849888761E+018,234.577285767,132.041671753,75.2293701172,82.1743392944,-1.5001424551,1.54402786926005E+018,370.354522705,187.835571289,11.8772859573,15.3510971069,43.4194412231,1.54402864575847E+018,115.357620239,74.1438293457,81.5439224243,85.4859695435,8.34369945526
1.54393908908806E+018,213.312866211,228.91986084,274.67678833,195.955780029,31.1266670227,1.54393923966324E+018,-366.42288208,404.158752441,-7.87480974197,52.2927093506,-207.243759155,1.54393813044683E+018,134.020706177,122.750732422,69.0325164795,73.5634841919,5.59711122513,1.54393849902321E+018,233.124969482,136.558441162,73.1407394409,78.96144104,0.866763591766,1.54402786933145E+018,387.066864014,188.498443604,5.79479598999,10.1549272537,43.7324485779,1.54402864583925E+018,109.993377686,76.0357437134,82.9009933472,85.0762710571,3.45377802849
1.5439390893459E+018,227.611938477,253.466384888,280.575164795,190.493179321,37.0085601807,1.54393923978744E+018,-374.791351318,408.382446289,-9.09747219086,52.0245361328,-210.549560547,1.54393813067383E+018,132.282119751,127.530479431,68.0174713135,69.7298431396,2.56488633156,1.54393849915747E+018,238.195236206,141.508148193,87.2269058228,86.6128387451,8.81641769409,1.54402786948997E+018,403.779205322,189.161331177,-0.28769364953,4.95875692368,44.0454597473,1.5440286459397E+018,105.237358093,76.4959335327,83.9025878906,85.8661727905,3.85816478729
